ndex_id,name_english,name_german,name_french,name_spanish,name_italian,name_japanese,name_japanese_romanized,name_korean,name_korean_romanized,name_chinese_traditional,name_chinese_simplified,name_chinese_romanized,identifier
337,Lunatone,Lunastein,Séléroc,Lunatone,Lunatone,ルナトーン,Runatōn,루나톤,Runaton,月石,月石,Yuèshí,lunatone
338,Solrock,Sonnfel,Solaroc,Solrock,Solrock,ソルロック,Sorurokku,솔록,Sollok,太陽岩,太阳岩,Tàiyángyán,solrock
339,Barboach,Schmerbe,Barloche,Barboach,Barboach,ドジョッチ,Dojotchi,미꾸리,Mikkuri,泥泥鰍,泥泥鳅,Níníqiū,barboach
340,Whiscash,Welsar,Barbicha,Whiscash,Whiscash,ナマズン,Namazun,메깅,Meging,鯰魚王,鲶鱼王,Niányúwáng,whiscash
341,Corphish,Krebscorps,Écrapince,Corphish,Corphish,ヘイガニ,Heigani,가재군,Gajaegun,龍蝦小兵,龙虾小兵,Lóngxiāxiǎobīng,corphish
342,Crawdaunt,Krebutack,Colhomard,Crawdaunt,Crawdaunt,シザリガー,Shizarigā,가재장군,Gajaejanggun,鐵螯龍蝦,铁螯龙虾,Tiě'áolóngxiā,crawdaunt
343,Baltoy,Puppance,Balbuto,Baltoy,Baltoy,ヤジロン,Yajiron,오뚝군,Ottukgun,天秤偶,天秤偶,Tiānpíng'ǒu,baltoy
344,Claydol,Lepumentas,Kaorine,Claydol,Claydol,ネンドール,Nendōru,점토도리,Jeomtodori,念力土偶,念力土偶,Niànlìtǔ'ōu,claydol
345,Lileep,Liliep,Lilia,Lileep,Lileep,リリーラ,Rirīra,릴링,Rilling,觸手百合,触手百合,Chùshǒubǎihé,lileep
346,Cradily,Wielie,Vacilys,Cradily,Cradily,ユレイドル,Yureidoru,릴리요,Rilliyo,搖籃百合,摇篮百合,Yáolánbǎihé,cradily
347,Anorith,Anorith,Anorith,Anorith,Anorith,アノプス,Anopusu,아노딥스,Anodipseu,太古羽蟲,太古羽虫,Tàigǔyǔchóng,anorith
348,Armaldo,Armaldo,Armaldo,Armaldo,Armaldo,アーマルド,Āmarudo,아말도,Amaldo,太古盔甲,太古盔甲,Tàigǔkuījiǎ,armaldo
349,Feebas,Barschwa,Barpau,Feebas,Feebas,ヒンバス,Hinbasu,빈티나,Bintina,醜醜魚,丑丑鱼,Chǒuchǒuyú,feebas
350,Milotic,Milotic,Milobellus,Milotic,Milotic,ミロカロス,Mirokarosu,밀로틱,Millotik,美納斯,美纳斯,Měinàsī,milotic
351,Castform,Formeo,Morphéo,Castform,Castform,ポワルン,Powarun,캐스퐁,Kaeseupong,飄浮泡泡,飘浮泡泡,Piāofúpàopào,castform
352,Kecleon,Kecleon,Kecleon,Kecleon,Kecleon,カクレオン,Kakureon,켈리몬,Kellimon,變隱龍,变隐龙,Biànyǐnlóng,kecleon
353,Shuppet,Shuppet,Polichombr,Shuppet,Shuppet,カゲボウズ,Kagebōzu,어둠대신,Eodumdaesin,怨影娃娃,怨影娃娃,Yuànyǐngwáwá,shuppet
354,Banette,Banette,Branette,Banette,Banette,ジュペッタ,Jupetta,다크펫,Dakeupet,詛咒娃娃,诅咒娃娃,Zǔzhòuwáwá,banette
355,Duskull,Zwirrlicht,Skelénox,Duskull,Duskull,ヨマワル,Yomawaru,해골몽,Haegolmong,夜巡靈,夜巡灵,Yèxúnlíng,duskull
356,Dusclops,Zwirrklop,Téraclope,Dusclops,Dusclops,サマヨール,Samayōru,미라몽,Miramong,彷徨夜靈,彷徨夜灵,Fǎnghuángyèlíng,dusclops
357,Tropius,Tropius,Tropius,Tropius,Tropius,トロピウス,Toropiusu,트로피우스,Teuropiuseu,熱帶龍,热带龙,Rèdàilóng,tropius
358,Chimecho,Palimpalim,Éoko,Chimecho,Chimecho,チリーン,Chirīn,치렁,Chireong,風鈴鈴,风铃铃,Fēnglínglíng,chimecho
359,Absol,Absol,Absol,Absol,Absol,アブソル,Abusoru,앱솔,Aepsol,阿勃梭魯,阿勃梭鲁,Ābósuōlǔ,absol
360,Wynaut,Isso,Okéoké,Wynaut,Wynaut,ソーナノ,Sōnano,마자,Maja,小果然,小果然,Xiǎoguǒrán,wynaut
361,Snorunt,Schneppke,Stalgamin,Snorunt,Snorunt,ユキワラシ,Yukiwarashi,눈꼬마,Nunkkoma,雪童子,雪童子,Xuětóngzǐ,snorunt
362,Glalie,Firnontor,Oniglali,Glalie,Glalie,オニゴーリ,Onigōri,얼음귀신,Eoreumgwisin,冰鬼護,冰鬼护,Bīngguǐhù,glalie
363,Spheal,Seemops,Obalie,Spheal,Spheal,タマザラシ,Tamazarashi,대굴레오,Daegulleo,海豹球,海豹球,Hǎibàoqiú,spheal
364,Sealeo,Seejong,Phogleur,Sealeo,Sealeo,トドグラー,Todogurā,씨레오,Ssireo,海魔獅,海魔狮,Hǎimóshī,sealeo
365,Walrein,Walraisa,Kaimorse,Walrein,Walrein,トドゼルガ,Todozeruga,씨카이저,Ssikaijeo,帝牙海獅,帝牙海狮,Dìyǎhǎishī,walrein
366,Clamperl,Perlu,Coquiperl,Clamperl,Clamperl,パールル,Pāruru,진주몽,Jinjumong,珍珠貝,珍珠贝,Zhēnzhūbèi,clamperl
367,Huntail,Aalabyss,Serpang,Huntail,Huntail,ハンテール,Hantēru,헌테일,Heonteil,獵斑魚,猎斑鱼,Lièbānyú,huntail
368,Gorebyss,Saganabyss,Rosabyss,Gorebyss,Gorebyss,サクラビス,Sakurabisu,분홍장이,Bunhongjangi,櫻花魚,樱花鱼,Yīnghuāyú,gorebyss
369,Relicanth,Relicanth,Relicanth,Relicanth,Relicanth,ジーランス,Jīransu,시라칸,Sirakan,古空棘魚,古空棘鱼,Gǔkōngjíyú,relicanth
370,Luvdisc,Liebiskus,Lovdisc,Luvdisc,Luvdisc,ラブカス,Rabukasu,사랑동이,Sarangdongi,愛心魚,爱心鱼,Àixīnyú,luvdisc
371,Bagon,Kindwurm,Draby,Bagon,Bagon,タツベイ,Tatsubei,아공이,Agongi,寶貝龍,宝贝龙,Bǎobèilóng,bagon
372,Shelgon,Draschel,Drackhaus,Shelgon,Shelgon,コモルー,Komorū,쉘곤,Swelgon,甲殼龍,甲壳龙,Jiákēlóng,shelgon
373,Salamence,Brutalanda,Drattak,Salamence,Salamence,ボーマンダ,Bōmanda,보만다,Bomanda,暴飛龍,暴飞龙,Bàofēilóng,salamence
374,Beldum,Tanhel,Terhal,Beldum,Beldum,ダンバル,Danbaru,메탕,Metang,鐵啞鈴,铁哑铃,Tiéyǎlíng,beldum
375,Metang,Metang,Métang,Metang,Metang,メタング,Metangu,메탕구,Metanggu,金屬怪,金属怪,Jīnshǔguài,metang
376,Metagross,Metagross,Métalosse,Metagross,Metagross,メタグロス,Metagurosu,메타그로스,Metageuroseu,巨金怪,巨金怪,Jùjīnguài,metagross
377,Regirock,Regirock,Regirock,Regirock,Regirock,レジロック,Rejirokku,레지락,Rejirak,雷吉洛克,雷吉洛克,Léijīluòkě,regirock
378,Regice,Regice,Regice,Regice,Regice,レジアイス,Rejiaisu,레지아이스,Rejiaiseu,雷吉艾斯,雷吉艾斯,Léijī'àisī,regice
379,Registeel,Registeel,Registeel,Registeel,Registeel,レジスチル,Rejisuchiru,레지스틸,Rejiseutil,雷吉斯奇魯,雷吉斯奇鲁,Léijīsīqílù,registeel
380,Latias,Latias,Latias,Latias,Latias,ラティアス,Ratiasu,라티아스,Ratiaseu,拉帝亞斯,拉帝亚斯,Lādìyǎsī,latias
381,Latios,Latios,Latios,Latios,Latios,ラティオス,Ratiosu,라티오스,Ratioseu,拉帝歐斯,拉帝欧斯,Lādì'ōusī,latios
382,Kyogre,Kyogre,Kyogre,Kyogre,Kyogre,カイオーガ,Kaiōga,가이오가,Gaioga,蓋歐卡,盖欧卡,Gài'ōukǎ,kyogre
383,Groudon,Groudon,Groudon,Groudon,Groudon,グラードン,Gurādon,그란돈,Geurandon,固拉多,固拉多,Gūlādūo,groudon
384,Rayquaza,Rayquaza,Rayquaza,Rayquaza,Rayquaza,レックウザ,Rekkūza,레쿠쟈,Rekujya,烈空坐,烈空坐,Lièkōngzuò,rayquaza
385,Jirachi,Jirachi,Jirachi,Jirachi,Jirachi,ジラーチ,Jirāchi,지라치,Jirachi,基拉祈,基拉祈,Jīlāqí,jirachi
386,Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,デオキシス,Deokishisu,테오키스,Teokiseu,代歐奇希斯,代欧奇希斯,Dài'ōuqíxīsī,deoxys
387,Turtwig,Chelast,Tortipouss,Turtwig,Turtwig,ナエトル,Naetoru,모부기,Mobugi,草苗龜,草苗龟,Cǎomiáoguī,turtwig
388,Grotle,Chelcarain,Boskara,Grotle,Grotle,ハヤシガメ,Hayashigame,수풀부기,Supulbugi,樹林龜,树林龟,Shùlínguī,grotle
389,Torterra,Chelterrar,Torterra,Torterra,Torterra,ドダイトス,Dodaitosu,토대부기,Todaebugi,土台龜,土台龟,Tǔtáiguī,torterra
390,Chimchar,Panflam,Ouisticram,Chimchar,Chimchar,ヒコザル,Hikozaru,불꽃숭이,Bulkkotsungi,小火焰猴,小火焰猴,Xiǎohuǒyànhóu,chimchar
391,Monferno,Panpyro,Chimpenfeu,Monferno,Monferno,モウカザル,Mōkazaru,파이숭이,Paisungi,猛火猴,猛火猴,Měnghuǒhóu,monferno
392,Infernape,Panferno,Simiabraz,Infernape,Infernape,ゴウカザル,Gōkazaru,초염몽,Choyeommong,烈焰猴,烈焰猴,Lièyànhóu,infernape
393,Piplup,Plinfa,Tiplouf,Piplup,Piplup,ポッチャマ,Potchama,팽도리,Paengdori,波加曼,波加曼,Bōjiāmàn,piplup
394,Prinplup,Pliprin,Prinplouf,Prinplup,Prinplup,ポッタイシ,Pottaishi,팽태자,Paengtaeja,波皇子,波皇子,Bōwángzǐ,prinplup
395,Empoleon,Impoleon,Pingoléon,Empoleon,Empoleon,エンペルト,Enperuto,엠페르트,Empereuteu,帝王拿波,帝王拿波,Dìwángnábō,empoleon
396,Starly,Staralili,Étourmi,Starly,Starly,ムックル,Mukkuru,찌르꼬,Jjireukko,姆克兒,姆克儿,Mǔkè'ér,starly
397,Staravia,Staravia,Étourvol,Staravia,Staravia,ムクバード,Mukubādo,찌르버드,Jjireubeodeu,姆克鳥,姆克鸟,Mǔkèniǎo,staravia
398,Staraptor,Staraptor,Étouraptor,Staraptor,Staraptor,ムクホーク,Mukuhōku,찌르호크,Jjireuhokeu,姆克鷹,姆克鹰,Mǔkèyīng,staraptor
399,Bidoof,Bidiza,Keunotor,Bidoof,Bidoof,ビッパ,Bippa,비버니,Bibeoni,大牙狸,大牙狸,Dàyálí,bidoof
400,Bibarel,Bidifas,Castorno,Bibarel,Bibarel,ビーダル,Bīdaru,비버통,Bibeotong,大尾狸,大尾狸,Dàwěilí,bibarel
401,Kricketot,Zirpurze,Crikzik,Kricketot,Kricketot,コロボーシ,Korobōshi,귀뚤뚜기,Gwittulttugi,圓法師,圆法师,Yuánfǎshī,kricketot
402,Kricketune,Zirpeise,Mélokrik,Kricketune,Kricketune,コロトック,Korotokku,귀뚤톡크,Gwittultokkeu,音箱蟀,音箱蟀,Yīnxiāngshuài,kricketune
403,Shinx,Sheinux,Lixy,Shinx,Shinx,コリンク,Korinku,꼬링크,Kkoringkeu,小貓怪,小猫怪,Xiǎomāoguài,shinx
404,Luxio,Luxio,Luxio,Luxio,Luxio,ルクシオ,Rukushio,럭시오,Reoksio,勒克貓,勒克猫,Lèkèmāo,luxio
405,Luxray,Luxtra,Luxray,Luxray,Luxray,レントラー,Rentorā,렌트라,Renteura,倫琴貓,伦琴猫,Lúnqínmāo,luxray
406,Budew,Knospi,Rozbouton,Budew,Budew,スボミー,Subomī,꼬몽울,Kkomongul,含羞苞,含羞苞,Hánxiūbāo,budew
407,Roserade,Roserade,Roserade,Roserade,Roserade,ロズレイド,Rozureido,로즈레이드,Rojeureideu,羅絲雷朵,罗丝雷朵,Luósīléiduǒ,roserade
408,Cranidos,Koknodon,Kranidos,Cranidos,Cranidos,ズガイドス,Zugaidosu,두개도스,Dugaedoseu,頭蓋龍,头盖龙,Tóugàilóng,cranidos
409,Rampardos,Rameidon,Charkos,Rampardos,Rampardos,ラムパルド,Ramuparudo,램펄드,Raempeoldeu,戰槌龍,战槌龙,Zhànchuílóng,rampardos
410,Shieldon,Schilterus,Dinoclier,Shieldon,Shieldon,タテトプス,Tatetopusu,방패톱스,Bangpaetopseu,盾甲龍,盾甲龙,Dùnjiǎlóng,shieldon
411,Bastiodon,Bollterus,Bastiodon,Bastiodon,Bastiodon,トリデプス,Toridepusu,바리톱스,Baritopseu,護城龍,护城龙,Hùchénglóng,bastiodon
412,Burmy,Burmy,Cheniti,Burmy,Burmy,ミノムッチ,Minomutchi,도롱충이,Dorongchungi,結草兒,结草儿,Jiécǎo'ér,burmy
413,Wormadam,Burmadame,Cheniselle,Wormadam,Wormadam,ミノマダム,Minomadamu,도롱마담,Dorongmadam,結草貴婦,结草贵妇,Jiécǎoguìfù,wormadam
414,Mothim,Moterpel,Papilord,Mothim,Mothim,ガーメイル,Gāmeiru,나메일,Nameil,紳士蛾,绅士蛾,Shēnshì'é,mothim
415,Combee,Wadribie,Apitrini,Combee,Combee,ミツハニー,Mitsuhanī,세꿀버리,Sekkulbeori,三蜜蜂,三蜜蜂,Sānmìfēng,combee
416,Vespiquen,Honweisel,Apireine,Vespiquen,Vespiquen,ビークイン,Bīkuin,비퀸,Bikwin,蜂女王,蜂女王,Fēngnǚwáng,vespiquen
417,Pachirisu,Pachirisu,Pachirisu,Pachirisu,Pachirisu,パチリス,Pachirisu,파치리스,Pachiriseu,帕奇利茲,帕奇利兹,Pàqílìzī,pachirisu
418,Buizel,Bamelin,Mustébouée,Buizel,Buizel,ブイゼル,Buizeru,브이젤,Beuijel,泳圈鼬,泳圈鼬,Yǒngquānyòu,buizel
419,Floatzel,Bojelin,Mustéflott,Floatzel,Floatzel,フローゼル,Furōzeru,플로젤,Peullojel,浮潛鼬,浮潜鼬,Fúqiǎnyòu,floatzel
420,Cherubi,Kikugi,Ceribou,Cherubi,Cherubi,チェリンボ,Cherinbo,체리버,Cheribeo,櫻花寶,樱花宝,Yīnghuābǎo,cherubi
421,Cherrim,Kinoso,Ceriflor,Cherrim,Cherrim,チェリム,Cherimu,체리꼬,Cherikko,櫻花兒,樱花儿,Yīnghuā'ér,cherrim
422,Shellos,Schalellos,Sancoki,Shellos,Shellos,カラナクシ,Karanakushi,깝질무,Kkapjilmu,無殼海兔,无壳海兔,Wúkéhǎitù,shellos
423,Gastrodon,Gastrodon,Tritosor,Gastrodon,Gastrodon,トリトドン,Toritodon,트리토돈,Teuritodon,海兔獸,海兔兽,Hǎitùshòu,gastrodon
424,Ambipom,Ambidiffel,Capidextre,Ambipom,Ambipom,エテボース,Etebōsu,겟핸보숭,Gethaenbosung,雙尾怪手,双尾怪手,Shuāngwěiguàishǒu,ambipom
425,Drifloon,Driftlon,Baudrive,Drifloon,Drifloon,フワンテ,Fuwante,흔들풍손,Heundeulpungson,飄飄球,飘飘球,Piāopiāoqiú,drifloon
426,Drifblim,Drifzepeli,Grodrive,Drifblim,Drifblim,フワライド,Fuwaraido,둥실라이드,Dungsillaideu,隨風球,随风球,Suífēngqiú,drifblim
427,Buneary,Haspiror,Laporeille,Buneary,Buneary,ミミロル,Mimiroru,이어롤,Ieorol,捲捲耳,卷卷耳,Juǎnjuǎn'ěr,buneary
428,Lopunny,Schlapor,Lockpin,Lopunny,Lopunny,ミミロップ,Mimiroppu,이어롭,Ieorop,長耳兔,长耳兔,Cháng'ěrtù,lopunny
429,Mismagius,Traunmagil,Magirêve,Mismagius,Mismagius,ムウマージ,Mūmāji,무우마직,Muumajik,夢妖魔,梦妖魔,Mèngyāomó,mismagius
430,Honchkrow,Kramshef,Corboss,Honchkrow,Honchkrow,ドンカラス,Donkarasu,돈크로우,Donkeurou,烏鴉頭頭,乌鸦头头,Wūyātóutóu,honchkrow
431,Glameow,Charmian,Chaglam,Glameow,Glameow,ニャルマー,Nyarumā,나옹마,Naongma,魅力喵,魅力喵,Mèilìmiāo,glameow
432,Purugly,Shnurgarst,Chaffreux,Purugly,Purugly,ブニャット,Bunyatto,몬냥이,Monnyangi,東施喵,东施喵,Dōngshīmiāo,purugly
433,Chingling,Klingplim,Korillon,Chingling,Chingling,リーシャン,Rīshan,랑딸랑,Rangttallang,鈴鐺響,铃铛响,Língdāngxiǎng,chingling
434,Stunky,Skunkapuh,Moufouette,Stunky,Stunky,スカンプー,Sukanpū,스컹뿡,Seukeongppung,臭鼬噗,臭鼬噗,Chòuyòupū,stunky
435,Skuntank,Skuntank,Moufflair,Skuntank,Skuntank,スカタンク,Sukatanku,스컹탱크,Seukeongtaengkeu,坦克臭鼬,坦克臭鼬,Tǎnkèchòuyòu,skuntank
436,Bronzor,Bronzel,Archéomire,Bronzor,Bronzor,ドーミラー,Dōmirā,동미러,Dongmireo,銅鏡怪,铜镜怪,Tóngjìngguài,bronzor
437,Bronzong,Bronzong,Archéodong,Bronzong,Bronzong,ドータクン,Dōtakun,동탁군,Dongtakgun,青銅鐘,青铜钟,Qīngtóngzhōng,bronzong
438,Bonsly,Mobai,Manzaï,Bonsly,Bonsly,ウソハチ,Usohachi,꼬지지,Kkojiji,盆才怪,盆才怪,Péncáiguài,bonsly
439,Mime Jr.,Pantimimi,Mime Jr.,Mime Jr.,Mime Jr.,マネネ,Manene,흉내내,Hyungnaenae,魔尼尼,魔尼尼,Móníní,mime-jr
440,Happiny,Wonneira,Ptiravi,Happiny,Happiny,ピンプク,Pinpuku,핑복,Pingbok,小福蛋,小福蛋,Xiǎofúdàn,happiny
441,Chatot,Plaudagei,Pijako,Chatot,Chatot,ペラップ,Perappu,페라페,Perape,聒噪鳥,聒噪鸟,Guāzàoniǎo,chatot
442,Spiritomb,Kryppuk,Spiritomb,Spiritomb,Spiritomb,ミカルゲ,Mikaruge,화강돌,Hwagangdol,花岩怪,花岩怪,Huāyánguài,spiritomb
443,Gible,Kaumalat,Griknot,Gible,Gible,フカマル,Fukamaru,딥상어동,Dipsangeodong,圓陸鯊,圆陆鲨,Yuánlùshā,gible
444,Gabite,Knarksel,Carmache,Gabite,Gabite,ガバイト,Gabaito,한바이트,Hanbaiteu,尖牙陸鯊,尖牙陆鲨,Jiānyálùshā,gabite
445,Garchomp,Knakrack,Carchacrok,Garchomp,Garchomp,ガブリアス,Gaburiasu,한카리아스,Hankariaseu,烈咬陸鯊,烈咬陆鲨,Lièyǎolùshā,garchomp
446,Munchlax,Mampfaxo,Goinfrex,Munchlax,Munchlax,ゴンベ,Gonbe,먹고자,Meokgoja,小卡比獸,小卡比兽,Xiǎokǎbǐshòu,munchlax
447,Riolu,Riolu,Riolu,Riolu,Riolu,リオル,Rioru,리오르,Rioreu,利歐路,利欧路,Lì'ōulù,riolu
448,Lucario,Lucario,Lucario,Lucario,Lucario,ルカリオ,Rukario,루카리오,Rukario,路卡利歐,路卡利欧,Lùkǎlì'ōu,lucario
449,Hippopotas,Hippopotas,Hippopotas,Hippopotas,Hippopotas,ヒポポタス,Hipopotasu,히포포타스,Hipopotaseu,沙河馬,沙河马,Shāhémǎ,hippopotas
450,Hippowdon,Hippoterus,Hippodocus,Hippowdon,Hippowdon,カバルドン,Kabarudon,하마돈,Hamadon,河馬獸,河马兽,Hémǎshòu,hippowdon
451,Skorupi,Pionskora,Rapion,Skorupi,Skorupi,スコルピ,Sukorupi,스콜피,Seukolpi,鉗尾蠍,钳尾蝎,Qiánwěixiē,skorupi
452,Drapion,Piondragi,Drascore,Drapion,Drapion,ドラピオン,Dorapion,드래피온,Deuraepion,龍王蠍,龙王蝎,Lóngwángxiē,drapion
453,Croagunk,Glibunkel,Cradopaud,Croagunk,Croagunk,グレッグル,Guregguru,삐딱구리,Ppittakguri,不良蛙,不良蛙,Bùliángwā,croagunk
454,Toxicroak,Toxiquak,Coatox,Toxicroak,Toxicroak,ドクロッグ,Dokuroggu,독개굴,Dokgaegul,毒骷蛙,毒骷蛙,Dúkūwā,toxicroak
455,Carnivine,Venuflibis,Vortente,Carnivine,Carnivine,マスキッパ,Masukippa,무스틈니,Museuteumni,尖牙籠,尖牙笼,Jiānyálóng,carnivine
456,Finneon,Finneon,Écayon,Finneon,Finneon,ケイコウオ,Keiko'uo,형광어,Hyeonggwangeo,螢光魚,荧光鱼,Yíngguāngyú,finneon
457,Lumineon,Lumineon,Luminéon,Lumineon,Lumineon,ネオラント,Neoranto,네오라이트,Neoraiteu,霓虹魚,霓虹鱼,Níhóngyú,lumineon
458,Mantyke,Mantirps,Babimanta,Mantyke,Mantyke,タマンタ,Tamanta,타만타,Tamanta,小球飛魚,小球飞鱼,Xiǎoqiúfēiyú,mantyke
459,Snover,Shnebedeck,Blizzi,Snover,Snover,ユキカブリ,Yukikaburi,눈쓰개,Nunsseugae,雪笠怪,雪笠怪,Xuělìguài,snover
460,Abomasnow,Rexblisar,Blizzaroi,Abomasnow,Abomasnow,ユキノオー,Yukinoō,눈설왕,Nunseorwang,暴雪王,暴雪王,Bàoxuěwáng,abomasnow
461,Weavile,Snibunna,Dimoret,Weavile,Weavile,マニューラ,Manyūra,포푸니라,Popunira,瑪狃拉,玛狃拉,Mǎniǔlā,weavile
462,Magnezone,Magnezone,Magnézone,Magnezone,Magnezone,ジバコイル,Jibakoiru,자포코일,Japokoil,自爆磁怪,自爆磁怪,Zìbàocíguài,magnezone
463,Lickilicky,Schlurplek,Coudlangue,Lickilicky,Lickilicky,ベロベルト,Beroberuto,내룸벨트,Naerumbelteu,大舌舔,大舌舔,Dàshétiǎn,lickilicky
464,Rhyperior,Rihornior,Rhinastoc,Rhyperior,Rhyperior,ドサイドン,Dosaidon,거대코뿌리,Geodaekoppuri,超甲狂犀,超甲狂犀,Chāojiǎkuángxī,rhyperior
465,Tangrowth,Tangoloss,Bouldeneu,Tangrowth,Tangrowth,モジャンボ,Mojanbo,덩쿠림보,Deongkurimbo,巨蔓藤,巨蔓藤,Jùmànténg,tangrowth
466,Electivire,Elevoltek,Élekable,Electivire,Electivire,エレキブル,Erekiburu,에레키블,Erekibeul,電擊魔獸,电击魔兽,Diànjímóshòu,electivire
467,Magmortar,Magbrant,Maganon,Magmortar,Magmortar,ブーバーン,Būbān,마그마번,Mageumabeon,鴨嘴炎獸,鸭嘴炎兽,Yāzuǐyánshòu,magmortar
468,Togekiss,Togekiss,Togekiss,Togekiss,Togekiss,トゲキッス,Togekissu,토게키스,Togekiseu,波克基斯,波克基斯,Bōkèjīsī,togekiss
469,Yanmega,Yanmega,Yanméga,Yanmega,Yanmega,メガヤンマ,Megayanma,메가자리,Megajari,遠古巨蜓,远古巨蜓,Yuǎngǔjùtíng,yanmega
470,Leafeon,Folipurba,Phyllali,Leafeon,Leafeon,リーフィア,Rīfia,리피아,Ripia,葉伊布,叶伊布,Yèyībù,leafeon
471,Glaceon,Glaziola,Givrali,Glaceon,Glaceon,グレイシア,Gureishia,글레이시아,Geulleisia,冰伊布,冰伊布,Bīngyībù,glaceon
472,Gliscor,Skorgro,Scorvol,Gliscor,Gliscor,グライオン,Guraion,글라이온,Geullaion,天蠍王,天蝎王,Tiānxiēwáng,gliscor
473,Mamoswine,Mamutel,Mammochon,Mamoswine,Mamoswine,マンムー,Manmū,맘모꾸리,Mammokkuri,象牙豬,象牙猪,Xiàngyázhū,mamoswine
474,Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,ポリゴンＺ,Porigon Zetto,폴리곤Z,Polligonjeteu,多邊獸Ｚ,多边兽乙型,Duōbiānshòu-Z,porygon-z
475,Gallade,Galagladi,Gallame,Gallade,Gallade,エルレイド,Erureido,엘레이드,Elleideu,艾路雷朵,艾路雷朵,Àilùléiduǒ,gallade
476,Probopass,Voluminas,Tarinorme,Probopass,Probopass,ダイノーズ,Dainōzu,대코파스,Daekopaseu,大朝北鼻,大朝北鼻,Dàcháoběibí,probopass
477,Dusknoir,Zwirrfinst,Noctunoir,Dusknoir,Dusknoir,ヨノワール,Yonowāru,야느와르몽,Yaneuwareumong,黑夜魔靈,黑夜魔灵,Hēiyèmólíng,dusknoir
478,Froslass,Frosdedje,Momartik,Froslass,Froslass,ユキメノコ,Yukimenoko,눈여아,Nunnyeoa,雪妖女,雪妖女,Xuěyāonǚ,froslass
479,Rotom,Rotom,Motisma,Rotom,Rotom,ロトム,Rotomu,로토무,Rotomu,洛托姆,洛托姆,Luòtuōmǔ,rotom
480,Uxie,Selfe,Créhelf,Uxie,Uxie,ユクシー,Yukushī,유크시,Yukeusi,由克希,由克希,Yóukèxī,uxie
481,Mesprit,Vesprit,Créfollet,Mesprit,Mesprit,エムリット,Emuritto,엠라이트,Emnaiteu,艾姆利多,艾姆利多,Àimǔlìduō,mesprit
482,Azelf,Tobutz,Créfadet,Azelf,Azelf,アグノム,Agunomu,아그놈,Ageunom,亞克諾姆,亚克诺姆,Yǎkènuòmǔ,azelf
483,Dialga,Dialga,Dialga,Dialga,Dialga,ディアルガ,Diaruga,디아루가,Diaruga,帝牙盧卡,帝牙卢卡,Dìyálúkǎ,dialga
484,Palkia,Palkia,Palkia,Palkia,Palkia,パルキア,Parukia,펄기아,Peolgia,帕路奇亞,帕路奇亚,Pàlùqíyǎ,palkia
485,Heatran,Heatran,Heatran,Heatran,Heatran,ヒードラン,Hīdoran,히드런,Hideureon,席多藍恩,席多蓝恩,Xíduōlán'ēn,heatran
486,Regigigas,Regigigas,Regigigas,Regigigas,Regigigas,レジギガス,Rejigigasu,레지기가스,Rejigigaseu,雷吉奇卡斯,雷吉奇卡斯,Léijíqíkǎsī,regigigas
487,Giratina,Giratina,Giratina,Giratina,Giratina,ギラティナ,Giratina,기라티나,Giratina,騎拉帝納,骑拉帝纳,Qílādìnà,giratina
488,Cresselia,Cresselia,Cresselia,Cresselia,Cresselia,クレセリア,Kureseria,크레세리아,Keureseria,克雷色利亞,克雷色利亚,Kèléisèlìyǎ,cresselia
489,Phione,Phione,Phione,Phione,Phione,フィオネ,Fione,피오네,Pione,霏歐納,霏欧纳,Fēi'ōunà,phione
490,Manaphy,Manaphy,Manaphy,Manaphy,Manaphy,マナフィ,Manafi,마나피,Manapi,瑪納霏,玛纳霏,Mǎnàfēi,manaphy
491,Darkrai,Darkrai,Darkrai,Darkrai,Darkrai,ダークライ,Dākurai,다크라이,Dakeurai,達克萊伊,达克莱伊,Dákèláiyī,darkrai
492,Shaymin,Shaymin,Shaymin,Shaymin,Shaymin,シェイミ,Sheimi,쉐이미,Sweimi,謝米,谢米,Xièmǐ,shaymin
493,Arceus,Arceus,Arceus,Arceus,Arceus,アルセウス,Aruseusu,아르세우스,Areuseuseu,阿爾宙斯,阿尔宙斯,Ā'ěrzhòusī,arceus
494,Victini,Victini,Victini,Victini,Victini,ビクティニ,Bikutini,비크티니,Bikeutini,比克提尼,比克提尼,Bǐkètíní,victini
495,Snivy,Serpifeu,Vipélierre,Snivy,Snivy,ツタージャ,Tsutāja,주리비얀,Juribiyan,藤藤蛇,藤藤蛇,Téngténgshé,snivy
496,Servine,Efoserp,Lianaja,Servine,Servine,ジャノビー,Janobī,샤비,Syabi,青藤蛇,青藤蛇,Qīngténgshé,servine
497,Serperior,Serpiroyal,Majaspic,Serperior,Serperior,ジャローダ,Jarōda,샤로다,Syaroda,君主蛇,君主蛇,Jūnzhǔshé,serperior
498,Tepig,Floink,Gruikui,Tepig,Tepig,ポカブ,Pokabu,뚜꾸리,Ttukkuri,暖暖豬,暖暖猪,Nuǎnnuǎnzhū,tepig
499,Pignite,Ferkokel,Grotichon,Pignite,Pignite,チャオブー,Chaobū,챠오꿀,Chyaokkul,炒炒豬,炒炒猪,Chǎochǎozhū,pignite
