id,identifier,name,generation_id,type_id,power,pp,accuracy,priority,move_target_id,damage_category_id,contest_type_id,contest_effect_id,super_contest_effect_id,name_jp,name_jp_romanized,name_fr,name_ger,name_it,name_es,name_kr,name_kr_romanized,name_cn,name_cn_romanized
537,steamroller,Steamroller,5,7,65,20,100,0,1,1,,,,ハードローラー,Hādo Rorā,Bulldoboule,Quetschwalze,Rulloduro,Rodillo de Púas,하드롤러,Hard Roller,瘋狂滾壓 / 疯狂滚压,Fēngkuáng Gǔnyā / Fūngkòhng Gwán'aat
538,cotton-guard,Cotton Guard,5,12,,10,,0,4,3,,,,コットンガード,Cotton Gādo,Cotogarde,Watteschild,Cotonscudo,Rizo Algodón,코튼가드,Cotton Guard,棉花防守,Miánhuā Fángshǒu / Mìhnfā Fòhngsáu
539,night-daze,Night Daze,5,17,85,10,95,0,1,2,,,,ナイトバースト,Naito Bāsuto,Explonuit,Nachtflut,Urtoscuro,Pulso Noche,나이트버스트,Night Burst,暗黑爆破,Ànhēi Bàopò / Amhāk Baaupo
540,psystrike,Psystrike,5,14,100,10,100,0,1,2,,,,サイコブレイク,Saiko Bureiku,Frappe Psy,Psychostoß,Psicobotta,Onda Mental,사이코브레이크,Psycho Break,精神擊破 / 精神击破,Jīngshén Jípò / Jīngsàhn Gīkpo
541,tail-slap,Tail Slap,5,1,25,10,85,0,1,1,,,,スイープビンタ,Suīpu Binta,Plumo-Queue,Kehrschelle,Spazzasberla,Plumerazo,스위프뺨치기,Sweep Ppyamchigi,掃尾拍打 / 扫尾拍打,Sǎoyǐ Pāidǎ/Sǎowěi Pāidǎ / Souméih Paakdá
542,hurricane,Hurricane,5,3,110,10,70,0,2,2,,,,ぼうふう,Bōfū,Vent Violent,Orkan,Tifone,Vendaval,폭풍,Pokpung,暴風 / 暴风,Bàofēng / Bouhfūng
543,head-charge,Head Charge,5,1,120,15,100,0,1,1,,,,アフロブレイク,Afuro Bureiku,Peignée,Steinschädel,Ricciolata,Ariete,아프로브레이크,Afro Break,爆炸頭突擊 / 爆炸头突击,Bàozhàtóu Tūjī / Baaujatàuh Dahtgīk
544,gear-grind,Gear Grind,5,9,50,15,85,0,1,1,,,,ギアソーサー,Gia Sōsā,Lancécrou,Klikkdiskus,Ingracolpo,Rueda Doble,기어소서,Gear Saucer,齒輪飛盤 / 齿轮飞盘,Chǐlún Fēipán / Chílèuhn Fēipùhn
545,searing-shot,Searing Shot,5,10,100,5,100,0,11,2,,,,かえんだん,Kaendan,Incendie,Flammenball,Sparafuoco,Bomba Ígnea,화염탄,Hwayeomtan,火焰彈 / 火焰弹,Huǒyàn Dàn / Fóyihm Daahn
546,techno-blast,Techno Blast,5,1,120,5,100,0,1,2,,,,テクノバスター,Tekuno Basutā,Techno-Buster,Techblaster,Tecnobotto,Tecno Shock,테크노버스터,Techno Buster,高科技光炮,Gāokējì Guāngpào / Gōufōgeih Gwōngpaau
547,relic-song,Relic Song,5,1,75,10,100,0,10,2,,,,いにしえのうた,Inishie no Uta,Chant Antique,Urgesang,Cantoantico,Canto Arcaico,옛노래,Yennorae,古老之歌,Gǔlǎo-zhī Gē / Gúlóuh-jī Gō
548,secret-sword,Secret Sword,5,2,85,10,100,0,1,2,,,,しんぴのつるぎ,Shinpi no Tsurugi,Lame Ouinte,Mystoschwert,Spadamistica,Sable Místico,신비의칼,Sinbi-yi Kal,神秘之劍 / 神秘之剑,Shénmì-zhī Jiàn / Sàhnbei-jī Gim
549,glaciate,Glaciate,5,15,65,10,95,0,10,2,,,,こごえるせかい,Kogoeru Sekai,Ère Glaciaire,Eiszeit,Gelamondo,Mundo Gélido,얼다세계,Eolda-segye,冰封世界,Bīngfēng Shìjiè / Bīngfūng Saigaai
550,bolt-strike,Bolt Strike,5,13,130,5,85,0,1,1,,,,らいげき,Raigeki,Charge Foudre,Blitzschlag,Lucesiluro,Ataque Fulgor,뇌격,Nyaegyuk,雷擊 / 雷击,Léijí / Lèuihgīk
551,blue-flare,Blue Flare,5,10,130,5,85,0,1,2,,,,あおいほのお,Aoi Honō,Flamme Bleue,Blauflammen,Fuocoblu,Llama Azul,푸른불꽃,Pureun Bulkkot,青焰,Qīngyàn / Chīngyihm
552,fiery-dance,Fiery Dance,5,10,80,10,100,0,1,2,,,,ほのおのまい,Honō no Mai,Danse du Feu,Feuerreigen,Voldifuoco,Danza Llama,불꽃춤,Bulkkotchum,火之舞,Huǒ-zhī Wǔ / Fó-jī Móuh
553,freeze-shock,Freeze Shock,5,15,140,5,90,0,1,1,,,,フリーズボルト,Furīzu Boruto,Éclair Gelé,Frostvolt,Elettrogelo,Rayo Gélido,프리즈볼트,Freeze Volt,冰凍伏特 / 冰冻伏特,Bīngdòng Fútè / Bīngdung Fuhkdahk
554,ice-burn,Ice Burn,5,15,140,5,90,0,1,2,,,,コールドフレア,Kōrudo Furea,Feu Glacé,Frosthauch,Vampagelida,Llama Gélida,콜드플레어,Cold Flare,極寒冷焰 / 极寒冷焰,Jíhán Lěngyàn / Gihkhòhn Láahngyihm
555,snarl,Snarl,5,17,55,15,95,0,10,2,,,,バークアウト,Bāku Auto,Aboiement,Standpauke,Urlorabbia,Alarido,바크아웃,Bark Out,大聲咆哮 / 大声咆哮,Dàshēng Páoxiāo / Daaihsēng Pàauhhāau
556,icicle-crash,Icicle Crash,5,15,85,10,90,0,1,1,,,,つららおとし,Tsurara Otoshi,Chute Glace,Eiszapfhagel,Scagliagelo,Chuzos,고드름떨구기,Godureum Tteolgugi,冰柱墜擊 / 冰柱坠击,Bīngzhù Zhuìjī / Bīngchyúh Jeuihgīk
557,v-create,V-create,5,10,180,5,95,0,1,1,,,,Ｖジェネレート,V Jenerēto,Coup Victoire,V-Generator,Generatore V,V de Fuego,V제너레이트,V Generate,Ｖ熱焰 / Ｖ热焰,V Rèyàn / V Yihtyihm
558,fusion-flare,Fusion Flare,5,10,100,5,100,0,1,2,,,,クロスフレイム,Kurosu Fureimu,Flamme Croix,Kreuzflamme,Incrofiamma,Llama Fusión,크로스플레임,Cross Flame,交錯火焰 / 交错火焰,Jiāocuò Huǒyàn / Gāauchok Fóyihm
559,fusion-bolt,Fusion Bolt,5,13,100,5,100,0,1,1,,,,クロスサンダー,Kurosu Sandā,Éclair Croix,Kreuzdonner,Incrotuono,Rayo Fusión,크로스썬더,Cross Thunder,交錯閃電 / 交错闪电,Jiāocuò Shǎndiàn / Gāauchok Símdihn
560,flying-press,Flying Press,6,2,100,10,95,0,2,1,,,,フライングプレス,Furaingu Puresu,Flying Press,Flying Press,Schiacciatuffo,Plancha Voladora,플라잉프레스,Flying Press,飛身重壓 / 飞身重压,Fēishēn Zhòngyā / Fēisān Chúhng'aat
561,mat-block,Mat Block,6,2,,10,,0,15,3,,,,たたみがえし,Tatami-gaeshi,Tatamigaeshi,Tatami-Schild,Ribaltappeto,Escudo Tatami,마룻바닥세워막기,Marutbadaksewomaggi,掀榻榻米,Xiān Tàtàmǐ / Hīn Taaptaapmáih
562,belch,Belch,6,4,120,10,90,0,1,2,,,,ゲップ,Geppu,Éructation,Rülpser,Rutto,Eructo,트림,Teurim,打嗝,Dǎgé / Dágaak
563,rototiller,Rototiller,6,5,,10,,0,12,3,,,,たがやす,Tagayasu,Fertilisation,Pflüger,Aracampo,Fertilizante,일구기,Ilgugi,耕地,Gēngdì / Gāangdeih
564,sticky-web,Sticky Web,6,7,,20,,0,14,3,,,,ねばねばネット,Nebaneba Net,Toile Gluante,Klebenetz,Rete Vischiosa,Red Viscosa,끈적끈적네트,Kkeunjeok-kkeunjeok Net,黏黏網 / 黏黏网,Niánnián Wǎng / Nīmnīm Móhng
565,fell-stinger,Fell Stinger,6,7,50,25,100,0,1,1,,,,とどめばり,Todome-bari,Dard Mortel,Stachelfinale,Pungiglione,Aguijón Letal,마지막일침,Majimak'il-chim,致命針刺 / 致命针刺,Zhìmìng Zhēncì / Jimihng Jāmchi
566,phantom-force,Phantom Force,6,8,90,10,100,0,1,1,,,,ゴーストダイブ,Gōsuto Daibu,Hantise,Phantomkraft,Spettrotuffo,Golpe Fantasma,고스트다이브,Ghost Dive,潛靈奇襲 / 潜灵奇袭,Qiánlíng Qíxí / Chìhmlīng Kèijaahp
567,trick-or-treat,Trick-or-Treat,6,8,,20,100,0,1,3,,,,ハロウィン,Harouin,Halloween,Halloween,Halloween,Halloween,핼러윈,Halloween,萬聖夜 / 万圣夜,Wànshèngyè / Maahnsingyeh
568,noble-roar,Noble Roar,6,1,,30,100,0,1,3,,,,おたけび,Otakebi,Râle Mâle,Kampfgebrüll,Urlo,Rugido de Guerra,부르짖기,Bureujijgi,戰吼 / 战吼,Zhànhǒu / Jinháu
569,ion-deluge,Ion Deluge,6,13,,25,,1,13,3,,,,プラズマシャワー,Purazuma Shawā,Déluge Plasmique,Plasmaschauer,Pioggiaplasma,Cortina Plasma,플라스마샤워,Plasma Shower,等離子浴 / 等离子浴,Děnglízǐ Yù / Dánglèihjí Yuhk
570,parabolic-charge,Parabolic Charge,6,13,65,20,100,0,11,2,,,,パラボラチャージ,Parabora Chāji,Parabocharge,Parabolladung,Caricaparabola,Carga Parábola,파라볼라차지,Parabola Charge,拋物面充電 / 抛物面充电,Pāowùmiàn Chōngdiàn / Pāaumahtmihn Chūngdihn
571,forests-curse,Forest’s Curse,6,12,,20,100,0,1,3,,,,もりののろい,Mori no Noroi,Maléfice Sylvain,Waldesfluch,Boscomalocchio,Condena Silvana,숲의저주,Sup-yi Jeoju,森林詛咒 / 森林诅咒,Sēnlín Zǔzhòu / Sāmlàhm Jojau
572,petal-blizzard,Petal Blizzard,6,12,90,15,100,0,11,1,,,,はなふぶき,Hana Fubuki,Tempête Florale,Blütenwirbel,Fiortempesta,Tormenta Floral,꽃보라,Kkotbora,落英繽紛 / 落英缤纷,Luòyīng Bīnfēn / Lohkyīng Bānfān
573,freeze-dry,Freeze-Dry,6,15,70,20,100,0,1,2,,,,フリーズドライ,Furīzu Dorai,Lyophilisation,Gefriertrockner,Liofilizzazione,Liofilización,프리즈드라이,Freeze Dry,冷凍乾燥 / 冷冻干燥,Lěngdòng Gānzào / Láahngdung Gōnchou
574,disarming-voice,Disarming Voice,6,18,40,15,,0,10,2,,,,チャームボイス,Chāmu Boisu,Voix Enjôleuse,Säuselstimme,Incantavoce,Voz Cautivadora,차밍보이스,Charming Voice,魅惑之聲 / 魅惑之声,Mèihuò-zhī Shēng / Meihwaahk-jī Sīng
575,parting-shot,Parting Shot,6,17,,20,100,0,1,3,,,,すてゼリフ,Sute Zerifu,Dernier Mot,Abgangstirade,Monito,Última Palabra,막말내뱉기,Makmal'naebaetgi,拋下狠話 / 抛下狠话,Pāoxià Hěnhuà / Pāauháh Hánwah
576,topsy-turvy,Topsy-Turvy,6,17,,20,,0,1,3,,,,ひっくりかえす,Hikkurikaesu,Renversement,Invertigo,Sottosopra,Reversión,뒤집어엎기,Dwijib'eoeopgi,顛倒 / 颠倒,Diāndǎo / Dīndóu
577,draining-kiss,Draining Kiss,6,18,50,10,100,0,1,2,,,,ドレインキッス,Dorein Kissu,Vampibaiser,Diebeskuss,Assorbibacio,Beso Drenaje,드레인키스,Drain Kiss,吸取之吻,Xīqǔ-zhī Wěn / Kāpchéui-jī Máhn
578,crafty-shield,Crafty Shield,6,18,,10,,3,15,3,,,,トリックガード,Torikku Gādo,Vigilance,Trickschutz,Truccodifesa,Truco Defensa,트릭가드,Trick Guard,戲法防守 / 戏法防守,Xìfǎ Fángshǒu / Heifaat Fòhngsáu
579,flower-shield,Flower Shield,6,18,,10,,0,12,3,,,,フラワーガード,Furawā Gādo,Garde Florale,Floraschutz,Fiordifesa,Defensa Floral,플라워가드,Flower Guard,鮮花防守 / 鲜花防守,Xiānhuā Fángshǒu / Sīnfā Fòhngsáu
580,grassy-terrain,Grassy Terrain,6,12,,10,,0,13,3,,,,グラスフィールド,Gurasu Fīrudo,Champ Herbu,Grasfeld,Campo Erboso,Campo de Hierba,그래스필드,Grass Field,青草場地 / 青草场地,Qīngcǎo Chǎngdì / Chēngchóu Chèuhngdeih
581,misty-terrain,Misty Terrain,6,18,,10,,0,13,3,,,,ミストフィールド,Misuto Fīrudo,Champ Brumeux,Nebelfeld,Campo Nebbioso,Campo de Niebla,미스트필드,Mist Field,薄霧場地 / 薄雾场地,Bówù Chǎngdì / Bohkmouh Chèuhngdeih
582,electrify,Electrify,6,13,,20,,0,1,3,,,,そうでん,Sōden,Électrisation,Elektrifizierung,Elettrocontagio,Electrificación,송전,Songjeon,輸電 / 输电,Shūdiàn / Syūdihn
583,play-rough,Play Rough,6,18,90,10,90,0,1,1,,,,じゃれつく,Jaretsuku,Câlinerie,Knuddler,Carineria,Carantoña,치근거리기,Chigeungeorigi,嬉鬧 / 嬉闹,Xīnào / Hēinaauh
584,fairy-wind,Fairy Wind,6,18,40,30,100,0,1,2,,,,ようせいのかぜ,Yōsei no Kaze,Vent Féérique,Feenbrise,Vento di Fata,Viento Feérico,요정의바람,Yojeong-yi Baram,妖精之風 / 妖精之风,Yāojing-zhī Fēng / Yīujīng-jī Fūng
585,moonblast,Moonblast,6,18,95,15,100,0,1,2,,,,ムーンフォース,Mūn Fōsu,Pouvoir Lunaire,Mondgewalt,Forza Lunare,Fuerza Lunar,문포스,Moon Force,月亮之力,Yuèliàng-zhī Lì / Yuhtleuhng-jī Lihk
586,boomburst,Boomburst,6,1,140,10,100,0,11,2,,,,ばくおんぱ,Bakuonpa,Bang Sonique,Überschallknall,Ondaboato,Estruendo,폭음파,Pok'eumpa,爆音波,Bàoyīnbō / Baauyāmbō
587,fairy-lock,Fairy Lock,6,18,,10,,0,13,3,,,,フェアリーロック,Fearī Rokku,Verrou Enchanté,Feenschloss,Blocco Fatato,Cerrojo Feérico,페어리록,Fairy Lock,妖精之鎖 / 妖精之锁,Yāojing-zhī Suǒ / Yīujīng-jī Só
588,kings-shield,King's Shield,6,9,,10,,4,4,3,,,,キングシールド,Kingu Shīrudo,Bouclier Royal,Königsschild,Scudo Reale,Escudo Real,킹실드,King Shield,王者盾牌,Wángzhě Dùnpái / Wòhngjé Téuhnpàaih
589,play-nice,Play Nice,6,1,,20,,0,1,3,,,,なかよくする,Nakayoku-suru,Camaraderie,Kameradschaft,Simpatia,Camaradería,친해지기,Chinhaejigi,和睦相處 / 和睦相处,Hémù Xiāngchǔ / Wòhmuhk Sēungchyu
590,confide,Confide,6,1,,20,,0,1,3,,,,ないしょばなし,Naisho-banashi,Confidence,Vertrauenssache,Confidenza,Confidencia,비밀이야기,Bimil'iyagi,密語 / 密语,Mìyǔ / Mahtyúh
591,diamond-storm,Diamond Storm,6,6,100,5,95,0,10,1,,,,ダイヤストーム,Daiya Sutōmu,Orage Adamantin,Diamantsturm,Diamantempesta,Torm. Diamantes,다이아스톰,Dia Storm,鑽石風暴 / 钻石风暴,Zuànshí Fēngbào / Jyunsehk Fūngbouh
592,steam-eruption,Steam Eruption,6,11,110,5,95,0,1,2,,,,スチームバースト,Suchīmu Bāsuto,Jet de Vapeur,Dampfschwall,Vaporscoppio,Chorro de Vapor,스팀버스트,Steam Burst,蒸汽爆炸,Zhēngqì Bàozhà / Jīnghei Baauja
593,hyperspace-hole,Hyperspace Hole,6,14,80,5,,0,1,2,,,,いじげんホール,Ijigen Hole,TrouDimensionnel,Dimensionsloch,Forodimensionale,Paso Dimensional,다른차원홀,Daleunchawon Hole,異次元洞 / 异次元洞,Yìcìyuán Dòng / Yihchiyùhn Duhng
594,water-shuriken,Water Shuriken,6,11,15,20,100,1,1,2,,,,みずしゅりけん,Mizu Shuriken,Sheauriken,Wasser-Shuriken,Acqualame,Shuriken de Agua,물수리검,Mul Surigeom,飛水手裡劍 / 飞水手里剑,Fēi Shuǐ Shǒulǐjiàn / Fēi Séui Sáuléuihgim
595,mystical-fire,Mystical Fire,6,10,75,10,100,0,1,2,,,,マジカルフレイム,Majikaru Fureimu,Feu Ensorcelé,Magieflamme,Magifiamma,Llama Embrujada,매지컬플레임,Magical Flame,魔法火焰,Mófǎ Huǒyàn / Mōfaat Fóyihm
596,spiky-shield,Spiky Shield,6,12,,10,,4,4,3,,,,ニードルガード,Nīdoru Gādo,Pico-Défense,Schutzstacheln,Agodifesa,Barrera Espinosa,니들가드,Needle Guard,尖刺防守,Jiāncì Fángshǒu / Jīmchi Fòhngsáu
597,aromatic-mist,Aromatic Mist,6,18,,20,,0,5,3,,,,アロマミスト,Aroma Misuto,Brume Capiteuse,Duftwolke,Nebularoma,Niebla Aromática,아로마미스트,Aroma Mist,芳香薄霧 / 芳香薄雾,Fāngxiāng Bòwù / Fōnghēung Bohkmouh
598,eerie-impulse,Eerie Impulse,6,13,,15,100,0,1,3,,,,かいでんぱ,Kaidenpa,Ondes Étranges,Mystowellen,Elettromistero,Onda Anómala,괴전파,Goejeonpa,怪異電波 / 怪异电波,Guàiyì Diànbō / Gwaaiyih Dihnbō
599,venom-drench,Venom Drench,6,4,,20,100,0,10,3,,,,ベノムトラップ,Benomu Torappu,Piège de Venin,Giftfalle,Velenotrappola,Trampa Venenosa,베놈트랩,Venom Trap,毒液陷阱,Dúyì Xiànjǐng / Dúyè Xiànjǐng / Duhkyihk Hahmjehng
600,powder,Powder,6,7,,20,100,1,1,3,,,,ふんじん,Funjin,Nuée de Poudre,Pulverschleuder,Pulviscoppio,Polvo Explosivo,분진,Bunjin,粉塵 / 粉尘,Fěnchén / Fánchàhn
601,geomancy,Geomancy,6,18,,10,,0,4,3,,,,ジオコントロール,Jiokontorōru,Géo-Contrôle,Geokontrolle,Geocontrollo,Geocontrol,지오컨트롤,Geocontrol,大地掌控,Dàdì Zhǎngkòng / Daaihdeih Jéunghung
602,magnetic-flux,Magnetic Flux,6,13,,20,,0,7,3,,,,じばそうさ,Jiba Sōsa,Magné-Contrôle,Magnetregler,Controllo Polare,Aura Magnética,자기장조작,Jagijang Jojak,磁場操控 / 磁场操控,Cíchǎng Cāokòng / Chìhchèuhng Chōuhung
603,happy-hour,Happy Hour,6,1,,30,,0,15,3,,,,ハッピータイム,Happī Taimu,Étrennes,Goldene Zeiten,Cuccagna,Paga Extra,해피타임,Happy Time,歡樂時光 / 欢乐时光,Huānlè Shíguāng / Fūnlohk Sìhgwōng
604,electric-terrain,Electric Terrain,6,13,,10,,0,13,3,,,,エレキフィールド,Ereki Fīrudo,Champ Électrifié,Elektrofeld,Campo Elettrico,Campo Eléctrico,일렉트릭필드,Electric Field,電氣場地 / 电气场地,Diànqì Chǎngdì / Dihnhei Chèuhngdeih
605,dazzling-gleam,Dazzling Gleam,6,18,80,10,100,0,10,2,,,,マジカルシャイン,Majikaru Shain,Éclat Magique,Zauberschein,Magibrillio,Brillo Mágico,매지컬샤인,Magical Shine,魔法閃耀 / 魔法闪耀,Mófǎ Shǎnyào / Mōfaat Símyiuh
606,celebrate,Celebrate,6,1,,40,,0,4,3,,,,おいわい,Oiwai,Célébration,Ehrentag,Auguri,Celebración,축하,Chukha,慶祝 / 庆祝,Qìngzhù / Hingjūk
607,hold-hands,Hold Hands,6,1,,40,,0,5,3,,,,てをつなぐ,Te o Tsunagu,Mains Jointes,Händchenhalten,Mano nella Mano,Manos Juntas,손에손잡기,Son-e-son Japgi,牽手 / 牵手,Qiānshǒu / Hīnsáu
608,baby-doll-eyes,Baby-Doll Eyes,6,18,,30,100,1,1,3,,,,つぶらなひとみ,Tsuburana Hitomi,Regard Touchant,Kulleraugen,Occhioni Teneri,Ojitos Tiernos,초롱초롱눈동자,Chorongchorong Nundongja,圓瞳 / 圆瞳,Yuántóng / Yùhntùhng
609,nuzzle,Nuzzle,6,13,20,20,100,0,1,1,,,,ほっぺすりすり,Hoppe Suri Suri,Frotte-Frimousse,Wangenrubbler,Elettrococcola,Moflete Estático,볼부비부비,Bolbubibubi,蹭蹭臉頰 / 蹭蹭脸颊,Cèngcèng Liǎnjiá / Cangcang Lihmgaap
610,hold-back,Hold Back,6,1,40,40,100,0,1,1,,,,てかげん,Tekagen,Retenue,Zurückhaltung,Riguardo,Clemencia,적당히손봐주기,Jeokdanghisonbwajugi,手下留情,Shǒuxià Liúqíng / Sáuhah Làuhchìhng
611,infestation,Infestation,6,7,20,20,100,0,1,2,,,,まとわりつく,Matowaritsuku,Harcèlement,Plage,Assillo,Acoso,엉겨붙기,Eonggyeobutgi,死纏爛打 / 死缠烂打,Sǐchánlàndǎ / Séichìhnlaahndá
612,power-up-punch,Power-Up Punch,6,2,40,20,100,0,1,1,,,,グロウパンチ,Gurō Panchi,Poing Boost,Steigerungshieb,Crescipugno,Puño Incremento,그로우펀치,Glow Punch,增強拳 / 增强拳,Zēngqiáng Quán / Jāngkèuhng Kyùhn
613,oblivion-wing,Oblivion Wing,6,3,80,10,100,0,2,2,,,,デスウイング,Desu Uingu,Mort'Ailes,Unheilsschwingen,Ali del Fato,Ala Mortífera,데스윙,Death Wing,死亡之翼,Sǐwáng-zhī Yì / Séimòhng-jī Yihk
614,thousand-arrows,Thousand Arrows,6,5,90,10,100,0,10,1,,,,サウザンアロー,Sauzando Arō,Myria-Flèches,Tausend Pfeile,Mille Frecce,Mil Flechas,사우전드애로,Thousand Arrow,千箭齊發 / 千箭齐发,Qiānjiàn Qífā / Chīnjin Chàihfaat
615,thousand-waves,Thousand Waves,6,5,90,10,100,0,10,1,,,,サウザンウェーブ,Sauzando Uēbu,Myria-Vagues,Tausend Wellen,Mille Onde,Mil Temblores,사우전드웨이브,Thousand Wave,千波激盪 / 千波激荡,Qiānbō Jīdàng / Chīnbō Gīkdohng
616,lands-wrath,Land's Wrath,6,5,90,10,100,0,10,1,,,,グランドフォース,Gurando Fōsu,Force Chtonienne,Bodengewalt,Forza Tellurica,Fuerza Telúrica,그라운드포스,Ground Force,大地神力,Dàdì Shénlì / Daaihdeih Sàhnlihk
617,light-of-ruin,Light of Ruin,6,18,140,5,90,0,1,2,,,,はめつのひかり,Hametsu no Hikari,Lumière du Néant,Lux Calamitatis,Luce Nefasta,Luz Aniquiladora,파멸의빛,Pamyeol'uibich,破滅之光 / 破灭之光,Pòmiè-zhī Guāng / Pomiht-jī Gwōng
618,origin-pulse,Origin Pulse,6,11,110,10,85,0,10,2,,,,こんげんのはどう,Kongen no Hadō,Onde Originelle,Ursprungswoge,Primopulsar,Pulso Primigenio,근원의파동,Geun'won-ui Padong,根源波動 / 根源波动,Gēnyuán Bōdòng / Gānyùhn Bōduhng
619,precipice-blades,Precipice Blades,6,5,120,10,85,0,10,1,,,,だんがいのつるぎ,Dangai no Tsurugi,Lame Pangéenne,Abgrundsklinge,Spade Telluriche,Filo del Abismo,단애의칼,Dan'ae-ui Kal,斷崖之劍 / 断崖之剑,Duànyái-zhī Jiàn / Duànyá-zhī Jiàn / Dyuhnngàaih-jī Gim
620,dragon-ascent,Dragon Ascent,6,3,120,5,100,0,2,1,,,,ガリョウテンセイ,Garyō Tensei,Draco-Ascension,Zenitstürmer,Ascesa del Drago,Ascenso Draco,화룡점정,Hwaryong Jeomjeong,畫龍點睛 / 画龙点睛,Huàlóngdiǎnjīng / Waahklùhngdímjīng
621,hyperspace-fury,Hyperspace Fury,6,17,100,5,,0,1,1,,,,いじげんラッシュ,Ijigen Rasshu,Furie Dimension,Dimensionswahn,Urtodimensionale,Cerco Dimensión,다른차원러시,Daleunchawon Rush,異次元猛攻 / 异次元猛攻,Yìcìyuán Měnggōng / Yihchiyùhn Máahnggūng
622,breakneck-blitz,Breakneck Blitz,7,1,,1,,0,1,4,,,,ウルトラダッシュアタック,Urutora Dasshu Atakku,Turbo-Charge Bulldozer,Hyper-Sprintangriff,Carica Travolgente,Carrera Arrolladora,울트라대시어택,Ultra Dash Attack,究極無敵大衝撞 / 究极无敌大冲撞,Jiūjí Wúdí Dàchōngzhuàng / Gaugihk Mòuhdihk Daaihchūngjòhng
624,all-out-pummeling,All-Out Pummeling,7,2,,1,,0,1,4,,,,全力無双激烈拳,Zenryoku Musō Gekiretsu Ken,Combo Hyper-Furie,Fulminante Faustschläge,Iperscarica Furiosa,Ráfaga Demoledora,전력무쌍격렬권,Jeollyeok Mussang Gyeongnyeolgwon,全力無雙激烈拳 / 全力无双激烈拳,Quánlì Wúshuāng Jīlièquán / Chyùhnlihk Mòuhsēung Gīklihtkyùhn
626,supersonic-skystrike,Supersonic Skystrike,7,3,,1,,0,1,4,,,,ファイナルダイブクラッシュ,Fainaru Daibu Kurasshu,Piqué Supersonique,Finaler Steilflug,Picchiata Devastante,Picado Supersónico,파이널다이브클래시,Final Dive Clash,極速俯衝轟烈撞 / 极速俯冲轰烈撞,Jísù Fǔchōng Hōnglièzhuàng / Gihkchūk Fúchūng Gwānglihtjohng
628,acid-downpour,Acid Downpour,7,4,,1,,0,1,4,,,,アシッドポイズンデリート,Ashiddo Poizun Derīto,Déluge Causti-Toxique,Vernichtender Säureregen,Acidiluvio Corrosivo,Diluvio Corrosivo,애시드포이즌딜리트,Acid Poison Delete,強酸劇毒滅絕雨 / 强酸剧毒灭绝雨,Qiángsuān-Jùdú Mièjuéyǔ / Kèuhngsyūn-Kehkduhk Mihtjyuhtyúh
630,tectonic-rage,Tectonic Rage,7,5,,1,,0,1,4,,,,ライジングランドオーバー,Raijingu Rando Ōbā,Éruption Géo-Sismique,Seismische Eruption,Furore della Terra,Barrena Telúrica,라이징랜드오버,Rising Land Over,地隆嘯天大終結 / 地隆啸天大终结,Dìlóng Xiào Tiān Dàzhōngjié / Deihlùhng Siu Tīn Daaihjūnggit
632,continental-crush,Continental Crush,7,6,,1,,0,1,4,,,,ワールドエンドフォール,Wārudo Endo Fōru,Apocalypse Gigalithique,Apokalyptische Steinpresse,Gigamacigno Polverizzante,Aplastamiento Gigalítico,월즈엔드폴,World's End Fall,毀天滅地巨岩墜 / 毁天灭地巨岩坠,Huǐtiān-Mièdì Jùyánzhuì / Wáitīn-Mihtdeih Geuihngàahmjeuih
634,savage-spin-out,Savage Spin-Out,7,7,,1,,0,1,4,,,,絶対捕食回転斬,Zettai Hoshoku Kaitenzan,Cocon Fatal,Wirbelnder Insektenhieb,Bozzolo Fatale,Guadaña Sedosa,절대포식회전참,Jeoldae Posik Hoejeoncham,絕對捕食迴旋斬 / 绝对捕食回旋斩,Juéduì Bǔshí Huíxuánzhǎn / Jyuhtdeui Bouhsihk Wùihsyùhnjáam
636,never-ending-nightmare,Never-Ending Nightmare,7,8,,1,,0,1,4,,,,無限暗夜への誘い,Mugen An'ya e no Izanai,Appel des Ombres Éternelles,Ewige Nacht,Abbraccio Spettrale,Presa Espectral,무한암야로의유인,Muhan Amyaro-ui Yu-in,無盡暗夜之誘惑 / 无尽暗夜之诱惑,Wújìn Ànyè-zhī Yòuhuò / Mòuhjeuhn Amyeh-jī Yáuhwaahk
638,corkscrew-crash,Corkscrew Crash,7,9,,1,,0,1,4,,,,超絶螺旋連撃,Chōzetsu Rasen Rengeki,Vrille Maximum,Turbo-Spiralkombo,Spirale Perforante,Hélice Trepanadora,초월나선연격,Chowol Naseon Yeongyeok,超絕螺旋連擊 / 超绝螺旋连击,Chāojué Luóxuán Liánjí / Chāojué Luóxuán Liánjī / Chīujyuht Lòhsyùhn Lìhngīk
640,inferno-overdrive,Inferno Overdrive,7,10,,1,,0,1,4,,,,ダイナミックフルフレイム,Dainamikku Furu Fureimu,Pyro-Explosion Cataclysmique,Dynamische Maxiflamme,Fiammobomba Detonante,Hecatombe Pírica,다이내믹풀플레임,Dynamic Full Flame,超強極限爆焰彈 / 超强极限爆焰弹,Chāoqiáng Jíxiàn Bàoyàndàn / Chīukèuhng Gihkhaahn Baauyìhmdáan
