identifier,name,default_item_sprite,default_item_sprite_small,item_category_identifier,introduced_in_generation_id,is_consumable,is_holdable,is_field_usable,description,notes,is_battle_usable
noibat-fur,Noibat Fur,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Noibat or Noivern that can be used to craft TMs at the TM Machine.,,false
nomel-berry,Nomel Berry,https://cdn.pokedb.org/2414434e5d8af606b3a3364deecb9382cf6bab002a3d2cd8eeebb7e07e3e12bd,https://cdn.pokedb.org/2414434e5d8af606b3a3364deecb9382cf6bab002a3d2cd8eeebb7e07e3e12bdw20h20,berries,3,true,true,false,"A very sour Berry primarily used as an ingredient for Pokéblocks, Poffins, and other recipes.",Has high sourness; used mainly for Toughness-related recipes.,false
noodles,Noodles,https://cdn.pokedb.org/bb5974e0a98b3e36106adce6a536923fe73877d8bab52fa14b1b7891d43b4900,https://cdn.pokedb.org/bb5974e0a98b3e36106adce6a536923fe73877d8bab52fa14b1b7891d43b4900w20h20,picnic-items,9,true,false,true,A salty ingredient that can be used as a filling when making sandwiches.,"This article refers to the sandwich ingredient, not the curry ingredient.",false
normal-box,Normal Box,,,misc-items,2,true,false,true,A box that can be opened from the Bag to reveal its contents.,Exclusive to Generation II games; opening it yields the Silver Trophy decoration if not already owned.,false
normal-gem,Normal Gem,https://cdn.pokedb.org/aef7f36658492e930a89a64d7a15eb4549f45c60e800600f5502a2a5158ac078,https://cdn.pokedb.org/aef7f36658492e930a89a64d7a15eb4549f45c60e800600f5502a2a5158ac078w20h20,held-items,5,true,true,false,A gem that boosts the power of the first Normal-type move used and is then consumed.,Only obtainable Gem from Generation VI onward,true
normal-tera-shard,Normal Tera Shard,https://cdn.pokedb.org/55ffece40b11c51206742d9b9820768b49bf0cb6a646ed451448de90d6d463da,https://cdn.pokedb.org/55ffece40b11c51206742d9b9820768b49bf0cb6a646ed451448de90d6d463daw20h20,misc-items,9,true,true,true,A shard that can be used to change a Pokémon’s Tera Type to Normal.,Cannot be used on Ogerpon or Terapagos.,false
normalium-z,Normalium Z,https://cdn.pokedb.org/f5b7007342e18a307c8eb4469b73d6b9f0ef8d33b8967e72806a4cd722157581,https://cdn.pokedb.org/f5b7007342e18a307c8eb4469b73d6b9f0ef8d33b8967e72806a4cd722157581w20h20,z-crystals,7,false,true,false,A type-specific Z-Crystal that upgrades Normal-type moves into powerful Z-Moves.,,true
nosepass-fragment,Nosepass Fragment,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Nosepass or Probopass that can be used to craft TMs at the TM Machine.,,false
nugget,Nugget,https://cdn.pokedb.org/0141fb6461c0f46268d99a92979f03cac83f0e5ef59d994a7f61d06c31fdbcc2,https://cdn.pokedb.org/0141fb6461c0f46268d99a92979f03cac83f0e5ef59d994a7f61d06c31fdbcc2w20h20,valueable-items,1,false,true,false,A nugget of pure gold that can be sold at a high price.,A larger and more valuable variant exists called the Big Nugget.,false
numel-lava,Numel Lava,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Numel or Camerupt that can be used to craft TMs at the TM Machine.,,false
nymble-claw,Nymble Claw,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Nymble or Lokix that can be used to craft TMs at the TM Machine.,,false
oaks-letter,Oak's Letter,https://cdn.pokedb.org/8826278b1849cefec745f3a2347eaa66e1106681581fb40b9e64dcaba53da4a0,https://cdn.pokedb.org/8826278b1849cefec745f3a2347eaa66e1106681581fb40b9e64dcaba53da4a0w20h20,key-items,4,false,false,true,A letter from Professor Oak requesting the player to go to Route 224.,Event-exclusive item used to access Shaymin in Sinnoh-based games.,false
occa-berry,Occa Berry,https://cdn.pokedb.org/24bc0702b8bad9ce3aa7535708b451402362bb1ded0363432c5539906689b695,https://cdn.pokedb.org/24bc0702b8bad9ce3aa7535708b451402362bb1ded0363432c5539906689b695w20h20,berries,4,true,true,false,A Berry that weakens the damage taken from a supereffective Fire-type attack when held.,,true
oceanic-slate,Oceanic Slate,https://cdn.pokedb.org/e6a26e58d371f9343a77cde8eda7fe7995bfb10e93c9c41556960c6feb21ba4a,https://cdn.pokedb.org/e6a26e58d371f9343a77cde8eda7fe7995bfb10e93c9c41556960c6feb21ba4aw20h20,valueable-items,8,false,false,true,A mysterious slate that resonates with the Oceanic Room in Ramanas Park and allows a battle with Kyogre.,"Only available for purchase after catching Raikou, Entei, and Suicune in Brilliant Diamond or Articuno, Zapdos, and Moltres in Shining Pearl.",false
odd-incense,Odd Incense,https://cdn.pokedb.org/461653b17f3a5516c310a38fe7c8105804ac2405d1d0dee8c8e93c2c6f5aabd0,https://cdn.pokedb.org/461653b17f3a5516c310a38fe7c8105804ac2405d1d0dee8c8e93c2c6f5aabd0w20h20,held-items,4,false,true,false,An exotic-smelling incense that boosts the power of Psychic-type moves and allows Mr. Mime and Mr. Rime to produce Mime Jr. Eggs.,Battle effect identical to Twisted Spoon.,false
odd-keystone,Odd Keystone,https://cdn.pokedb.org/31ccf5c99eaa44a9bfbbf966e86f368c9b1469372210e2f769cf37d9791c1728,https://cdn.pokedb.org/31ccf5c99eaa44a9bfbbf966e86f368c9b1469372210e2f769cf37d9791c1728w20h20,misc-items,4,false,true,true,A mysterious stone that acts as a container for Spiritomb and is used in special locations to encounter it.,Acts as a Key Item in Pokémon Legends: Arceus.,false
oddish-candy,Oddish Candy,https://cdn.pokedb.org/796b93215bb6e5f6c8800d9a1b5e1ab42211c7606611d371bd3fc4cfb69a29e3,https://cdn.pokedb.org/796b93215bb6e5f6c8800d9a1b5e1ab42211c7606611d371bd3fc4cfb69a29e3w20h20,candy,7,true,false,true,"A species-specific candy that increases all AVs by 1 point for Oddish, Gloom, or Vileplume.",,false
oddish-leaf,Oddish Leaf,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by the Oddish evolutionary line that can be used to craft TMs at the TM Machine.,,false
old-amber,Old Amber,https://cdn.pokedb.org/b32d923edde4c921238f9b5fbffd0727fa5cecff401297453340d23d2fadf46c,https://cdn.pokedb.org/b32d923edde4c921238f9b5fbffd0727fa5cecff401297453340d23d2fadf46cw20h20,fossils,1,false,true,false,A fossilized piece of amber that contains the genetic material of an ancient Pokémon and can be revived into Aerodactyl.,Key Item in Generation I and FireRed/LeafGreen only; no longer a Key Item from Generation IV onward.,false
old-charm,Old Charm,https://cdn.pokedb.org/5ceda52464dab97a570d8e11b64942e4fb1bf92833389ac17d68c55015a19655,https://cdn.pokedb.org/5ceda52464dab97a570d8e11b64942e4fb1bf92833389ac17d68c55015a19655w20h20,key-items,4,false,false,false,An ancient good-luck charm made of Pokémon bones to be taken to the elder of Celestic Town.,,false
old-gateau,Old Gateau,https://cdn.pokedb.org/d3ee3c1f10d5faecd49bc8e7d96131b230b02c6bb4df63322469009a75f31af1,https://cdn.pokedb.org/d3ee3c1f10d5faecd49bc8e7d96131b230b02c6bb4df63322469009a75f31af1w20h20,medicine,4,true,false,false,A local specialty from the Old Chateau that cures a Pokémon of all non-volatile status conditions and confusion.,Also known as Mirage Gateau in the Diamond and Pearl anime.,true
old-journal,Old Journal,,,key-items,8,false,false,false,"A stab-bound journal that once had pages torn from it, with all pages collected and restored.",Replaces the Torn Journal during Request 82 and disappears after the request concludes.,false
old-letter,Old Letter,https://cdn.pokedb.org/d9fffbbf7a32fb95e168615b06b695b9fcd6cede46e7fae399cb61407915f147,https://cdn.pokedb.org/d9fffbbf7a32fb95e168615b06b695b9fcd6cede46e7fae399cb61407915f147w20h20,key-items,8,false,false,true,A weathered letter entrusted to the player to be delivered to a specific person.,,false
old-rod,Old Rod,https://cdn.pokedb.org/33873dba2631f40cb4fa5e68bca41c448c6162096bc94b6ddebad1981fdea0b5,https://cdn.pokedb.org/33873dba2631f40cb4fa5e68bca41c448c6162096bc94b6ddebad1981fdea0b5w20h20,key-items,1,false,false,true,A worn-out fishing rod that allows the player to fish for Pokémon in bodies of water.,,false
old-sea-map,Old Sea Map,https://cdn.pokedb.org/493d426c1869fc3707e6a8bd4f57520f689bb324136990e9cbb2fe3557dc3ed1,https://cdn.pokedb.org/493d426c1869fc3707e6a8bd4f57520f689bb324136990e9cbb2fe3557dc3ed1w20h20,key-items,3,false,false,true,"An event-exclusive key item that allows travel to Faraway Island, where Mew can be encountered.",Only obtainable via event distribution in Pokémon Emerald.,false
old-verse-01,Old Verse 1,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-02,Old Verse 2,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-03,Old Verse 3,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-04,Old Verse 4,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-05,Old Verse 5,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-06,Old Verse 6,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-07,Old Verse 7,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-08,Old Verse 8,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-09,Old Verse 9,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-10,Old Verse 10,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-11,Old Verse 11,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-12,Old Verse 12,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-13,Old Verse 13,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-14,Old Verse 14,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-15,Old Verse 15,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-16,Old Verse 16,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-17,Old Verse 17,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-18,Old Verse 18,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-19,Old Verse 19,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
old-verse-20,Old Verse 20,,,key-items,8,false,false,false,"Part of a series of old poems unearthed around the Hisui region, written by the same person.",,false
olive-oil,Olive Oil,https://cdn.pokedb.org/1315a19bf4871b6be5f816a92fb3811d55afda099100f4a187acc3e79cde9347,https://cdn.pokedb.org/1315a19bf4871b6be5f816a92fb3811d55afda099100f4a187acc3e79cde9347w20h20,ingredients,9,true,false,false,A condiment ingredient used when making sandwiches.,,false
omanyte-candy,Omanyte Candy,https://cdn.pokedb.org/bfd95c375171cb48def1ede24d1dc96d071ebff6de983a57162eabcc91ef07ca,https://cdn.pokedb.org/bfd95c375171cb48def1ede24d1dc96d071ebff6de983a57162eabcc91ef07caw20h20,candy,7,true,false,true,A species-specific candy that increases all AVs by 1 point for Omanyte or Omastar.,,false
onion,Onion,https://cdn.pokedb.org/69c3855bfb33fd8631d6cb26842273ea113d1bceb48d776eb1b6eabe8ef1a8e5,https://cdn.pokedb.org/69c3855bfb33fd8631d6cb26842273ea113d1bceb48d776eb1b6eabe8ef1a8e5w20h20,ingredients,9,true,false,true,A spicy vegetable ingredient used when making sandwiches.,,false
onix-candy,Onix Candy,https://cdn.pokedb.org/14f8597eeabc423cf03822768eebc3a78bfd26a8cad6ceba111720588072c95c,https://cdn.pokedb.org/14f8597eeabc423cf03822768eebc3a78bfd26a8cad6ceba111720588072c95cw20h20,candy,7,true,false,true,A species-specific candy that increases all AVs by 1 point for Onix.,,false
oran-berry,Oran Berry,https://cdn.pokedb.org/20ce8981bcb496ad8608dfd70ecc3bf7df378992bfff8b90b08cc7266e10cbf1,https://cdn.pokedb.org/20ce8981bcb496ad8608dfd70ecc3bf7df378992bfff8b90b08cc7266e10cbf1w20h20,berries,3,true,true,true,A Berry that restores a small amount of HP when consumed or used.,Restores 10 HP in most games; restores 20 HP in Legends: Arceus.,true
orange-dish,Orange Dish,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,"A decorative dish used during picnics, available in various colors.",Currently unobtainable.,false
orange-mail,Orange Mail,https://cdn.pokedb.org/11a2b2cea335804d4ad5a6060ea5bc8520f318ff1377866391172099d8991ffa,https://cdn.pokedb.org/11a2b2cea335804d4ad5a6060ea5bc8520f318ff1377866391172099d8991ffaw20h20,mail,3,false,true,false,A type of Mail that can be held by a Pokémon to store and send a written message.,Exclusive to Generation III games.,false
orange-petal,Orange Petal,https://cdn.pokedb.org/122e1a8cb1622f86bc7b25bc3c68afb059233420cc86153c10067d38906df05c,https://cdn.pokedb.org/122e1a8cb1622f86bc7b25bc3c68afb059233420cc86153c10067d38906df05cw20h20,key-items,7,false,false,false,"A pressed flower petal received during Mina's trial, meant to be collected with six other petals.",,false
oranguru-fur,Oranguru Fur,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Oranguru that can be exchanged for LP or used with the Item Printer.,Not used in any TM recipes,false
oricorio-feather,Oricorio Feather,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Oricorio that can be used to craft TMs at the TM Machine.,,false
origin-ball,Origin Ball,,,key-items,8,false,false,false,"A singular Poké Ball crafted from Origin Ore and the Red Chain, created to catch a frenzied Pokémon at the Temple of Sinnoh.",Only usable during a specific story cutscene and cannot be thrown during normal gameplay.,false
origin-ore,Origin Ore,,,key-items,8,false,false,false,"An ore of mysterious power, spoken of in ancient myths and said to contain the power of almighty Sinnoh itself.",,false
orthworm-tarnish,Orthworm Tarnish,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Orthworm that can be used to craft TMs at the TM Machine.,,false
oval-charm,Oval Charm,https://cdn.pokedb.org/a42b95803dfaf0943fdeafe9ece453570c5f653be574baa0cd3287b9673a5a10,https://cdn.pokedb.org/a42b95803dfaf0943fdeafe9ece453570c5f653be574baa0cd3287b9673a5a10w20h20,key-items,5,false,false,true,A mysterious oval charm that increases the chance of Pokémon Eggs being found.,,false
oval-stone,Oval Stone,https://cdn.pokedb.org/f64140a7ae582bc5f1ccb9e5d49a0d0709e25ae7ae60e872a4713006115c1899,https://cdn.pokedb.org/f64140a7ae582bc5f1ccb9e5d49a0d0709e25ae7ae60e872a4713006115c1899w20h20,evolution-items,4,true,true,false,A peculiar egg-shaped stone that causes Happiny to evolve into Chansey when held and leveled up during the day.,,false
pachirisu-fur,Pachirisu Fur,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Pachirisu that can be used to craft TMs at the TM Machine.,,false
pack-of-potatoes,Pack of Potatoes,https://cdn.pokedb.org/d945fd85099e705675dfe173358aa72a1082797f050b6aded253c3c47317eb9b,https://cdn.pokedb.org/d945fd85099e705675dfe173358aa72a1082797f050b6aded253c3c47317eb9bw20h20,ingredients,8,true,true,true,An ingredient used for cooking curry that mellows out spicy flavors to make dishes more mild.,,false
packaged-curry,Packaged Curry,https://cdn.pokedb.org/1499332e0ec22f9bad0a4f5e7b06292cae8941aaed8a341bd6735a21b67e5683,https://cdn.pokedb.org/1499332e0ec22f9bad0a4f5e7b06292cae8941aaed8a341bd6735a21b67e5683w20h20,ingredients,8,true,true,true,An ingredient used for cooking curry that helps prevent mistakes during preparation.,,false
pair-of-tickets,Pair of Tickets,https://cdn.pokedb.org/55ee612813f9cf40fc07bbeda061e09dbc8902fc55701cfc33b5cbbdc48bc29c,https://cdn.pokedb.org/55ee612813f9cf40fc07bbeda061e09dbc8902fc55701cfc33b5cbbdc48bc29cw20h20,key-items,6,false,false,false,Tickets for two to an astronomical show held at the Mossdeep Space Center.,,false
pal-pad,Pal Pad,https://cdn.pokedb.org/c07623e56224f616b3696ebab9a4bfc688ab5207549b98e54d92b4fb39276aa4,https://cdn.pokedb.org/c07623e56224f616b3696ebab9a4bfc688ab5207549b98e54d92b4fb39276aa4w20h20,key-items,4,false,false,true,A convenient notepad used to register friends and Friend Codes and keep a record of gameplay.,,false
pamtre-berry,Pamtre Berry,https://cdn.pokedb.org/2441863c2a87577a9d04e16d234c868648d7013e191e80e03b71f4a33885d3d6,https://cdn.pokedb.org/2441863c2a87577a9d04e16d234c868648d7013e191e80e03b71f4a33885d3d6w20h20,berries,3,true,true,false,"A rare Berry introduced in Generation III that is primarily used as an ingredient for Pokéblocks, Poffins, and other recipes.",Cannot be used directly; primarily an ingredient item.,false
paralyze-heal,Paralyze Heal,https://cdn.pokedb.org/12c7aab7b9938b1b01401c15a8ff59fba64e6784207d145d8b62e50f53d509fa,https://cdn.pokedb.org/12c7aab7b9938b1b01401c15a8ff59fba64e6784207d145d8b62e50f53d509faw20h20,medicine,1,true,true,true,A spray-type medicine that cures a Pokémon of paralysis.,Called Parlyz Heal from Generations I to V; called Paralyz Heal in the English FireRed and LeafGreen manual.,true
paras-candy,Paras Candy,https://cdn.pokedb.org/1bd0a86c68f82b7dd3cdcd087e769610cb6e01693238c1527bb9615b27cb58e2,https://cdn.pokedb.org/1bd0a86c68f82b7dd3cdcd087e769610cb6e01693238c1527bb9615b27cb58e2w20h20,candy,7,true,false,true,A species-specific candy that increases all AVs by 1 point for Paras or Parasect.,,false
parasol-pick,Parasol Pick,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,,,,A picnic item used to complete a sandwich made during a picnic.,,
parcel,Parcel,https://cdn.pokedb.org/b59de2f4ef0ccc23e863eb07664329e478775fcbba541540bb72986cb7e3c251,https://cdn.pokedb.org/b59de2f4ef0ccc23e863eb07664329e478775fcbba541540bb72986cb7e3c251w20h20,key-items,1,false,false,false,A parcel that must be delivered to a specific person to advance the story.,Known as Oak's Parcel prior to Generation IV.,false
park-ball,Park Ball,https://cdn.pokedb.org/f818027bd02b785432ff722f8a93d078c17a24a016adaf9aafb1eed093783e78,https://cdn.pokedb.org/f818027bd02b785432ff722f8a93d078c17a24a016adaf9aafb1eed093783e78w20h20,poke-balls,4,true,false,false,A special Poké Ball used exclusively to re-catch Pokémon migrated during Pal Park Catching Shows.,Never obtainable as a normal inventory item; used only temporarily during Pal Park Catching Shows.,true
party-sparkler-pick,Party Sparkler Pick,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,true,false,true,"A picnic pick with a small sparkler, used to complete sandwiches made during picnics.",,false
pass,Pass,https://cdn.pokedb.org/1379c40e5775d6bc21546735862b921deab5d31eaad425d31b3bf7ceb0eb97d5,https://cdn.pokedb.org/1379c40e5775d6bc21546735862b921deab5d31eaad425d31b3bf7ceb0eb97d5w20h20,key-items,2,false,false,false,A key item required to board the Magnet Train between Goldenrod City and Saffron City.,Also referred to in dialogue as the Magnet Train Pass or Pass for the Magnet Train.,false
pass-orb,Pass Orb,https://cdn.pokedb.org/1379c40e5775d6bc21546735862b921deab5d31eaad425d31b3bf7ceb0eb97d5,https://cdn.pokedb.org/1379c40e5775d6bc21546735862b921deab5d31eaad425d31b3bf7ceb0eb97d5w20h20,misc-items,5,true,true,true,"A mysterious orb containing the power of the Unova region, used to generate Pass Powers.",Used exclusively for Pass Powers at the Entralink.,false
passho-berry,Passho Berry,https://cdn.pokedb.org/8fd309431535cd09ef56d92be2984d7540ccc444aadeec7e727010f89333b0c4,https://cdn.pokedb.org/8fd309431535cd09ef56d92be2984d7540ccc444aadeec7e727010f89333b0c4w20h20,berries,4,true,true,false,A Berry that weakens the damage taken from a supereffective Water-type attack when held.,,true
passimian-fur,Passimian Fur,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Passimian that can be exchanged for LP or used with the Item Printer.,Not used in any TM recipes,false
pasta,Pasta,https://cdn.pokedb.org/2afc185e3744acdf03dfa57a0096f84a3c4dd8aff177f9e9e12df0130669280f,https://cdn.pokedb.org/2afc185e3744acdf03dfa57a0096f84a3c4dd8aff177f9e9e12df0130669280fw20h20,ingredients,8,true,true,false,An ingredient used for cooking curry at camp.,,false
pawmi-fur,Pawmi Fur,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by the Pawmi evolutionary line that can be used to craft TMs at the TM Machine.,,false
pawniard-blade,Pawniard Blade,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,"A material dropped by Pawniard, Bisharp, or Kingambit that can be used to craft TMs at the TM Machine.",,false
payapa-berry,Payapa Berry,https://cdn.pokedb.org/7d3affb313dbfb40ab8d6d04ed27bb7a77c0aac3e4eca4d17d617353d57b3306,https://cdn.pokedb.org/7d3affb313dbfb40ab8d6d04ed27bb7a77c0aac3e4eca4d17d617353d57b3306w20h20,berries,4,true,true,false,"A Berry that, when held, weakens a supereffective Psychic-type attack against the holder.",,true
peach-chairs,Peach Chairs,,,picnic-items,9,false,false,false,A set of chairs designed to decorate the player's picnic.,,false
peach-tablecloth,Peach Tablecloth,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,A light peach-colored tablecloth used to decorate the player's picnic.,Having this item allows a picnicker on Reveler's Road in front of the Kitakami Hall to give the player the Peach Chairs.,false
peanut-butter,Peanut Butter,https://cdn.pokedb.org/b50e0f301ac61393f99b8706deee7f5d141786372c1078ea503067b7221aacd8,https://cdn.pokedb.org/b50e0f301ac61393f99b8706deee7f5d141786372c1078ea503067b7221aacd8w20h20,picnic-items,9,true,false,false,A sweet condiment ingredient used for making sandwiches.,,false
pearl,Pearl,https://cdn.pokedb.org/7dcf60a2563838e3a30d51c405d02a8506f6ae22cb0e9c6844c5c921350796ba,https://cdn.pokedb.org/7dcf60a2563838e3a30d51c405d02a8506f6ae22cb0e9c6844c5c921350796baw20h20,valueable-items,2,false,true,false,A valuable pearl that serves no purpose other than being sold.,Three Pearls can be used in the Cram-o-matic with another item to produce a Big Pearl.,false
pearl-string,Pearl String,https://cdn.pokedb.org/31639189af34043f46679bea2b55c2b7e5a63c5d8ff42d04bfa85141d39727d7,https://cdn.pokedb.org/31639189af34043f46679bea2b55c2b7e5a63c5d8ff42d04bfa85141d39727d7w20h20,valueable-items,5,false,true,false,A string of very large pearls that sparkle with a silvery sheen and can be sold for a high price.,,false
peat-block,Peat Block,https://cdn.pokedb.org/d48c8c2a43cb514ff0e48368ab5dfe8d1a4d6cb1584d336ffc533f09108856a0,https://cdn.pokedb.org/d48c8c2a43cb514ff0e48368ab5dfe8d1a4d6cb1584d336ffc533f09108856a0w20h20,evolution-items,8,true,false,true,A block of muddy material used to evolve Ursaring into Ursaluna under specific conditions.,,false
pebble,Pebble,,,key-items,9,false,false,false,An ordinary pebble entrusted to the player by Zygarde that later transforms into Zygardite.,,false
pecha-berry,Pecha Berry,https://cdn.pokedb.org/f4d08c0c911a70c98ea25aa5b4785623362707442fd29e48c57fb5d25945af5b,https://cdn.pokedb.org/f4d08c0c911a70c98ea25aa5b4785623362707442fd29e48c57fb5d25945af5bw20h20,berries,3,true,true,true,A Berry that cures a Pokémon of poison when used or held.,Spiritual successor of the PSNCureBerry from Generation II.,true
pep-up-plant,Pep-Up Plant,,,misc-items,8,true,false,true,An extremely spicy but nutritious herb used as a crafting material for items that restore PP or boost stats.,Crafting material in Pokémon Legends: Arceus.,false
pepper,Pepper,https://cdn.pokedb.org/14d5896bce4bd1399e381b140ac414d6c0ecd26e1602a211389975c50cb9f40f,https://cdn.pokedb.org/14d5896bce4bd1399e381b140ac414d6c0ecd26e1602a211389975c50cb9f40fw20h20,ingredients,9,true,false,true,A spicy seasoning ingredient used when making sandwiches.,,false
permit,Permit,https://cdn.pokedb.org/b1053e54f37c29310cf61c482da6826221ccff6ff0cd2f72c9e9201730ecca3c,https://cdn.pokedb.org/b1053e54f37c29310cf61c482da6826221ccff6ff0cd2f72c9e9201730ecca3cw20h20,key-items,5,false,false,true,A permit that allows entry to the Nature Preserve from Mistralton City.,,false
