item_identifier,version_identifier,item_acquisition_type_identifier,item_acquisition_subtype_identifier,location_area_identifier,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,pokemon_currency_identifier,required_badge,unlock_condition,notes
red-nectar,sun,overworld,recurring,ulaula-meadow,,true,false,true,2,,,,,,Daily
red-nectar,ultra-moon,overworld,recurring,ulaula-meadow,,true,false,true,2,,,,,,Daily
red-nectar,ultra-sun,overworld,recurring,ulaula-meadow,,true,false,true,2,,,,,,Daily
red-nectar,violet,shop,specialty-shop,,Delibird Presents,true,false,true,,,300,pokedollars,,After earning 3 Gym Badges,
red-nectar,violet,wild-pokemon,,,,true,false,false,,5.0,,,,,Held by wild Oricorio (Baile Style)
red-onion,scarlet,shop,specialty-shop,,Deli Cioso; Aquiesta Supermarket,true,false,true,,,230,pokedollars,,After earning 2 Gym Badges,
red-onion,scarlet,vending-machine,,terarium,Vending machines,true,false,true,,,,,,The Indigo Disk,
red-onion,violet,vending-machine,,terarium,Vending machines,true,false,true,,,,,,The Indigo Disk,
red-onion,violet,shop,specialty-shop,,Deli Cioso; Aquiesta Supermarket,true,false,true,,,230,pokedollars,,After earning 2 Gym Badges,
red-orb,alpha-sapphire,story,,mt-pyre,Summit (after defeating Matt),false,false,true,,,,,,,
red-orb,moon,shop,specialty-shop,hauoli-city,Hau'oli City Mall – Antiquities of the Ages,true,false,true,,,10000,pokedollars,,,
red-orb,omega-ruby,story,,sootopolis-city,From Maxie after battling Groudon,false,false,true,,,,,,,
red-orb,ruby,story,,mt-pyre,Summit (after confronting Team Magma),false,false,true,,,,,,,
red-orb,soulsilver,npc-gift,,route-30-johto,Mr. Pokémon,false,false,true,,,,,,After defeating Red and obtaining the National Pokédex and a Kanto starter,
red-orb,sun,shop,specialty-shop,hauoli-city,Hau'oli City Mall – Antiquities of the Ages,true,false,true,,,10000,pokedollars,,,
red-petal,ultra-moon,story,,wela-volcano-park,"During Mina's trial, after defeating Kiawe and Hiker David",false,false,true,,,,,,,
red-petal,ultra-sun,story,,wela-volcano-park,"During Mina's trial, after defeating Kiawe and Hiker David",false,false,true,,,,,,,
red-poke-ball-pick,scarlet,shop,vendor,,Artisan Bakery,true,false,true,,,,,,,
red-poke-ball-pick,scarlet,shop,vendor,,Peachy's,true,false,true,,,,,,The Teal Mask,
red-poke-ball-pick,scarlet,vending-machine,,,Vending machines (Terarium),true,false,true,,,,,,The Indigo Disk,
red-poke-ball-pick,violet,shop,vendor,,Artisan Bakery,true,false,true,,,,,,,
red-poke-ball-pick,violet,shop,vendor,,Peachy's,true,false,true,,,,,,The Teal Mask,
red-poke-ball-pick,violet,vending-machine,,,Vending machines (Terarium),true,false,true,,,,,,The Indigo Disk,
red-scale,crystal,story,,lake-of-rage,Automatically obtained after battling the Red Gyarados,false,false,true,,,,,,,
red-scale,gold,story,,lake-of-rage,Automatically obtained after battling the Red Gyarados,false,false,true,,,,,,,
red-scale,heartgold,story,,lake-of-rage,Automatically obtained after battling the Red Gyarados,false,false,true,,,,,,,
red-scale,silver,story,,lake-of-rage,Automatically obtained after battling the Red Gyarados,false,false,true,,,,,,,
red-scale,soulsilver,story,,lake-of-rage,Automatically obtained after battling the Red Gyarados,false,false,true,,,,,,,
red-scarf,brilliant-diamond,npc-gift,,pastoria-city,Scarf Guy,false,false,true,,,,,,Show a Pokémon with Coolness stat of 200 or more,
red-scarf,diamond,npc-gift,,pastoria-city,Scarf Guy,false,false,true,,,,,,Show a Pokémon with Cool stat of 200 or more,
red-scarf,omega-ruby,npc-gift,,slateport-city,Pokémon Fan Club chairman,false,false,true,,,,,,Show a Pokémon with Cool stat of 200 or more,
red-scarf,ruby,npc-gift,,slateport-city,Pokémon Fan Club chairman,false,false,true,,,,,,Show a Pokémon with Cool stat of 200 or more,
reins-of-unity,scarlet,auction,,porto-marinada,Porto Marinada auction,true,false,false,,,,,,If the player owns a Calyrex,
reins-of-unity,shield,npc-gift,,freezington,From Peony at the mayor's house,false,false,true,,,,,,After obtaining the Radiant Petal,
reins-of-unity,sword,npc-gift,,freezington,From Peony at the mayor's house,false,false,true,,,,,,After obtaining the Radiant Petal,
reins-of-unity,violet,auction,,porto-marinada,Porto Marinada auction,true,false,false,,,,,,If the player owns a Calyrex,
relaxed-mint,brilliant-diamond,exchange,,,Battle Park,true,false,true,,,50,battle-points,,,
relaxed-mint,legends-arceus,harvest,,jubilife-village-farm,Mint harvest,true,false,false,,,,,,,
relaxed-mint,scarlet,shop,specialty-shop,,Chansey Supply,true,false,true,,,20000,pokedollars,,After earning 6 Gym Badges,
relaxed-mint,shield,exchange,,,Battle Tower,true,false,true,,,50,battle-points,,,
relaxed-mint,sword,overworld,recurring,giants-bed,,true,true,false,,,,,,The Crown Tundra,
relaxed-mint,sword,exchange,,,Battle Tower,true,false,true,,,50,battle-points,,,
relaxed-mint,sword,overworld,recurring,soothing-wetlands,,true,true,false,,,,,,The Isle of Armor,
relic-band,black,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-band,black-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-band,white,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-band,white-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-copper,black,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-copper,black-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-copper,white,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-copper,white-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-crown,black,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-crown,black-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-crown,white,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-crown,white-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-gold,alpha-sapphire,event,,,,false,false,true,,,,,,,
relic-gold,black,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-gold,black-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-gold,moon,event,,,,false,false,true,,,,,,,
relic-gold,omega-ruby,event,,,,false,false,true,,,,,,,
relic-gold,sun,event,,,,false,false,true,,,,,,,
relic-gold,ultra-moon,event,,,,false,false,true,,,,,,,
relic-gold,ultra-sun,event,,,,false,false,true,,,,,,,
relic-gold,white,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-gold,white-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-gold,x,exchange,,,Trade,true,false,true,,,,,,,
relic-gold,y,exchange,,,Trade,true,false,true,,,,,,,
relic-silver,black,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-silver,black-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-silver,white,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-silver,white-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-statue,black,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-statue,black-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-statue,white,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-statue,white-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-vase,black,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-vase,black-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-vase,white,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
relic-vase,white-2,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
remedy,legends-arceus,crafting,recipe,,Crafting using 2 Bugworts,true,false,true,1,,,,,,
repel,red,shop,poke-mart,cerulean-city,Cerulean Poké Mart,true,false,true,,,350,pokedollars,,,
reply-mail,black,shop,poke-mart,,"Shopping Mall Nine and every Poké Mart except those in Nimbasa, Mistralton, Icirrus, and the Pokémon League",true,false,true,,,50,pokedollars,,,
reply-mail,black-2,shop,poke-mart,,"Shopping Mall Nine and every Poké Mart except those in Nimbasa, Mistralton, Lacunosa, Victory Road, the Pokémon League, and Striaton",true,false,true,,,50,pokedollars,,,
reply-mail,white,shop,poke-mart,,"Shopping Mall Nine and every Poké Mart except those in Nimbasa, Mistralton, Icirrus, and the Pokémon League",true,false,true,,,50,pokedollars,,,
reply-mail,white-2,shop,poke-mart,,"Shopping Mall Nine and every Poké Mart except those in Nimbasa, Mistralton, Lacunosa, Victory Road, the Pokémon League, and Striaton",true,false,true,,,50,pokedollars,,,
reshiram-treat,scarlet,npc-gift,,blueberry-academy-entrance,Snacksworth,false,false,true,,,,,,After completing 10 solo Blueberry Quests,Available in The Indigo Disk
reshiram-treat,violet,npc-gift,,blueberry-academy-entrance,Snacksworth,false,false,true,,,,,,After completing one group Blueberry Quest,Available in The Indigo Disk
resist-mochi,scarlet,contest,,,Ogre Oustin',true,false,true,,,,,,,
resist-mochi,violet,contest,,,Ogre Oustin',true,false,true,,,,,,,
retro-mail,emerald,wild-pokemon,,battle-frontier-hoenn,Held by in-game trade Meowth,false,false,true,,,,,,,
retro-mail,firered,shop,department-store,celadon-city,Celadon Department Store,true,false,true,,,50,pokedollars,,,
retro-mail,leafgreen,shop,department-store,celadon-city,Celadon Department Store,true,false,true,,,50,pokedollars,,,
retro-mail,ruby,exchange,,,Trade from another game,true,false,true,,,,,,,
retro-mail,sapphire,exchange,,,Trade from another game,true,false,true,,,,,,,
reveal-glass,alpha-sapphire,npc-gift,,mauville-city,Woman selling mirrors on 1F,false,false,true,,,,,,"Show Tornadus, Thundurus, or Landorus",
reveal-glass,black-2,story,,abundant-shrine,Take Therian Forme Landorus to the hokora,false,false,true,,,,,,,
reveal-glass,legends-arceus,npc-gift,,ancient-retreat,Cogita,false,false,true,,,,,,After completing the Pokédex entries of all the forces of nature,
reveal-glass,moon,npc-gift,,dimensional-research-lab,Professor Burnet,false,false,true,,,,,,After clearing Olivia's grand trial,
reveal-glass,omega-ruby,npc-gift,,mauville-city,Woman selling mirrors on 1F,false,false,true,,,,,,"Show Tornadus, Thundurus, or Landorus",
reveal-glass,scarlet,auction,,porto-marinada,Auction,true,false,false,,,,,,"If the player owns a Tornadus, Thundurus, Landorus, or Enamorus",
reveal-glass,shield,bargain-shop,,stow-on-side,Bargain shop keeper,false,false,true,,,,,,"If the player owns a Tornadus, Thundurus, or Landorus",
reveal-glass,sun,npc-gift,,dimensional-research-lab,Professor Burnet,false,false,true,,,,,,After clearing Olivia's grand trial,
reveal-glass,sword,bargain-shop,,stow-on-side,Bargain shop keeper,false,false,true,,,,,,"If the player owns a Tornadus, Thundurus, or Landorus",
reveal-glass,ultra-moon,npc-gift,,dimensional-research-lab,Professor Burnet,false,false,true,,,,,,After clearing Olivia's grand trial,
reveal-glass,ultra-sun,npc-gift,,dimensional-research-lab,Professor Burnet,false,false,true,,,,,,After clearing Olivia's grand trial,
reveal-glass,violet,auction,,porto-marinada,Auction,true,false,false,,,,,,"If the player owns a Tornadus, Thundurus, Landorus, or Enamorus",
reveal-glass,white-2,story,,abundant-shrine,Take Therian Forme Landorus to the hokora,false,false,true,,,,,,,
reveal-glass,x,npc-gift,,reflection-cave,Scientist near the Shalour City exit,false,false,true,,,,,,"Show Tornadus, Thundurus, and Landorus",
reveal-glass,y,npc-gift,,reflection-cave,Scientist near the Shalour City exit,false,false,true,,,,,,"Show Tornadus, Thundurus, and Landorus",
revitalizing-twig,legends-za,story,,wild-zone-5,"Side Mission 008: Get Well, Fennekin",false,false,true,,,,,,,
ribbon-sweet,scarlet,crafting,item-printer,,Item Printer,true,false,false,,,,,,The Indigo Disk,
ribbon-sweet,shield,raid,max-raid,,Dropped by Gigantamax Factor Milcery during Wild Area News event,true,false,false,,,,,,"Wild Area News event January 30 - February 16, 2020",
ribbon-sweet,shield,shop,watt-trader,snowslide-slope,Watt Trader,true,false,true,,,7980,watts,,,The Crown Tundra highlight item
ribbon-sweet,shield,crafting,cram-o-matic,,Cram-o-matic,true,false,false,,,,,,"Fairy type, 112-120 points",The Isle of Armor
ribbon-sweet,sword,crafting,cram-o-matic,,Cram-o-matic,true,false,false,,,,,,"Fairy type, 112-120 points",The Isle of Armor
ribbon-sweet,sword,raid,max-raid,,Dropped by Gigantamax Factor Milcery during Wild Area News event,true,false,false,,,,,,"Wild Area News event January 30 - February 16, 2020",
ribbon-sweet,sword,shop,watt-trader,snowslide-slope,Watt Trader,true,false,true,,,7980,watts,,,The Crown Tundra highlight item
ribbon-sweet,violet,crafting,item-printer,,Item Printer,true,false,false,,,,,,The Indigo Disk,
rice,scarlet,shop,vendor,,Sure Cans,true,false,true,,,280,pokedollars,,After earning 5 Gym Badges,
rice,the-indigo-disk,vending-machine,,terarium,Vending machines,true,false,true,,,280,pokedollars,,,
rice,the-teal-mask,shop,vendor,,Peachy's,true,false,true,,,280,pokedollars,,After earning 5 Badges,
rice,violet,shop,vendor,,Sure Cans,true,false,true,,,280,pokedollars,,After earning 5 Gym Badges,
rich-mulch,alpha-sapphire,exchange,,,Trade,true,false,true,,,,,,,
rich-mulch,omega-ruby,exchange,,,Trade,true,false,true,,,,,,,
rich-mulch,x,crafting,recipe,,Berry fields composter (using three differently-colored Berries),true,false,true,,,,,,,
rich-mulch,y,crafting,recipe,,Berry fields composter (using three differently-colored Berries),true,false,true,,,,,,,
ride-pager,moon,story,,iki-town,From Hala after completing the Melemele Island grand trial,false,false,true,,,,,,After defeating Hala in the Melemele Island grand trial,
ride-pager,sun,story,,iki-town,From Hala after completing the Melemele Island grand trial,false,false,true,,,,,,After defeating Hala in the Melemele Island grand trial,
ride-pager,ultra-moon,story,,iki-town,From Hala after completing the Melemele Island grand trial,false,false,true,,,,,,After defeating Hala in the Melemele Island grand trial,
ride-pager,ultra-sun,story,,iki-town,From Hala after completing the Melemele Island grand trial,false,false,true,,,,,,After defeating Hala in the Melemele Island grand trial,
rindo-berry,black,wild-pokemon,held,,"Held by wild Finneon, Lumineon, and Panpour",true,false,false,,5.0,,,,,
rindo-berry,diamond,wild-pokemon,held,,Held by wild Finneon and Lumineon,true,false,false,,5.0,,,,,
rindo-berry,scarlet,overworld,sparkling,socarrat-trail,,true,false,false,,,,,,,
rindo-berry,sword,berry-tree,,bridge-field,Berry trees,true,false,false,,,,,,,
ring-target,black,overworld,visible,opelucid-city,,false,false,true,,,,,,,
ring-target,black-2,overworld,visible,opelucid-city,,false,false,true,,,,,,,
ring-target,moon,exchange,,battle-tree,16 BP,true,false,true,,,16,battle-points,,,
ring-target,scarlet,shop,vendor,levincia,Delibird Presents (after completing the main storyline),true,false,true,,,10000,pokedollars,,After completing the main storyline,
ring-target,shield,bargain-shop,,stow-on-side,,true,false,true,,,,,,,
ring-target,sun,exchange,,battle-tree,16 BP,true,false,true,,,16,battle-points,,,
ring-target,sword,bargain-shop,,stow-on-side,,true,false,true,,,,,,,
ring-target,violet,shop,vendor,levincia,Delibird Presents (after completing the main storyline),true,false,true,,,10000,pokedollars,,After completing the main storyline,
ring-target,white,overworld,visible,opelucid-city,,false,false,true,,,,,,,
ring-target,white-2,overworld,visible,opelucid-city,,false,false,true,,,,,,,
ring-target,x,exchange,,battle-maison,32 BP,true,false,true,,,32,battle-points,,,
ring-target,y,exchange,,battle-maison,32 BP,true,false,true,,,32,battle-points,,,
rock-gem,black,overworld,sparkling,,Dust cloud,true,false,false,,,,,,,
rock-gem,black-2,overworld,visible,relic-passage,,false,false,true,,,,,,,
rock-gem,black-2,shop,specialty-shop,join-avenue,Antique Shop,true,false,true,,,,,,,
rock-gem,dream,overworld,,icy-cave,,true,false,false,,,,,,,
rock-gem,white,overworld,sparkling,,Dust cloud,true,false,false,,,,,,,
rock-gem,white-2,shop,specialty-shop,join-avenue,Antique Shop,true,false,true,,,,,,,
rock-gem,white-2,overworld,visible,relic-passage,,false,false,true,,,,,,,
rock-incense,black,shop,vendor,driftveil-city,Driftveil Market,true,false,true,,,9600,pokedollars,,Post-National Pokédex,
rock-incense,diamond,overworld,visible,fuego-ironworks,,false,false,true,,,,,,,
rock-incense,heartgold,overworld,visible,digletts-cave,,false,false,true,,,,,,,
rock-memory,moon,npc-gift,,aether-paradise,Gladion,false,false,true,,,,,,After becoming Champion,
rock-memory,shield,npc-gift,,battle-tower-galar,League Staff member,false,false,true,,,,,,,
rock-memory,sun,npc-gift,,aether-paradise,Gladion,false,false,true,,,,,,After becoming Champion,
rock-memory,sword,npc-gift,,battle-tower-galar,League Staff member,false,false,true,,,,,,,
rock-memory,ultra-moon,npc-gift,,ancient-poni-path,Wicke,false,false,true,,,,,,After becoming Champion,
rock-memory,ultra-sun,npc-gift,,ancient-poni-path,Wicke,false,false,true,,,,,,After becoming Champion,
rock-tera-shard,scarlet,tournament,,,Academy Ace Tournament,true,false,false,,,,,,,
rock-tera-shard,scarlet,overworld,visible,area-zero,,false,false,true,,,,,,,
rock-tera-shard,scarlet,overworld,visible,wistful-fields,,false,false,true,,,,,,The Teal Mask,
rock-tera-shard,scarlet,item-printer,item-printer,,,true,false,false,,,,,,The Indigo Disk,
rock-tera-shard,violet,npc-gift,,uva-academy,Tyme,false,false,true,,,,,,After completing Tyme’s storyline,
rock-tera-shard,violet,tera-raid,tera-raid-5star,,Tera Raid Battles (3★ and higher),true,false,false,,,,,,,
rockium-z,moon,trainer-reward,gym-leader,ruins-of-life,Olivia after defeating her in the Akala Island grand trial,false,false,true,,,,,,After defeating Olivia in the Akala Island grand trial,
rockium-z,sun,trainer-reward,gym-leader,ruins-of-life,Olivia after defeating her in the Akala Island grand trial,false,false,true,,,,,,After defeating Olivia in the Akala Island grand trial,
rockium-z,ultra-moon,trainer-reward,gym-leader,ruins-of-life,Olivia after defeating her in the Akala Island grand trial,false,false,true,,,,,,After defeating Olivia in the Akala Island grand trial,
rockium-z,ultra-sun,trainer-reward,gym-leader,ruins-of-life,Olivia after defeating her in the Akala Island grand trial,false,false,true,,,,,,After defeating Olivia in the Akala Island grand trial,
rocky-helmet,black,overworld,visible,cold-storage,,false,false,true,,,,,,,
rocky-helmet,white,overworld,visible,cold-storage,,false,false,true,,,,,,,
roller-skates,x,npc-defeat,,santalune-city,From Roller Skater Rinka after defeating her,false,false,true,,,,,,,
roller-skates,y,npc-defeat,,santalune-city,From Roller Skater Rinka after defeating her,false,false,true,,,,,,,
room-service,scarlet,shop,specialty-shop,levincia,Delibird Presents (Levincia Branch),true,false,true,,,20000,pokedollars,,After completing the main storyline,
room-service,shield,crafting,cram-o-matic,,Cram-o-matic,true,false,false,,,,,,Isle of Armor,"Fairy type recipe, 62–70 points."
room-service,shield,exchange,,,Battle Tower,true,false,true,,,15,battle-points,,,
room-service,shield,overworld,visible,giants-bed,,false,false,true,,,,,,The Crown Tundra,
room-service,sword,exchange,,,Battle Tower,true,false,true,,,15,battle-points,,,
room-service,sword,overworld,visible,giants-bed,,false,false,true,,,,,,The Crown Tundra,
room-service,sword,crafting,cram-o-matic,,Cram-o-matic,true,false,false,,,,,,Isle of Armor,"Fairy type recipe, 62–70 points."
room-service,violet,shop,specialty-shop,levincia,Delibird Presents (Levincia Branch),true,false,true,,,20000,pokedollars,,After completing the main storyline,
root-fossil,emerald,overworld,visible,mirage-tower,Choice between Root Fossil and Claw Fossil,false,false,true,,,,,,,
root-fossil,ruby,overworld,visible,hoenn-route-111,Choice between Root Fossil and Claw Fossil,false,false,true,,,,,,,
roseli-berry,x,overworld,recurring,kalos-route-14,,true,false,true,,,,,,,
roseli-berry,y,overworld,recurring,kalos-route-14,,true,false,true,,,,,,,
roto-stick,scarlet,npc-gift,,mossui-town,Caretaker before orienteering begins,false,false,true,,,,,,Before orienteering begins in The Teal Mask,
roto-stick,violet,npc-gift,,mossui-town,Caretaker before orienteering begins,false,false,true,,,,,,Before orienteering begins in The Teal Mask,
rotom-bike,shield,npc-gift,,fields-of-honor,Bike Lady near the Master Dojo,false,false,true,,,,,,The Isle of Armor expansion,Sparkling White or Glistening Black
rotom-bike,shield,npc-gift,,galar-route-05,Doctor after defeating Team Yell Grunts,false,false,true,,,,,,After defeating the Team Yell Grunts harassing the Doctor,Land Mode
rotom-bike,shield,npc-gift,,galar-route-09,Doctor after driving off Team Yell Grunts,false,false,true,,,,,,After defeating Hop in Circhester,Water Mode
rotom-bike,sword,npc-gift,,galar-route-05,Doctor after defeating Team Yell Grunts,false,false,true,,,,,,After defeating the Team Yell Grunts harassing the Doctor,Land Mode
rotom-bike,sword,npc-gift,,fields-of-honor,Bike Lady near the Master Dojo,false,false,true,,,,,,The Isle of Armor expansion,Sparkling White or Glistening Black
rotom-bike,sword,npc-gift,,galar-route-09,Doctor after driving off Team Yell Grunts,false,false,true,,,,,,After defeating Hop in Circhester,Water Mode
rotom-catalog,brilliant-diamond,story,,rotoms-room,,false,false,true,,,,,,After letting Rotom enter an appliance,
rotom-catalog,legends-za,request,,,"Side Mission 170: ""Rotom Showcase!""",false,false,true,,,,,,,Given by Lyons
rotom-catalog,scarlet,auction,,porto-marinada,Auction house,true,false,false,,,,pokedollars,,If the player owns a Rotom,"Bid starts at 4,000 Pokédollars or more"
rotom-catalog,shield,npc-defeat,,wyndon,League Staff Isaac,false,false,true,,,,,,After defeating League Staff Isaac,
rotom-catalog,shining-pearl,story,,rotoms-room,,false,false,true,,,,,,After letting Rotom enter an appliance,
rotom-catalog,sword,npc-defeat,,wyndon,League Staff Isaac,false,false,true,,,,,,After defeating League Staff Isaac,
rotom-catalog,violet,auction,,porto-marinada,Auction house,true,false,false,,,,pokedollars,,If the player owns a Rotom,"Bid starts at 4,000 Pokédollars or more"
rotom-phone,scarlet,npc-gift,,cabo-poco,From Mom after exiting the house for the first time,false,false,true,,,,,,After exiting the house for the first time,
rotom-phone,violet,npc-gift,,cabo-poco,From Mom after exiting the house for the first time,false,false,true,,,,,,After exiting the house for the first time,
rotom-pokedex,moon,npc-gift,,iki-town,Professor Kukui,false,false,true,,,,,,After saving Nebby on Mahalo Trail,
rotom-pokedex,moon,story,,iki-town,Given by Professor Kukui,false,false,true,,,,,,After saving Nebby on Mahalo Trail,
rotom-pokedex,sun,story,,iki-town,Given by Professor Kukui,false,false,true,,,,,,After saving Nebby on Mahalo Trail,
rotom-pokedex,sun,npc-gift,,iki-town,Professor Kukui,false,false,true,,,,,,After saving Nebby on Mahalo Trail,
rotom-pokedex,ultra-moon,npc-gift,,iki-town,Professor Kukui,false,false,true,,,,,,After saving Nebby on Mahalo Trail,
rotom-pokedex,ultra-sun,npc-gift,,iki-town,Professor Kukui,false,false,true,,,,,,After saving Nebby on Mahalo Trail,
rsvp-mail,black,shop,poke-mart,,Shopping Mall Nine and most Poké Marts,true,false,true,,,50,pokedollars,,,"Unavailable in Nimbasa, Mistralton, Icirrus, and Pokémon League Poké Marts"
rsvp-mail,black-2,shop,poke-mart,,Shopping Mall Nine and most Poké Marts,true,false,true,,,50,pokedollars,,,"Unavailable in Nimbasa, Mistralton, Lacunosa, Victory Road, Pokémon League, and Striaton Poké Marts"
rsvp-mail,white,shop,poke-mart,,Shopping Mall Nine and most Poké Marts,true,false,true,,,50,pokedollars,,,"Unavailable in Nimbasa, Mistralton, Icirrus, and Pokémon League Poké Marts"
rsvp-mail,white-2,shop,poke-mart,,Shopping Mall Nine and most Poké Marts,true,false,true,,,50,pokedollars,,,"Unavailable in Nimbasa, Mistralton, Lacunosa, Victory Road, Pokémon League, and Striaton Poké Marts"
ruby,firered,overworld,visible,mt-ember,B5F,false,false,true,,,,,,,
ruby,leafgreen,overworld,visible,mt-ember,B5F,false,false,true,,,,,,,
rusted-shield,scarlet,auction,,porto-marinada,Porto Marinada auction,true,false,false,,,,,,If the player owns a Zamazenta,
rusted-shield,shield,wild-pokemon,,,,false,false,true,,,,,,,Held by wild Zamazenta
rusted-shield,sword,event,,,,false,false,true,,,,,,,
rusted-shield,sword,exchange,,,Trade,true,false,true,,,,,,,
rusted-shield,violet,auction,,porto-marinada,Porto Marinada auction,true,false,false,,,,,,If the player owns a Zamazenta,
rusted-sword,scarlet,auction,,porto-marinada,Porto Marinada auction,true,false,false,,,,,,If the player owns a Zacian,
rusted-sword,shield,event,,,,false,false,true,,,,,,,
rusted-sword,sword,wild-pokemon,,,Held by Zacian,false,false,true,,100.0,,,,,
rusted-sword,violet,auction,,porto-marinada,Porto Marinada auction,true,false,false,,,,,,If the player owns a Zacian,
sablenite,alpha-sapphire,overworld,visible,sootopolis-city,,false,false,true,,,,,,,
sablenite,legends-za,exchange,,,Quasartico Inc. headquarters,false,false,true,,,180,,,,Cost is paid in Mega Shards
sablenite,moon,exchange,,,Battle Tree,true,false,true,,,64,battle-points,,,
sablenite,omega-ruby,overworld,visible,sootopolis-city,,false,false,true,,,,,,,
sablenite,sun,exchange,,,Battle Tree,true,false,true,,,64,battle-points,,,
sablenite,ultra-moon,exchange,,,Battle Tree,true,false,true,,,64,battle-points,,,
sablenite,ultra-sun,exchange,,,Battle Tree,true,false,true,,,64,battle-points,,,
sachet,legends-za,story,,,"Side Mission 010: ""Skiddo's Fragrant Leaves""",false,false,true,,,,,,,
sachet,omega-ruby,exchange,,battle-maison,,true,false,true,,,32,battle-points,,,
sachet,sun,overworld,visible,konikoni-city,,false,false,true,,,,,,,
sachet,sun,exchange,,battle-tree,,true,false,true,,,32,battle-points,,,
sachet,sword,crafting,cram-o-matic,,Fairy: 52-60 points,true,false,false,,,,,,The Isle of Armor,
sachet,sword,exchange,,hammerlocke,,true,false,true,,,10,battle-points,,,
sachet,x,overworld,visible,kalos-route-12,,false,false,true,,,,,,,
sachet,x,exchange,,battle-maison,,true,false,true,,,32,battle-points,,,
sachet,y,overworld,visible,cyllage-city,,false,false,true,,,,,,,
sacred-ash,gold,wild-pokemon,static,,Held by Ho-Oh,false,false,true,,100.0,,,,,
safari-ball,diamond,story,,great-marsh,Safari Game entry,true,false,true,30,,,,,Participating in a Safari Game,
safari-ball,red,story,,safari-zone-kanto,Safari Game entry,true,false,true,30,,,,,Participating in a Safari Game,Unused balls are returned after the game.
safety-goggles,alpha-sapphire,overworld,visible,hoenn-route-111,,false,false,true,,,,,,,
safety-goggles,moon,overworld,visible,haina-desert,Night,false,false,true,,,,,,,
safety-goggles,omega-ruby,overworld,visible,hoenn-route-111,,false,false,true,,,,,,,
safety-goggles,scarlet,crafting,item-printer,,,true,false,false,,,,,,The Indigo Disk,
safety-goggles,scarlet,shop,specialty-shop,levincia,Delibird Presents,true,false,true,,,20000,pokedollars,,After earning 4 Gym Badges,
safety-goggles,shield,overworld,visible,tunnel-to-the-top,The Crown Tundra,false,false,true,,,,,,,
safety-goggles,shield,overworld,visible,galar-route-07,,false,false,true,,,,,,,
safety-goggles,sun,overworld,visible,haina-desert,Night,false,false,true,,,,,,,
safety-goggles,sword,overworld,visible,galar-route-07,,false,false,true,,,,,,,
safety-goggles,sword,overworld,visible,tunnel-to-the-top,The Crown Tundra,false,false,true,,,,,,,
safety-goggles,ultra-moon,exchange,,,Battle Tree,true,false,true,,,48,battle-points,,,
safety-goggles,ultra-sun,exchange,,,Battle Tree,true,false,true,,,48,battle-points,,,
safety-goggles,violet,crafting,item-printer,,,true,false,false,,,,,,The Indigo Disk,
safety-goggles,violet,shop,specialty-shop,levincia,Delibird Presents,true,false,true,,,20000,pokedollars,,After earning 4 Gym Badges,
safety-goggles,x,exchange,,,Battle Maison,true,false,true,,,48,battle-points,,,
safety-goggles,y,exchange,,,Battle Maison,true,false,true,,,48,battle-points,,,
sail-fossil,ultra-moon,shop,specialty-shop,konikoni-city,Olivia's jewelry shop,false,false,true,,,,,,,
sail-fossil,x,overworld,visible,glittering-cave,Choice between Sail Fossil and Jaw Fossil,false,false,true,,,,,,,
