id,ndex_id,identifier,form_name,type_1_id,type_2_id,pokemon_category,shape_id,footprint_path,pokedex_color_id,height_m,height_ft,weight_kg,weight_lbs,ability_primary_id,ability_secondary_id,ability_hidden_id,ev_yield_hp,ev_yield_atk,ev_yield_def,ev_yield_spatk,ev_yield_spdef,ev_yield_speed,main_image_normal_path,main_image_normal_path_small,main_image_normal_path_preview,main_image_normal_path_medium,main_image_shiny_path,main_image_shiny_path_small,pokemon_cry_path,stat_hp,stat_attack,stat_defense,stat_spatk,stat_spdef,stat_speed,stat_total,base_experience,is_default_form,include,type_weakness_chart_id,is_first_partner,is_baby,is_mega_evolution,is_gmax_form,is_legendary,is_mythical,is_ultrabeast,is_paradox,is_fossil,origin_region_identifier
867,677,espurr-default,Default Form,14,,Restraint Pokémon,10,,4,0.3m,"0'12""",3.5kg,7.72lbs,51,151,20,0,0,0,0,0,1,https://cdn.pokedb.org/e9280eaaee8dd1500cff481b23378faf0db2a266e8904c2808c5fac4e824b3f8,https://cdn.pokedb.org/e9280eaaee8dd1500cff481b23378faf0db2a266e8904c2808c5fac4e824b3f8w40h40,https://cdn.pokedb.org/e9280eaaee8dd1500cff481b23378faf0db2a266e8904c2808c5fac4e824b3f8w70h70,https://cdn.pokedb.org/e9280eaaee8dd1500cff481b23378faf0db2a266e8904c2808c5fac4e824b3f8w100h100,https://cdn.pokedb.org/c327317074e512dd5bf216cca424ca70dfd84e019ae212cc8b78ca62cf147e45,https://cdn.pokedb.org/c327317074e512dd5bf216cca424ca70dfd84e019ae212cc8b78ca62cf147e45w40h40,https://cdn.pokedb.org/2664afe0018680144205e7eced9fa65bb12cec38a3cb6d376d4b6d9c30e50fc5,62,48,54,63,60,68,355,71,true,true,3475,false,false,false,false,false,false,false,false,false,kalos
868,678,meowstic-male,Male Form,14,,Constraint Pokémon,10,,9,0.6m,"1'12""",8.5kg,18.74lbs,51,151,158,0,0,0,0,0,2,https://cdn.pokedb.org/78818f7e897cf6a51fd6e75ba11eb3d98a0bb83c981bd948be9bae2e0ab4f8fa,https://cdn.pokedb.org/78818f7e897cf6a51fd6e75ba11eb3d98a0bb83c981bd948be9bae2e0ab4f8faw40h40,https://cdn.pokedb.org/78818f7e897cf6a51fd6e75ba11eb3d98a0bb83c981bd948be9bae2e0ab4f8faw70h70,https://cdn.pokedb.org/78818f7e897cf6a51fd6e75ba11eb3d98a0bb83c981bd948be9bae2e0ab4f8faw100h100,https://cdn.pokedb.org/50f83e4d39a48e4d25624b442d3b19cbde18fe6ffee30ac128d458db66507a39,https://cdn.pokedb.org/50f83e4d39a48e4d25624b442d3b19cbde18fe6ffee30ac128d458db66507a39w40h40,https://cdn.pokedb.org/b0358abd0b44fcc9946065fe95844aadee0473e70239bfe7ca90f9a35d44b112,74,48,76,83,81,104,466,163,true,true,3475,false,false,false,false,false,false,false,false,false,kalos
869,678,meowstic-female,Female Form,14,,Constraint Pokémon,10,,9,0.6m,"1'12""",8.5kg,18.74lbs,51,151,172,0,0,0,0,0,2,https://cdn.pokedb.org/bb58e83da6d5eb0750a9f40b91a09ef34b6f5f4b6658f0ab984e8080e76aea93,https://cdn.pokedb.org/bb58e83da6d5eb0750a9f40b91a09ef34b6f5f4b6658f0ab984e8080e76aea93w40h40,https://cdn.pokedb.org/bb58e83da6d5eb0750a9f40b91a09ef34b6f5f4b6658f0ab984e8080e76aea93w70h70,https://cdn.pokedb.org/bb58e83da6d5eb0750a9f40b91a09ef34b6f5f4b6658f0ab984e8080e76aea93w100h100,https://cdn.pokedb.org/5e45414e24ab6b9cd81cad0c19b9c7b6e2225933ef6d4c6ebdc93eb0a38d1a78,https://cdn.pokedb.org/5e45414e24ab6b9cd81cad0c19b9c7b6e2225933ef6d4c6ebdc93eb0a38d1a78w40h40,https://cdn.pokedb.org/b0358abd0b44fcc9946065fe95844aadee0473e70239bfe7ca90f9a35d44b112,74,48,76,83,81,104,466,163,false,true,3475,false,false,false,false,false,false,false,false,false,kalos
870,679,honedge-default,Default Form,9,8,Sword Pokémon,9,,3,0.8m,"2'7""",2kg,4.41lbs,99,,,0,0,1,0,0,0,https://cdn.pokedb.org/f8479d3794626f85eb43ab330584e3332d39a1737ea5962233f15133dcb55cdb,https://cdn.pokedb.org/f8479d3794626f85eb43ab330584e3332d39a1737ea5962233f15133dcb55cdbw40h40,https://cdn.pokedb.org/f8479d3794626f85eb43ab330584e3332d39a1737ea5962233f15133dcb55cdbw70h70,https://cdn.pokedb.org/f8479d3794626f85eb43ab330584e3332d39a1737ea5962233f15133dcb55cdbw100h100,https://cdn.pokedb.org/7710f708f8b010f1e9de2e9fda65dc669284d548c895999a4071be6bb0f284d8,https://cdn.pokedb.org/7710f708f8b010f1e9de2e9fda65dc669284d548c895999a4071be6bb0f284d8w40h40,https://cdn.pokedb.org/0ba18b814bef792927500e8f53f0d23fb48974d61fba4d7c19fc4ace2d921136,45,80,100,35,37,28,325,65,true,true,3393,false,false,false,false,false,false,false,false,false,kalos
871,680,doublade-default,Default Form,9,8,Sword Pokémon,7,,3,0.8m,"2'7""",4.5kg,9.92lbs,99,,,0,0,2,0,0,0,https://cdn.pokedb.org/43af340da19babffd1b780f5ca14a249cf7a269d9f669c7fc7a925c5917a7643,https://cdn.pokedb.org/43af340da19babffd1b780f5ca14a249cf7a269d9f669c7fc7a925c5917a7643w40h40,https://cdn.pokedb.org/43af340da19babffd1b780f5ca14a249cf7a269d9f669c7fc7a925c5917a7643w70h70,https://cdn.pokedb.org/43af340da19babffd1b780f5ca14a249cf7a269d9f669c7fc7a925c5917a7643w100h100,https://cdn.pokedb.org/6e441ab44d5ddb094097ddec411744da812df4959ff34bd0676216973f3dac5a,https://cdn.pokedb.org/6e441ab44d5ddb094097ddec411744da812df4959ff34bd0676216973f3dac5aw40h40,https://cdn.pokedb.org/a19f46b43f0212b98a01cb3df5085be151fc61b1d22106a057e3955e37559229,59,110,150,45,49,35,448,157,true,true,3393,false,false,false,false,false,false,false,false,false,kalos
872,681,aegislash-shield,Shield Form,9,8,Royal Sword Pokémon,9,,3,1.7m,"5'7""",53kg,116.84lbs,176,,,0,0,2,0,1,0,https://cdn.pokedb.org/051a18121561064d51b2acba1a050d8e0e92d73622b6f625b3d773c0203cba02,https://cdn.pokedb.org/051a18121561064d51b2acba1a050d8e0e92d73622b6f625b3d773c0203cba02w40h40,https://cdn.pokedb.org/051a18121561064d51b2acba1a050d8e0e92d73622b6f625b3d773c0203cba02w70h70,https://cdn.pokedb.org/051a18121561064d51b2acba1a050d8e0e92d73622b6f625b3d773c0203cba02w100h100,https://cdn.pokedb.org/b27365cc1dbc7817e56d4b35d8c9c8669d24d1b607272d5a67e18bd613c34a12,https://cdn.pokedb.org/b27365cc1dbc7817e56d4b35d8c9c8669d24d1b607272d5a67e18bd613c34a12w40h40,https://cdn.pokedb.org/d2b686611f1ca6907a175452d437d3bfa910cfb174eb851d0edb61c9fc15089b,60,50,140,50,140,60,500,250,true,true,3393,false,false,false,false,false,false,false,false,false,kalos
873,681,aegislash-blade,Blade Form,9,8,Royal Sword Pokémon,9,,3,1.7m,"5'7""",53kg,116.84lbs,176,,,0,2,0,1,0,0,https://cdn.pokedb.org/2e2f257da80ee6a5c0d6caf16f7590f7258275f96252bea196c6a72112382514,https://cdn.pokedb.org/2e2f257da80ee6a5c0d6caf16f7590f7258275f96252bea196c6a72112382514w40h40,https://cdn.pokedb.org/2e2f257da80ee6a5c0d6caf16f7590f7258275f96252bea196c6a72112382514w70h70,https://cdn.pokedb.org/2e2f257da80ee6a5c0d6caf16f7590f7258275f96252bea196c6a72112382514w100h100,https://cdn.pokedb.org/bc18bb6a9b8d7fc60a8c770160beee6ebe4002072f003f1c7c19c308dff932fe,https://cdn.pokedb.org/bc18bb6a9b8d7fc60a8c770160beee6ebe4002072f003f1c7c19c308dff932few40h40,https://cdn.pokedb.org/d2b686611f1ca6907a175452d437d3bfa910cfb174eb851d0edb61c9fc15089b,60,140,50,140,50,60,500,250,false,true,3393,false,false,false,false,false,false,false,false,false,kalos
874,682,spritzee-default,Default Form,18,,Perfume Pokémon,14,,6,0.2m,"0'8""",0.5kg,1.1lbs,131,,165,1,0,0,0,0,0,https://cdn.pokedb.org/106e79ec02caae4aac4f111c80fb39a0196e80afa153462e3052365cf75b6761,https://cdn.pokedb.org/106e79ec02caae4aac4f111c80fb39a0196e80afa153462e3052365cf75b6761w40h40,https://cdn.pokedb.org/106e79ec02caae4aac4f111c80fb39a0196e80afa153462e3052365cf75b6761w70h70,https://cdn.pokedb.org/106e79ec02caae4aac4f111c80fb39a0196e80afa153462e3052365cf75b6761w100h100,https://cdn.pokedb.org/af4c8d264016d34fdac2e04c977ca6318a68ca26ee86594db675497b85c08001,https://cdn.pokedb.org/af4c8d264016d34fdac2e04c977ca6318a68ca26ee86594db675497b85c08001w40h40,https://cdn.pokedb.org/10da4ae9958a3959814378423a6069ae550b5e2e84cab38c1748539398936c3e,78,52,60,63,65,23,341,68,true,true,3547,false,false,false,false,false,false,false,false,false,kalos
875,683,aromatisse-default,Default Form,18,,Fragrance Pokémon,11,,6,0.8m,"2'7""",15.5kg,34.17lbs,131,,165,2,0,0,0,0,0,https://cdn.pokedb.org/a8887c67468332fb04b2acf163fa380f4321aafda7be50daa5882d32bcc765f3,https://cdn.pokedb.org/a8887c67468332fb04b2acf163fa380f4321aafda7be50daa5882d32bcc765f3w40h40,https://cdn.pokedb.org/a8887c67468332fb04b2acf163fa380f4321aafda7be50daa5882d32bcc765f3w70h70,https://cdn.pokedb.org/a8887c67468332fb04b2acf163fa380f4321aafda7be50daa5882d32bcc765f3w100h100,https://cdn.pokedb.org/71a2cf4429aea3fbf2cc0524706f1561119ebd3184cc3047b417d0ff59343f07,https://cdn.pokedb.org/71a2cf4429aea3fbf2cc0524706f1561119ebd3184cc3047b417d0ff59343f07w40h40,https://cdn.pokedb.org/2634407c49d61c1beb9a1086de8d6527fde3a0616e621e89aa190fb9d03c49ad,101,72,72,99,89,29,462,162,true,true,3547,false,false,false,false,false,false,false,false,false,kalos
876,684,swirlix-default,Default Form,18,,Cotton Candy Pokémon,2,,9,0.4m,"1'4""",3.5kg,7.72lbs,175,,84,0,0,1,0,0,0,https://cdn.pokedb.org/0887ac486941150fedcabefcfcd42eeed98b1a4dd56bb7b225dcc9e5a57b8f2a,https://cdn.pokedb.org/0887ac486941150fedcabefcfcd42eeed98b1a4dd56bb7b225dcc9e5a57b8f2aw40h40,https://cdn.pokedb.org/0887ac486941150fedcabefcfcd42eeed98b1a4dd56bb7b225dcc9e5a57b8f2aw70h70,https://cdn.pokedb.org/0887ac486941150fedcabefcfcd42eeed98b1a4dd56bb7b225dcc9e5a57b8f2aw100h100,https://cdn.pokedb.org/f86d858631c58de1edf1adc7947f98b44b4b9bcd4395d18423567869cf141fe2,https://cdn.pokedb.org/f86d858631c58de1edf1adc7947f98b44b4b9bcd4395d18423567869cf141fe2w40h40,https://cdn.pokedb.org/24fd20be070c1c133788e4d2cd34bc8672ae960761c910062a467c8bf056e747,62,48,66,59,57,49,341,68,true,true,3547,false,false,false,false,false,false,false,false,false,kalos
877,685,slurpuff-default,Default Form,18,,Meringue Pokémon,11,,9,0.8m,"2'7""",5kg,11.02lbs,175,,84,0,0,2,0,0,0,https://cdn.pokedb.org/931c9e74d5a44eeb98b01904f4235ce0466f816c7caea2c00a24ef7d115027b4,https://cdn.pokedb.org/931c9e74d5a44eeb98b01904f4235ce0466f816c7caea2c00a24ef7d115027b4w40h40,https://cdn.pokedb.org/931c9e74d5a44eeb98b01904f4235ce0466f816c7caea2c00a24ef7d115027b4w70h70,https://cdn.pokedb.org/931c9e74d5a44eeb98b01904f4235ce0466f816c7caea2c00a24ef7d115027b4w100h100,https://cdn.pokedb.org/8ef89316ba97e2805834e7d0695024549d7037b5718b4a209dd71a9e85490190,https://cdn.pokedb.org/8ef89316ba97e2805834e7d0695024549d7037b5718b4a209dd71a9e85490190w40h40,https://cdn.pokedb.org/908902bf52ee41e9fef2b16a164504135dfe1f4464ed31f9f0c4b685197cd75f,82,80,86,85,75,72,480,168,true,true,3547,false,false,false,false,false,false,false,false,false,kalos
878,686,inkay-default,Default Form,17,14,Revolving Pokémon,8,,2,0.4m,"1'4""",3.5kg,7.72lbs,126,21,151,0,1,0,0,0,0,https://cdn.pokedb.org/61c8b7d3c8cada6ae7707a4839cd574f8efb02a645ce1d2256f46d50bd3ca096,https://cdn.pokedb.org/61c8b7d3c8cada6ae7707a4839cd574f8efb02a645ce1d2256f46d50bd3ca096w40h40,https://cdn.pokedb.org/61c8b7d3c8cada6ae7707a4839cd574f8efb02a645ce1d2256f46d50bd3ca096w70h70,https://cdn.pokedb.org/61c8b7d3c8cada6ae7707a4839cd574f8efb02a645ce1d2256f46d50bd3ca096w100h100,https://cdn.pokedb.org/1c77bcb1f6f1c3b61a0b865d8b117869e7ee02b9612bb38d9a33f8ab7f089f94,https://cdn.pokedb.org/1c77bcb1f6f1c3b61a0b865d8b117869e7ee02b9612bb38d9a33f8ab7f089f94w40h40,https://cdn.pokedb.org/37c8371cc2fc25d00646c5d171999bf2c0138ea96dec02c437c82951c031f8f8,53,54,53,37,46,45,288,58,true,true,3543,false,false,false,false,false,false,false,false,false,kalos
879,687,malamar-default,Default Form,17,14,Overturning Pokémon,9,,2,1.5m,"4'11""",47kg,103.62lbs,126,21,151,0,2,0,0,0,0,https://cdn.pokedb.org/e47f90ed6f650f161020d11b7b22431d6c108a618966f0aabf936accb49f4759,https://cdn.pokedb.org/e47f90ed6f650f161020d11b7b22431d6c108a618966f0aabf936accb49f4759w40h40,https://cdn.pokedb.org/e47f90ed6f650f161020d11b7b22431d6c108a618966f0aabf936accb49f4759w70h70,https://cdn.pokedb.org/e47f90ed6f650f161020d11b7b22431d6c108a618966f0aabf936accb49f4759w100h100,https://cdn.pokedb.org/f696ce0869b7194fc14a7c30b7547ab54e0863778b74d33c28a79a1358f5cd57,https://cdn.pokedb.org/f696ce0869b7194fc14a7c30b7547ab54e0863778b74d33c28a79a1358f5cd57w40h40,https://cdn.pokedb.org/0f9b37096b5970c23e528c573e24c4fe5fd8925d30b4a93fac29384b39f60af8,86,92,88,68,75,73,482,169,true,true,3543,false,false,false,false,false,false,false,false,false,kalos
880,688,binacle-default,Default Form,6,11,Two-Handed Pokémon,7,,3,0.5m,"1'8""",31kg,68.34lbs,97,181,124,0,1,0,0,0,0,https://cdn.pokedb.org/460f5e3abe64c7c0e56f824f56e0a6810418ac32c89cb35483166c7a4671f1a4,https://cdn.pokedb.org/460f5e3abe64c7c0e56f824f56e0a6810418ac32c89cb35483166c7a4671f1a4w40h40,https://cdn.pokedb.org/460f5e3abe64c7c0e56f824f56e0a6810418ac32c89cb35483166c7a4671f1a4w70h70,https://cdn.pokedb.org/460f5e3abe64c7c0e56f824f56e0a6810418ac32c89cb35483166c7a4671f1a4w100h100,https://cdn.pokedb.org/e9f984f1559b74995ec32ce1ad4339bb0636143acbbc4128f0c83aa4d69cdacb,https://cdn.pokedb.org/e9f984f1559b74995ec32ce1ad4339bb0636143acbbc4128f0c83aa4d69cdacbw40h40,https://cdn.pokedb.org/cac80330a4b0eaf6393204416f24b5fa9d6eb1443a6d383f4f122e7280c6a5d8,42,52,67,39,56,50,306,61,true,true,3341,false,false,false,false,false,false,false,false,false,kalos
881,689,barbaracle-default,Default Form,6,11,Collective Pokémon,7,,3,1.3m,"4'3""",96kg,211.64lbs,97,181,124,0,2,0,0,0,0,https://cdn.pokedb.org/5ad16db3a7dd99177334cf98c5fd3d1264b965349a8678d08d56938fe98dc3f4,https://cdn.pokedb.org/5ad16db3a7dd99177334cf98c5fd3d1264b965349a8678d08d56938fe98dc3f4w40h40,https://cdn.pokedb.org/5ad16db3a7dd99177334cf98c5fd3d1264b965349a8678d08d56938fe98dc3f4w70h70,https://cdn.pokedb.org/5ad16db3a7dd99177334cf98c5fd3d1264b965349a8678d08d56938fe98dc3f4w100h100,https://cdn.pokedb.org/fd42965832c697c947afb1dd3afe6cbc41452445256ef80cc7cd1094a85ad5da,https://cdn.pokedb.org/fd42965832c697c947afb1dd3afe6cbc41452445256ef80cc7cd1094a85ad5daw40h40,https://cdn.pokedb.org/f38e86328cac4b22bf7067847fd1a39daddde38d66f4c2755a77b80f29b9adfb,72,105,115,54,86,68,500,175,true,true,3341,false,false,false,false,false,false,false,false,false,kalos
882,690,skrelp-default,Default Form,4,11,Mock Kelp Pokémon,9,,3,0.5m,"1'8""",7.3kg,16.09lbs,38,143,91,0,0,0,0,1,0,https://cdn.pokedb.org/92d60f83cde16f0dcab71659be184dbb270ace7387d3b789e8384fc4300da2d3,https://cdn.pokedb.org/92d60f83cde16f0dcab71659be184dbb270ace7387d3b789e8384fc4300da2d3w40h40,https://cdn.pokedb.org/92d60f83cde16f0dcab71659be184dbb270ace7387d3b789e8384fc4300da2d3w70h70,https://cdn.pokedb.org/92d60f83cde16f0dcab71659be184dbb270ace7387d3b789e8384fc4300da2d3w100h100,https://cdn.pokedb.org/b402d5d060eacd1d2105fb7bac1d91442fdff41c66590f39ee012702dd6b1058,https://cdn.pokedb.org/b402d5d060eacd1d2105fb7bac1d91442fdff41c66590f39ee012702dd6b1058w40h40,https://cdn.pokedb.org/96a624947fba83b69eea48fd90666f523f78142cbc0ffed7c50b6e222cf6a384,50,60,60,60,60,30,320,64,true,true,3305,false,false,false,false,false,false,false,false,false,kalos
883,691,dragalge-default,Default Form,4,16,Mock Kelp Pokémon,9,,3,1.8m,"5'11""",81.5kg,179.68lbs,38,143,91,0,0,0,0,2,0,https://cdn.pokedb.org/fa1a2f08559d291e62977aec26066dde4151d066567fd13aa1c18cc4bf1ae1be,https://cdn.pokedb.org/fa1a2f08559d291e62977aec26066dde4151d066567fd13aa1c18cc4bf1ae1bew40h40,https://cdn.pokedb.org/fa1a2f08559d291e62977aec26066dde4151d066567fd13aa1c18cc4bf1ae1bew70h70,https://cdn.pokedb.org/fa1a2f08559d291e62977aec26066dde4151d066567fd13aa1c18cc4bf1ae1bew100h100,https://cdn.pokedb.org/77981201171ff59ada174e5a03c34352fd8fe8022e722e7c6cc0acb95ca4faa0,https://cdn.pokedb.org/77981201171ff59ada174e5a03c34352fd8fe8022e722e7c6cc0acb95ca4faa0w40h40,https://cdn.pokedb.org/7e4c31ff0d0cdb32a90f8b63f60db294394916d815b6e9c56340e83f035d9c7c,65,75,90,97,123,44,494,173,true,true,3310,false,false,false,false,false,false,false,false,false,kalos
884,692,clauncher-default,Default Form,11,,Water Gun Pokémon,4,,2,0.5m,"1'8""",8.3kg,18.3lbs,178,,,0,0,0,1,0,0,https://cdn.pokedb.org/01043fc634d790db93590517a49381024c1a93d8f82bbcc9d773a95d52504657,https://cdn.pokedb.org/01043fc634d790db93590517a49381024c1a93d8f82bbcc9d773a95d52504657w40h40,https://cdn.pokedb.org/01043fc634d790db93590517a49381024c1a93d8f82bbcc9d773a95d52504657w70h70,https://cdn.pokedb.org/01043fc634d790db93590517a49381024c1a93d8f82bbcc9d773a95d52504657w100h100,https://cdn.pokedb.org/5911fb5990afadf77004f00e77b9da82339ffaca3a92ffc07baef68cb8317e05,https://cdn.pokedb.org/5911fb5990afadf77004f00e77b9da82339ffaca3a92ffc07baef68cb8317e05w40h40,https://cdn.pokedb.org/c30b7bfcd542e212cc5cefdb8f8b336a8df7b32534a6e363761b0c0f2b7b84c4,50,53,62,58,63,44,330,66,true,true,3421,false,false,false,false,false,false,false,false,false,kalos
885,693,clawitzer-default,Default Form,11,,Howitzer Pokémon,13,,2,1.3m,"4'3""",35.3kg,77.82lbs,178,,,0,0,0,2,0,0,https://cdn.pokedb.org/147471ed0b5b1f3b3d29bc7cd37d475af0e9c50c21b4b4610c2698cc4bd6e795,https://cdn.pokedb.org/147471ed0b5b1f3b3d29bc7cd37d475af0e9c50c21b4b4610c2698cc4bd6e795w40h40,https://cdn.pokedb.org/147471ed0b5b1f3b3d29bc7cd37d475af0e9c50c21b4b4610c2698cc4bd6e795w70h70,https://cdn.pokedb.org/147471ed0b5b1f3b3d29bc7cd37d475af0e9c50c21b4b4610c2698cc4bd6e795w100h100,https://cdn.pokedb.org/e3eec47fc44a2350df172bfd5eb7aceb0ef4d8e9ac8933b507ae122740174f74,https://cdn.pokedb.org/e3eec47fc44a2350df172bfd5eb7aceb0ef4d8e9ac8933b507ae122740174f74w40h40,https://cdn.pokedb.org/0a5c87e3cb4bc3bc5309032a6d841632add7dd7b1acd0edd2aa1f3a563ccd466,71,73,88,120,89,59,500,100,true,true,3421,false,false,false,false,false,false,false,false,false,kalos
886,694,helioptile-default,Default Form,13,1,Generator Pokémon,10,,10,0.5m,"1'8""",6kg,13.23lbs,87,8,94,0,0,0,0,0,1,https://cdn.pokedb.org/3f528fe698314e864d115905c9f6a6db6d4eba7fd097008d0c9c36c8c486af65,https://cdn.pokedb.org/3f528fe698314e864d115905c9f6a6db6d4eba7fd097008d0c9c36c8c486af65w40h40,https://cdn.pokedb.org/3f528fe698314e864d115905c9f6a6db6d4eba7fd097008d0c9c36c8c486af65w70h70,https://cdn.pokedb.org/3f528fe698314e864d115905c9f6a6db6d4eba7fd097008d0c9c36c8c486af65w100h100,https://cdn.pokedb.org/beb3e26f3e828f1397c323d4106def84b2fed8105240c14273e0cc169b2604bd,https://cdn.pokedb.org/beb3e26f3e828f1397c323d4106def84b2fed8105240c14273e0cc169b2604bdw40h40,https://cdn.pokedb.org/2cda441f26d920170a76d8767404f1ba5564100ad2ffe9a326d9edfa1f343696,44,38,33,61,43,70,289,58,true,true,3458,false,false,false,false,false,false,false,false,false,kalos
887,695,heliolisk-default,Default Form,13,1,Generator Pokémon,10,,10,1m,"3'3""",21kg,46.3lbs,87,8,94,0,0,0,1,0,1,https://cdn.pokedb.org/4d3a39d46056c908ad4652a5afca9ce13ec859549eeddccd8b6b215eaeb64e82,https://cdn.pokedb.org/4d3a39d46056c908ad4652a5afca9ce13ec859549eeddccd8b6b215eaeb64e82w40h40,https://cdn.pokedb.org/4d3a39d46056c908ad4652a5afca9ce13ec859549eeddccd8b6b215eaeb64e82w70h70,https://cdn.pokedb.org/4d3a39d46056c908ad4652a5afca9ce13ec859549eeddccd8b6b215eaeb64e82w100h100,https://cdn.pokedb.org/30984de35e6bcdbf70700bda62fa729be6448e42a2e66c35251264cd0a77c3ba,https://cdn.pokedb.org/30984de35e6bcdbf70700bda62fa729be6448e42a2e66c35251264cd0a77c3baw40h40,https://cdn.pokedb.org/c4201c5a27412a24cc05d204baedba9588588acc89925cadb344f0572674cfd5,62,55,52,109,94,109,481,168,true,true,3458,false,false,false,false,false,false,false,false,false,kalos
888,696,tyrunt-default,Default Form,6,16,Royal Heir Pokémon,10,,3,0.8m,"2'7""",26kg,57.32lbs,173,,5,0,1,0,0,0,0,https://cdn.pokedb.org/3b00aa411d8f6bedbc71db676295a196cd641b0f6a3f3795815c411e66d963f1,https://cdn.pokedb.org/3b00aa411d8f6bedbc71db676295a196cd641b0f6a3f3795815c411e66d963f1w40h40,https://cdn.pokedb.org/3b00aa411d8f6bedbc71db676295a196cd641b0f6a3f3795815c411e66d963f1w70h70,https://cdn.pokedb.org/3b00aa411d8f6bedbc71db676295a196cd641b0f6a3f3795815c411e66d963f1w100h100,https://cdn.pokedb.org/ea020e65ce5e3d1800404af87482e810c4eb1781a9ba69970c86f6ddcebea666,https://cdn.pokedb.org/ea020e65ce5e3d1800404af87482e810c4eb1781a9ba69970c86f6ddcebea666w40h40,https://cdn.pokedb.org/86c9abfe04f8e96bcff63cb22163abc3265320c467c9194a051d46d31b2fd795,58,89,77,45,45,48,362,72,true,true,3346,false,false,false,false,false,false,false,false,true,kalos
889,697,tyrantrum-default,Default Form,6,16,Despot Pokémon,10,,8,2.5m,"8'2""",270kg,595.25lbs,173,,69,0,2,0,0,0,0,https://cdn.pokedb.org/4ee761c1b9021d6999ffce3c2c8bcd871f587bfdb90d2ca80f9a22cf452f5787,https://cdn.pokedb.org/4ee761c1b9021d6999ffce3c2c8bcd871f587bfdb90d2ca80f9a22cf452f5787w40h40,https://cdn.pokedb.org/4ee761c1b9021d6999ffce3c2c8bcd871f587bfdb90d2ca80f9a22cf452f5787w70h70,https://cdn.pokedb.org/4ee761c1b9021d6999ffce3c2c8bcd871f587bfdb90d2ca80f9a22cf452f5787w100h100,https://cdn.pokedb.org/bba9abf5e09c527cfcaf7b4730156d5b22d4c46cc61feac7ea63111b4cced1d9,https://cdn.pokedb.org/bba9abf5e09c527cfcaf7b4730156d5b22d4c46cc61feac7ea63111b4cced1d9w40h40,https://cdn.pokedb.org/3f1964993f6622256d27307cf0590ceb69e707ffa71a4909792fd44f00dd8e15,82,121,119,69,59,71,521,182,true,true,3346,false,false,false,false,false,false,false,false,true,kalos
890,698,amaura-default,Default Form,6,15,Tundra Pokémon,5,,2,1.3m,"4'3""",25.2kg,55.56lbs,174,,117,1,0,0,0,0,0,https://cdn.pokedb.org/23aca353a21268dfb120984876421e937a210ecc0f179bcc1df13834e703850a,https://cdn.pokedb.org/23aca353a21268dfb120984876421e937a210ecc0f179bcc1df13834e703850aw40h40,https://cdn.pokedb.org/23aca353a21268dfb120984876421e937a210ecc0f179bcc1df13834e703850aw70h70,https://cdn.pokedb.org/23aca353a21268dfb120984876421e937a210ecc0f179bcc1df13834e703850aw100h100,https://cdn.pokedb.org/f44871737724a964acdfa5c41fd7d514dbaa44e0270a6e13f9372cf519577cab,https://cdn.pokedb.org/f44871737724a964acdfa5c41fd7d514dbaa44e0270a6e13f9372cf519577cabw40h40,https://cdn.pokedb.org/9df4ffb630e3a44d6f6e536f8f0810cb521adfeeada46054d8c0a5a59bcfc003,77,59,50,67,63,46,362,72,true,true,3345,false,false,false,false,false,false,false,false,true,kalos
891,699,aurorus-default,Default Form,6,15,Tundra Pokémon,5,,2,2.7m,"8'10""",225kg,496.04lbs,174,,117,2,0,0,0,0,0,https://cdn.pokedb.org/2b6549b057aac5137b12132b759e0a3f817b6307cc7ae6631fc38a105fdeb8f8,https://cdn.pokedb.org/2b6549b057aac5137b12132b759e0a3f817b6307cc7ae6631fc38a105fdeb8f8w40h40,https://cdn.pokedb.org/2b6549b057aac5137b12132b759e0a3f817b6307cc7ae6631fc38a105fdeb8f8w70h70,https://cdn.pokedb.org/2b6549b057aac5137b12132b759e0a3f817b6307cc7ae6631fc38a105fdeb8f8w100h100,https://cdn.pokedb.org/0dae89591f01f62061d6125b269118d26eedc7dceae27fbfd2d4bd35b013bf02,https://cdn.pokedb.org/0dae89591f01f62061d6125b269118d26eedc7dceae27fbfd2d4bd35b013bf02w40h40,https://cdn.pokedb.org/71cb0eba40832e963404011ed6a4b3ca38814111f2930a3a8a52083bb6561979,123,77,72,99,92,58,521,104,true,true,3345,false,false,false,false,false,false,false,false,true,kalos
