item_identifier,version_identifier,price_type,amount,pokemon_currency_identifier,notes
purple-nectar,ultra-sun-ultra-moon,sell,150,pokedollars,
qualot-berry,emerald,sell,10,pokedollars,
qualot-berry,ruby-sapphire,sell,10,pokedollars,
qualot-berry,scarlet-violet,sell,20,pokedollars,
qualot-berry,sword-shield,sell,40,pokedollars,
quick-ball,diamond-pearl,sell,500,pokedollars,
quick-ball,diamond-pearl,buy,1000,pokedollars,
quick-ball,heartgold-soulsilver,buy,1000,pokedollars,
quick-ball,heartgold-soulsilver,sell,500,pokedollars,
quick-ball,platinum,sell,500,pokedollars,
quick-ball,platinum,buy,1000,pokedollars,
quick-ball,scarlet-violet,buy,1000,pokedollars,
quick-ball,scarlet-violet,sell,250,pokedollars,
quick-candy,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
quick-candy-l,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
quick-candy-xl,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
quick-claw,black-2-white-2,sell,50,pokedollars,
quick-claw,black-white,sell,50,pokedollars,
quick-claw,brilliant-diamond-shining-pearl,sell,50,pokedollars,
quick-claw,crystal,sell,50,pokedollars,
quick-claw,diamond-pearl,sell,50,pokedollars,
quick-claw,emerald,sell,50,pokedollars,
quick-claw,firered-leafgreen,sell,50,pokedollars,
quick-claw,gold-silver,sell,50,pokedollars,
quick-claw,heartgold-soulsilver,sell,50,pokedollars,
quick-claw,legends-za,sell,750,pokedollars,
quick-claw,omega-ruby-alpha-sapphire,sell,50,pokedollars,
quick-claw,platinum,sell,50,pokedollars,
quick-claw,ruby-sapphire,sell,50,pokedollars,
quick-claw,scarlet-violet,sell,2000,pokedollars,
quick-claw,scarlet-violet,buy,8000,pokedollars,
quick-claw,sun-moon,sell,2000,pokedollars,
quick-claw,sword-shield,sell,2000,pokedollars,
quick-claw,sword-shield,buy,3000,pokedollars,
quick-claw,ultra-sun-ultra-moon,sell,2000,pokedollars,
quick-claw,x-y,sell,50,pokedollars,
quick-powder,black-2-white-2,sell,5,pokedollars,
quick-powder,black-white,sell,5,pokedollars,
quick-powder,diamond-pearl,sell,5,pokedollars,
quick-powder,heartgold-soulsilver,sell,5,pokedollars,
quick-powder,omega-ruby-alpha-sapphire,sell,5,pokedollars,
quick-powder,sun-moon,sell,500,pokedollars,
quick-powder,sword-shield,sell,500,pokedollars,
quick-powder,ultra-sun-ultra-moon,sell,500,pokedollars,
quick-powder,x-y,sell,5,pokedollars,
quiet-mint,brilliant-diamond-shining-pearl,sell,10,pokedollars,
quiet-mint,legends-arceus,sell,500,pokedollars,
quiet-mint,scarlet-violet,sell,5000,pokedollars,
quiet-mint,scarlet-violet,buy,20000,pokedollars,
quiet-mint,sword-shield,sell,10,pokedollars,
rabuta-berry,black-2-white-2,sell,10,pokedollars,Can be sold to the gourmet maniac on Route 5 for 500 Pokédollars in Generation V
rabuta-berry,black-white,sell,10,pokedollars,Can be sold to the gourmet maniac on Route 5 for 500 Pokédollars in Generation V
rabuta-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
rabuta-berry,diamond-pearl,sell,10,pokedollars,
rabuta-berry,emerald,sell,10,pokedollars,
rabuta-berry,platinum,sell,10,pokedollars,
rabuta-berry,ruby-sapphire,sell,10,pokedollars,
rabuta-berry,x-y,sell,10,pokedollars,
rage-candy-bar,black-2-white-2,sell,150,pokedollars,
rage-candy-bar,black-2-white-2,buy,2000,pokedollars,
rage-candy-bar,black-white,sell,150,pokedollars,
rage-candy-bar,crystal,sell,150,pokedollars,
rage-candy-bar,crystal,buy,300,pokedollars,
rage-candy-bar,gold-silver,buy,300,pokedollars,
rage-candy-bar,gold-silver,sell,150,pokedollars,
rage-candy-bar,heartgold-soulsilver,buy,300,pokedollars,
rage-candy-bar,sun-moon,sell,175,pokedollars,
rage-candy-bar,sword-shield,sell,175,pokedollars,
rage-candy-bar,ultra-sun-ultra-moon,sell,175,pokedollars,
rainbow-slate,brilliant-diamond,buy,0,,Costs 3 Mysterious Shards S or 1 Mysterious Shard L
rare-bone,black,buy,30000,pokedollars,
rare-bone,black,sell,5000,pokedollars,
rare-bone,diamond-pearl,sell,5000,pokedollars,
rare-bone,platinum,sell,5000,pokedollars,
rare-bone,sun-moon,sell,2500,pokedollars,
rare-bone,ultra-sun-ultra-moon,sell,2500,pokedollars,
rare-candy,legends-arceus,sell,2500,pokedollars,
rare-candy,red-blue,sell,2400,pokedollars,
rare-candy,sun-moon,sell,5000,pokedollars,
rare-candy,ultra-sun-ultra-moon,sell,5000,pokedollars,
rare-candy,yellow,sell,2400,pokedollars,
rash-mint,brilliant-diamond-shining-pearl,sell,10,pokedollars,
rash-mint,legends-arceus,sell,500,pokedollars,
rash-mint,scarlet-violet,buy,20000,pokedollars,
rash-mint,scarlet-violet,sell,5000,pokedollars,
rash-mint,sword-shield,sell,10,pokedollars,
rawst-berry,brilliant-diamond-shining-pearl,buy,80,pokedollars,
rawst-berry,emerald,sell,10,pokedollars,
rawst-berry,legends-arceus,buy,120,pokedollars,
rawst-berry,ruby-sapphire,sell,10,pokedollars,
rawst-berry,sword-shield,sell,40,pokedollars,
razor-claw,diamond-pearl,sell,1050,pokedollars,
razor-claw,heartgold-soulsilver,sell,1050,pokedollars,
razor-claw,legends-arceus,buy,10000,pokedollars,
razor-claw,platinum,sell,1050,pokedollars,
razor-claw,scarlet-violet,buy,15000,pokedollars,
razor-claw,sun-moon,sell,2500,pokedollars,
razor-claw,sword-shield,buy,3000,pokedollars,
razor-claw,ultra-sun-ultra-moon,sell,2500,pokedollars,
razor-fang,black-2-white-2,sell,1050,pokedollars,
razor-fang,black-white,sell,1050,pokedollars,
razor-fang,brilliant-diamond-shining-pearl,sell,1050,pokedollars,
razor-fang,diamond-pearl,sell,1050,pokedollars,
razor-fang,heartgold-soulsilver,sell,1050,pokedollars,
razor-fang,legends-arceus,sell,500,pokedollars,
razor-fang,legends-arceus,buy,10000,pokedollars,
razor-fang,omega-ruby-alpha-sapphire,sell,1050,pokedollars,
razor-fang,platinum,sell,1050,pokedollars,
razor-fang,sun-moon,sell,2500,pokedollars,
razor-fang,ultra-sun-ultra-moon,sell,2500,pokedollars,
razor-fang,x-y,sell,1050,pokedollars,
razz-berry,black-2-white-2,sell,10,pokedollars,
razz-berry,black-white,sell,10,pokedollars,
razz-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
razz-berry,diamond-pearl,sell,10,pokedollars,
razz-berry,emerald,sell,10,pokedollars,
razz-berry,firered-leafgreen,sell,10,pokedollars,
razz-berry,heartgold-soulsilver,sell,10,pokedollars,
razz-berry,legends-arceus,sell,125,pokedollars,
razz-berry,legends-arceus,buy,500,pokedollars,
razz-berry,lets-go-pikachu-lets-go-eevee,sell,100,pokedollars,
razz-berry,omega-ruby-alpha-sapphire,sell,10,pokedollars,
razz-berry,platinum,sell,10,pokedollars,
razz-berry,ruby-sapphire,sell,10,pokedollars,
razz-berry,sword-shield,sell,40,pokedollars,
razz-berry,x-y,sell,10,pokedollars,
reaper-cloth,black-2-white-2,sell,1050,pokedollars,
reaper-cloth,black-white,sell,1050,pokedollars,
reaper-cloth,brilliant-diamond-shining-pearl,sell,1050,pokedollars,
reaper-cloth,diamond-pearl,sell,1050,pokedollars,
reaper-cloth,heartgold-soulsilver,sell,1050,pokedollars,
reaper-cloth,legends-arceus,sell,500,pokedollars,
reaper-cloth,legends-arceus,buy,10000,pokedollars,
reaper-cloth,omega-ruby-alpha-sapphire,sell,1050,pokedollars,
reaper-cloth,platinum,sell,1050,pokedollars,
reaper-cloth,sun-moon,sell,1000,pokedollars,
reaper-cloth,sword-shield,buy,3000,pokedollars,
reaper-cloth,sword-shield,sell,1000,pokedollars,
reaper-cloth,ultra-sun-ultra-moon,sell,1000,pokedollars,
reaper-cloth,x-y,sell,1050,pokedollars,
red-apricorn,black-2-white-2,sell,10,pokedollars,
red-apricorn,black-white,sell,10,pokedollars,
red-apricorn,crystal,sell,100,pokedollars,
red-apricorn,gold-silver,sell,100,pokedollars,
red-apricorn,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
red-apricorn,omega-ruby-alpha-sapphire,sell,10,pokedollars,
red-apricorn,scarlet-violet,sell,50,pokedollars,
red-apricorn,sun-moon,sell,10,pokedollars,
red-apricorn,ultra-sun-ultra-moon,sell,10,pokedollars,
red-apricorn,x-y,sell,10,pokedollars,
red-bell-pepper,scarlet-violet,sell,60,pokedollars,
red-bell-pepper,scarlet-violet,buy,240,pokedollars,
red-canari-plush-lv-2,legends-za,buy,5,,Purchased using Colorful Screws
red-canari-plush-lv-3,legends-za,buy,8,,Purchased using Colorful Screws
red-card,black-2-white-2,sell,100,pokedollars,
red-card,black-white,sell,100,pokedollars,
red-card,scarlet-violet,sell,7500,pokedollars,
red-card,scarlet-violet,buy,30000,pokedollars,
red-card,sun-moon,sell,2000,pokedollars,
red-card,sword-shield,sell,2000,pokedollars,
red-card,ultra-sun-ultra-moon,sell,2000,pokedollars,
red-flag-pick,scarlet-violet,sell,30,pokedollars,
red-flag-pick,scarlet-violet,buy,120,pokedollars,
red-flute,black-2-white-2,sell,100,pokedollars,Can be sold to the billionaire maniac in Undella Town for 7500 Poké Dollars.
red-flute,black-white,sell,100,pokedollars,Can be sold to the billionaire maniac in Undella Town for 7500 Poké Dollars.
red-flute,diamond-pearl,sell,100,pokedollars,
red-flute,emerald,sell,100,pokedollars,
red-flute,firered-leafgreen,sell,100,pokedollars,
red-flute,heartgold-soulsilver,sell,100,pokedollars,
red-flute,omega-ruby-alpha-sapphire,sell,100,pokedollars,
red-flute,platinum,sell,100,pokedollars,
red-flute,ruby-sapphire,sell,100,pokedollars,
red-flute,sun-moon,sell,10,pokedollars,
red-flute,ultra-sun-ultra-moon,sell,10,pokedollars,
red-flute,x-y,sell,100,pokedollars,
red-nectar,scarlet-violet,buy,300,pokedollars,
red-nectar,scarlet-violet,sell,75,pokedollars,
red-nectar,sun-moon,sell,150,pokedollars,
red-nectar,ultra-sun-ultra-moon,sell,150,pokedollars,
red-onion,scarlet-violet,buy,230,pokedollars,
red-onion,scarlet-violet,sell,57,pokedollars,
red-orb,sun-moon,buy,10000,pokedollars,
red-orb,ultra-sun-ultra-moon,buy,10000,pokedollars,
red-poke-ball-pick,scarlet-violet,buy,200,pokedollars,
red-poke-ball-pick,scarlet-violet,sell,50,pokedollars,
red-scarf,black-white,sell,50,pokedollars,
red-scarf,brilliant-diamond-shining-pearl,sell,50,pokedollars,
red-scarf,diamond-pearl,sell,50,pokedollars,
red-scarf,omega-ruby-alpha-sapphire,sell,50,pokedollars,
red-scarf,ruby-sapphire,sell,50,pokedollars,
red-scarf,sun-moon,sell,50,pokedollars,
red-scarf,x-y,sell,50,pokedollars,
red-shard,black-2-white-2,sell,100,pokedollars,
red-shard,black-white,buy,3000,pokedollars,
red-shard,brilliant-diamond-shining-pearl,sell,100,pokedollars,
red-shard,diamond-pearl,sell,100,pokedollars,
red-shard,emerald,sell,100,pokedollars,
red-shard,firered-leafgreen,sell,100,pokedollars,
red-shard,heartgold-soulsilver,sell,100,pokedollars,
red-shard,legends-arceus,sell,150,pokedollars,
red-shard,omega-ruby-alpha-sapphire,sell,100,pokedollars,
red-shard,platinum,sell,100,pokedollars,
red-shard,ruby-sapphire,sell,100,pokedollars,
red-shard,sun-moon,sell,500,pokedollars,
red-shard,ultra-sun-ultra-moon,sell,500,pokedollars,
red-shard,x-y,sell,100,pokedollars,
relaxed-mint,brilliant-diamond-shining-pearl,sell,10,pokedollars,
relaxed-mint,legends-arceus,sell,500,pokedollars,
relaxed-mint,scarlet-violet,sell,5000,pokedollars,
relaxed-mint,scarlet-violet,buy,20000,pokedollars,
relaxed-mint,sword-shield,sell,10,pokedollars,
relic-band,black-2-white-2,sell,100000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-band,black-white,sell,100000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-copper,black-2-white-2,sell,1000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-copper,black-white,sell,1000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-crown,black-2-white-2,sell,300000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-crown,black-white,sell,300000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-gold,black-white,sell,10000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-gold,omega-ruby-alpha-sapphire,sell,30000,pokedollars,
relic-gold,sun-moon,sell,30000,pokedollars,
relic-gold,ultra-sun-ultra-moon,sell,30000,pokedollars,
relic-silver,black-2-white-2,sell,5000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-silver,black-white,sell,5000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-statue,black-2-white-2,sell,200000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-statue,black-white,sell,200000,pokedollars,Sold to the billionaire maniac in Undella Town
relic-vase,black-white,sell,50000,pokedollars,Sold to the billionaire maniac in Undella Town
remedy,legends-arceus,sell,75,pokedollars,
repeat-ball,ruby-sapphire,buy,1000,pokedollars,
repeat-ball,ruby-sapphire,sell,500,pokedollars,
repeat-ball,scarlet-violet,sell,250,pokedollars,
repeat-ball,scarlet-violet,buy,1000,pokedollars,
repel,red-blue,sell,175,pokedollars,
repel,red-blue,buy,350,pokedollars,
repel,sun-moon,buy,400,pokedollars,
repel,sun-moon,sell,200,pokedollars,
repel,ultra-sun-ultra-moon,buy,400,pokedollars,
repel,ultra-sun-ultra-moon,sell,200,pokedollars,
repel,yellow,buy,350,pokedollars,
repel,yellow,sell,175,pokedollars,
reply-mail,black-2-white-2,buy,50,pokedollars,
reply-mail,black-2-white-2,sell,25,pokedollars,
reply-mail,black-white,sell,25,pokedollars,
reply-mail,black-white,buy,50,pokedollars,
resist-feather,black-2-white-2,sell,1500,pokedollars,
resist-feather,black-white,sell,1500,pokedollars,
resist-feather,omega-ruby-alpha-sapphire,sell,1500,pokedollars,
resist-feather,scarlet-violet,sell,75,pokedollars,
resist-feather,sun-moon,sell,150,pokedollars,
resist-feather,sword-shield,sell,150,pokedollars,
resist-feather,ultra-sun-ultra-moon,sell,150,pokedollars,
resist-feather,x-y,sell,1500,pokedollars,
resist-mochi,scarlet-violet,sell,125,pokedollars,
retro-mail,emerald,sell,25,pokedollars,Cannot be purchased.
retro-mail,firered-leafgreen,sell,25,pokedollars,
retro-mail,firered-leafgreen,buy,50,pokedollars,
retro-mail,ruby-sapphire,sell,25,pokedollars,Cannot be purchased.
revival-herb,crystal,buy,2800,pokedollars,
revival-herb,crystal,sell,1400,pokedollars,
revival-herb,gold-silver,sell,1400,pokedollars,
revival-herb,gold-silver,buy,2800,pokedollars,
revival-herb,scarlet-violet,sell,700,pokedollars,
revival-herb,scarlet-violet,buy,2800,pokedollars,
revive,legends-arceus,buy,700,pokedollars,
revive,legends-arceus,sell,175,pokedollars,
revive,legends-za,sell,200,pokedollars,
revive,legends-za,buy,800,pokedollars,
revive,red-blue,buy,1500,pokedollars,
revive,red-blue,sell,750,pokedollars,
revive,scarlet-violet,sell,500,pokedollars,
revive,scarlet-violet,buy,2000,pokedollars,
revive,sun-moon,sell,1000,pokedollars,
revive,sun-moon,buy,2000,pokedollars,
revive,ultra-sun-ultra-moon,sell,1000,pokedollars,
revive,ultra-sun-ultra-moon,buy,2000,pokedollars,
revive,yellow,sell,750,pokedollars,
revive,yellow,buy,1500,pokedollars,
ribbon-sweet,scarlet-violet,sell,250,pokedollars,
ribbon-sweet,sword-shield,sell,250,pokedollars,
rice,scarlet-violet,buy,280,pokedollars,
rice,scarlet-violet,sell,70,pokedollars,
rich-mulch,omega-ruby-alpha-sapphire,sell,100,pokedollars,
rich-mulch,sun-moon,sell,100,pokedollars,
rich-mulch,ultra-sun-ultra-moon,sell,100,pokedollars,
rich-mulch,x-y,sell,100,pokedollars,
rindo-berry,black-2-white-2,sell,10,pokedollars,Can be sold to Gourmet Maniac for 20
rindo-berry,black-white,sell,10,pokedollars,Can be sold to Gourmet Maniac for 20
rindo-berry,diamond-pearl,sell,10,pokedollars,
rindo-berry,heartgold-soulsilver,sell,10,pokedollars,
rindo-berry,platinum,sell,10,pokedollars,
rindo-berry,scarlet-violet,sell,20,pokedollars,
rindo-berry,sword-shield,sell,40,pokedollars,
ring-target,black-2-white-2,sell,100,pokedollars,
ring-target,black-white,sell,100,pokedollars,
ring-target,omega-ruby-alpha-sapphire,sell,100,pokedollars,
ring-target,scarlet-violet,sell,2500,pokedollars,
ring-target,scarlet-violet,buy,10000,pokedollars,
ring-target,sun-moon,sell,2000,pokedollars,
ring-target,sword-shield,buy,3000,pokedollars,
ring-target,sword-shield,sell,2000,pokedollars,
ring-target,ultra-sun-ultra-moon,sell,2000,pokedollars,
ring-target,x-y,sell,100,pokedollars,
rock-gem,black-2-white-2,sell,100,pokedollars,
rock-gem,black-white,sell,100,pokedollars,
rock-gem,omega-ruby-alpha-sapphire,sell,100,pokedollars,
rock-gem,sun-moon,sell,100,pokedollars,
rock-gem,ultra-sun-ultra-moon,sell,100,pokedollars,
rock-gem,x-y,sell,100,pokedollars,
rock-incense,black-white,buy,9600,pokedollars,
rock-incense,black-white,sell,4800,pokedollars,
rock-incense,diamond-pearl,sell,4800,pokedollars,
rock-incense,sun-moon,buy,2000,pokedollars,
rock-incense,sun-moon,sell,1000,pokedollars,
rock-memory,sun-moon,sell,500,pokedollars,
rock-memory,sword-shield,sell,500,pokedollars,
rock-memory,ultra-sun-ultra-moon,sell,500,pokedollars,
rock-tera-shard,scarlet-violet,sell,500,pokedollars,
rocky-helmet,black-white,sell,100,pokedollars,
rocky-helmet,omega-ruby-alpha-sapphire,sell,100,pokedollars,
rocky-helmet,scarlet-violet,buy,50000,pokedollars,
rocky-helmet,scarlet-violet,sell,12500,pokedollars,
rocky-helmet,sun-moon,sell,2000,pokedollars,
rocky-helmet,sword-shield,sell,2000,pokedollars,
rocky-helmet,ultra-sun-ultra-moon,sell,2000,pokedollars,
rocky-helmet,x-y,sell,100,pokedollars,
room-service,scarlet-violet,buy,20000,pokedollars,
room-service,scarlet-violet,sell,5000,pokedollars,
room-service,sword-shield,sell,2000,pokedollars,
root-fossil,black-2-white-2,sell,500,pokedollars,
root-fossil,black-white,sell,500,pokedollars,
root-fossil,brilliant-diamond-shining-pearl,sell,500,pokedollars,
root-fossil,diamond-pearl,sell,500,pokedollars,
root-fossil,heartgold-soulsilver,sell,500,pokedollars,
root-fossil,omega-ruby-alpha-sapphire,sell,500,pokedollars,
root-fossil,platinum,sell,500,pokedollars,
root-fossil,sun-moon,sell,3500,pokedollars,
root-fossil,ultra-moon,buy,7000,pokedollars,
root-fossil,ultra-sun-ultra-moon,sell,3500,pokedollars,
root-fossil,x-y,sell,500,pokedollars,
rose-incense,black-2-white-2,sell,4800,pokedollars,
rose-incense,black-2-white-2,buy,9600,pokedollars,
rose-incense,black-white,buy,9600,pokedollars,
rose-incense,black-white,sell,4800,pokedollars,
rose-incense,diamond-pearl,sell,4800,pokedollars,
rose-incense,heartgold-soulsilver,sell,4800,pokedollars,
rose-incense,omega-ruby-alpha-sapphire,buy,9600,pokedollars,
rose-incense,omega-ruby-alpha-sapphire,sell,4800,pokedollars,
rose-incense,platinum,sell,4800,pokedollars,
rose-incense,sun-moon,buy,2000,pokedollars,
rose-incense,sun-moon,sell,1000,pokedollars,
rose-incense,sword-shield,buy,2000,pokedollars,
rose-incense,sword-shield,sell,1000,pokedollars,
rose-incense,ultra-sun-ultra-moon,sell,1000,pokedollars,
rose-incense,ultra-sun-ultra-moon,buy,2000,pokedollars,
rose-incense,x-y,buy,9600,pokedollars,
rose-incense,x-y,sell,4800,pokedollars,
roseli-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
roseli-berry,omega-ruby-alpha-sapphire,sell,10,pokedollars,
roseli-berry,scarlet-violet,sell,20,pokedollars,
roseli-berry,sun-moon,sell,10,pokedollars,
roseli-berry,sword-shield,sell,40,pokedollars,
roseli-berry,ultra-sun-ultra-moon,sell,10,pokedollars,
roseli-berry,x-y,sell,10,pokedollars,
rowap-berry,black-2-white-2,sell,10,pokedollars,
rowap-berry,black-white,sell,10,pokedollars,
rowap-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
rowap-berry,diamond-pearl,sell,10,pokedollars,
rowap-berry,heartgold-soulsilver,sell,10,pokedollars,
rowap-berry,omega-ruby-alpha-sapphire,sell,10,pokedollars,
rowap-berry,platinum,sell,10,pokedollars,
rowap-berry,scarlet-violet,sell,20,pokedollars,
rowap-berry,sword-shield,sell,40,pokedollars,
rowap-berry,x-y,sell,10,pokedollars,
rsvp-mail,black-2-white-2,buy,50,pokedollars,
rsvp-mail,black-2-white-2,sell,25,pokedollars,
rsvp-mail,black-white,buy,50,pokedollars,
rsvp-mail,black-white,sell,25,pokedollars,
sachet,legends-za,sell,750,pokedollars,
sachet,omega-ruby-alpha-sapphire,sell,1050,pokedollars,
sachet,sun-moon,sell,1000,pokedollars,
sachet,sword-shield,sell,1000,pokedollars,
sachet,ultra-sun-ultra-moon,sell,1000,pokedollars,
sachet,x-y,sell,1050,pokedollars,
sacred-ash,black-2-white-2,sell,100,pokedollars,
sacred-ash,black-white,sell,100,pokedollars,
sacred-ash,brilliant-diamond-shining-pearl,sell,100,pokedollars,
sacred-ash,crystal,sell,100,pokedollars,
sacred-ash,diamond-pearl,sell,100,pokedollars,
sacred-ash,emerald,sell,100,pokedollars,
sacred-ash,firered-leafgreen,sell,100,pokedollars,
sacred-ash,gold-silver,sell,100,pokedollars,
sacred-ash,heartgold-soulsilver,sell,100,pokedollars,
sacred-ash,omega-ruby-alpha-sapphire,sell,100,pokedollars,
sacred-ash,platinum,sell,100,pokedollars,
sacred-ash,ruby-sapphire,sell,100,pokedollars,
sacred-ash,sun-moon,sell,25000,pokedollars,
sacred-ash,ultra-sun-ultra-moon,sell,25000,pokedollars,
sacred-ash,x-y,sell,100,pokedollars,
safety-goggles,omega-ruby-alpha-sapphire,sell,500,pokedollars,
safety-goggles,scarlet-violet,buy,20000,pokedollars,
safety-goggles,scarlet-violet,sell,5000,pokedollars,
safety-goggles,sun-moon,sell,2000,pokedollars,
safety-goggles,sword-shield,sell,2000,pokedollars,
safety-goggles,ultra-sun-ultra-moon,sell,2000,pokedollars,
safety-goggles,x-y,sell,500,pokedollars,
sail-fossil,legends-za,buy,20000,pokedollars,
sail-fossil,legends-za,sell,10000,pokedollars,
sail-fossil,sun-moon,sell,3500,pokedollars,
sail-fossil,ultra-sun-ultra-moon,buy,7000,pokedollars,Ultra Moon only
sail-fossil,ultra-sun-ultra-moon,sell,3500,pokedollars,
sail-fossil,x-y,sell,500,pokedollars,
salac-berry,emerald,sell,10,pokedollars,
salac-berry,ruby-sapphire,sell,10,pokedollars,
salac-berry,scarlet-violet,sell,20,pokedollars,
salac-berry,sword-shield,sell,40,pokedollars,
salad-mix,sword-shield,buy,400,pokedollars,
salad-mix,sword-shield,sell,200,pokedollars,
salt,scarlet-violet,buy,90,pokedollars,
salt,scarlet-violet,sell,22,pokedollars,
salt-cake,legends-arceus,buy,400,pokedollars,
salt-cake,legends-arceus,sell,100,pokedollars,
sand-radish,legends-arceus,sell,200,pokedollars,
sand-radish,legends-arceus,buy,800,pokedollars,
sassy-mint,brilliant-diamond-shining-pearl,sell,10,pokedollars,
sassy-mint,legends-arceus,sell,500,pokedollars,
sassy-mint,scarlet-violet,buy,20000,pokedollars,
sassy-mint,scarlet-violet,sell,5000,pokedollars,
sassy-mint,sword-shield,sell,10,pokedollars,
sausages,sword-shield,sell,200,pokedollars,
sausages,sword-shield,buy,400,pokedollars,
scatter-bang,legends-arceus,buy,500,pokedollars,
scatter-bang,legends-arceus,sell,125,pokedollars,
scizorite,legends-za,buy,50000,pokedollars,
scope-lens,crystal,sell,100,pokedollars,
scope-lens,gold-silver,sell,100,pokedollars,
scope-lens,scarlet-violet,sell,3750,pokedollars,
scope-lens,scarlet-violet,buy,15000,pokedollars,
scope-lens,sun-moon,sell,2000,pokedollars,
scope-lens,ultra-sun-ultra-moon,sell,2000,pokedollars,
sea-incense,black-white,buy,9600,pokedollars,
sea-incense,black-white,sell,4800,pokedollars,
sea-incense,sun-moon,buy,2000,pokedollars,
sea-incense,sun-moon,sell,1000,pokedollars,
seed-of-mastery,legends-arceus,sell,3000,pokedollars,
seed-of-mastery,legends-za,sell,750,pokedollars,
serious-mint,brilliant-diamond-shining-pearl,sell,10,pokedollars,
serious-mint,legends-arceus,sell,500,pokedollars,
serious-mint,scarlet-violet,buy,20000,pokedollars,
serious-mint,scarlet-violet,sell,5000,pokedollars,
serious-mint,sword-shield,sell,10,pokedollars,
shadow-mail,emerald,sell,25,pokedollars,
shadow-mail,emerald,buy,50,pokedollars,
shadow-mail,firered,sell,25,pokedollars,Not purchasable
shadow-mail,leafgreen,sell,25,pokedollars,Not purchasable
shadow-mail,ruby,sell,25,pokedollars,
shadow-mail,ruby,buy,50,pokedollars,
shadow-mail,sapphire,buy,50,pokedollars,
shadow-mail,sapphire,sell,25,pokedollars,
shalour-sable,omega-ruby-alpha-sapphire,sell,100,pokedollars,
shalour-sable,scarlet-violet,sell,87,pokedollars,
shalour-sable,sun-moon,sell,175,pokedollars,
shalour-sable,sword-shield,sell,175,pokedollars,
shalour-sable,ultra-sun-ultra-moon,sell,175,pokedollars,
shalour-sable,x-y,sell,100,pokedollars,
sharp-beak,black-2-white-2,sell,50,pokedollars,
sharp-beak,black-white,sell,50,pokedollars,
sharp-beak,brilliant-diamond-shining-pearl,sell,50,pokedollars,
sharp-beak,colosseum,sell,50,pokedollars,
sharp-beak,crystal,sell,50,pokedollars,
sharp-beak,diamond-pearl,sell,50,pokedollars,
sharp-beak,emerald,sell,50,pokedollars,
sharp-beak,firered-leafgreen,sell,50,pokedollars,
sharp-beak,gold-silver,sell,50,pokedollars,
sharp-beak,heartgold-soulsilver,sell,50,pokedollars,
sharp-beak,omega-ruby-alpha-sapphire,sell,50,pokedollars,
sharp-beak,platinum,sell,50,pokedollars,
sharp-beak,ruby-sapphire,sell,50,pokedollars,
sharp-beak,scarlet-violet,buy,3000,pokedollars,
sharp-beak,scarlet-violet,sell,750,pokedollars,
sharp-beak,sun-moon,sell,500,pokedollars,
sharp-beak,sword-shield,buy,3000,pokedollars,
sharp-beak,sword-shield,sell,500,pokedollars,
sharp-beak,ultra-sun-ultra-moon,sell,500,pokedollars,
sharp-beak,x-y,sell,50,pokedollars,
sharp-beak,xd,sell,50,pokedollars,
shed-shell,black-2-white-2,sell,50,pokedollars,
shed-shell,black-white,sell,50,pokedollars,
shed-shell,brilliant-diamond-shining-pearl,sell,50,pokedollars,
shed-shell,diamond-pearl,sell,50,pokedollars,
shed-shell,heartgold-soulsilver,sell,50,pokedollars,
shed-shell,omega-ruby-alpha-sapphire,sell,50,pokedollars,
shed-shell,platinum,sell,50,pokedollars,
shed-shell,scarlet-violet,sell,5000,pokedollars,
shed-shell,scarlet-violet,buy,20000,pokedollars,
shed-shell,sun-moon,sell,2000,pokedollars,
shed-shell,sword-shield,sell,2000,pokedollars,
shed-shell,ultra-sun-ultra-moon,sell,2000,pokedollars,
shed-shell,x-y,sell,50,pokedollars,
shell-bell,black-2-white-2,sell,100,pokedollars,
shell-bell,black-white,sell,100,pokedollars,
shell-bell,diamond-pearl,sell,100,pokedollars,
shell-bell,emerald,sell,100,pokedollars,
shell-bell,firered-leafgreen,sell,100,pokedollars,
shell-bell,heartgold-soulsilver,sell,100,pokedollars,
shell-bell,omega-ruby-alpha-sapphire,sell,100,pokedollars,
shell-bell,platinum,sell,100,pokedollars,
shell-bell,ruby-sapphire,sell,100,pokedollars,
shell-bell,scarlet-violet,sell,5000,pokedollars,
