type_id,type_of_image,version_identifier,description,image_path
14,name_plate,ruby-sapphire,,https://cdn.pokedb.org/c5b1ededbf787234815ddba302ec39cd0126ef65b0ab5947da4bca6408ce7642
15,icon,masters-ex,,https://cdn.pokedb.org/ce0dc719b10f9da5f1e8db83df7fe5eac100bebaa278376721a52d9e028b20e4
15,icon,tretta,,https://cdn.pokedb.org/1a41f1275ee1b3779224b185fd27c839dfde8e23aad950167ee2bad616c59699
15,icon,mezastar,,https://cdn.pokedb.org/af8519da80cdb5313b82c06cbfd3679753f5ec9180c6b075a7e74795c0ed9d79
15,icon,sword-shield,,https://cdn.pokedb.org/730063a55ac91e67b89541047352745d0de3530242a530367487f0b50e9b8272
15,icon,home,,https://cdn.pokedb.org/5eea2a568258282424c0b3c0259df8c083a8d92002bf4a8c33af41573cfeac94
15,icon,go,,https://cdn.pokedb.org/08e7b41192c522af12eb4d9c12306a5e9433318e5b1f46e8f1bc923add247b01
15,icon,ranger,,https://cdn.pokedb.org/e0e1d6b036cfd971daea761b8d5bc732b7a724d0fec9cbc4b79235e8ee8fccd1
15,icon,stadium-jp-website,,https://cdn.pokedb.org/721b6910174b025a1a67681a4489abf1f4710ffe7b65b0113ce6624c957083a9
15,icon,rumble-rush,,https://cdn.pokedb.org/623947dd7b0357e6420091a1630f9fc9871b52c36b6fd868d06db19506a895b7
15,icon,,Tera Gem icon,https://cdn.pokedb.org/014a6c32641552c9cdd3ed23f479462518d5fabbb0669a341aea320b886e11e0
15,icon,quest,,https://cdn.pokedb.org/8bee595f1ddb0e919ab4c47904c261e8c5952305914921b8d63907eba66fb209
15,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/92b9000d24ecd6cc5558060bb6f315bf105606f7499e56aa5454efd88f87ea17
15,icon,rescue-team-dx,,https://cdn.pokedb.org/36153999b5036e0d410f04e644cabcaec5feed2fdb5281a695119521c4a0e278
15,icon,battrio,,https://cdn.pokedb.org/13e354cdc7e95e38f2ca459c389b559ebb52c2232d137da0f1e4b14fa4d17362
15,icon,sleep,,https://cdn.pokedb.org/cb4bfaedaecfd14517996c2d167b80bb1b050cbfc468c40aa440c97c98cc9932
15,icon,new-snap,,https://cdn.pokedb.org/fc79fcc6c2704d1db01ce23c16d933ae6442342a316d387363cf53a8d6f5866d
15,name_plate,colosseum,,https://cdn.pokedb.org/a541dcc8cf22ef85716270ea982b381b7797eb5430090c829a45e2e29902b3a5
15,name_plate,firered-leafgreen,,https://cdn.pokedb.org/1282631e653a6d15f86d812f525f9dfbb65deceedd289bb254ec4c7f7c86fc3c
15,name_plate,battle-revolution,,https://cdn.pokedb.org/f7c7dc1f965f05b4f66770cb524638748c2d9cf80936a111ffbba48310404f91
15,name_plate,black-white,,https://cdn.pokedb.org/fb51031ca6cafb9d33e9d00273e5a6f2cccbef21e6c5632ed2e364fa5cacbf3f
15,name_plate,x-y,,https://cdn.pokedb.org/c9180ab4034b25645b2dbe7b15fd6827b06c9be787b519ccf40426b689499277
15,name_plate,stadium,,https://cdn.pokedb.org/de7e6d06ec70b16e081c0090fab6527e573bf98c2f2b5f3ac91eec94d42e07cd
15,name_plate,sun-moon,,https://cdn.pokedb.org/7b02df98c0171d713bde74aa58caaf85e2a390891f0344922b5c6d53f576c0a0
15,name_plate,platinum,,https://cdn.pokedb.org/d6e27b6b9d001ab1ac1641ce424984e97f61575aafb2d134bcfa25ab1cb2684e
15,name_plate,stadium-2,,https://cdn.pokedb.org/6fdb36c21652ad98252965d536164f340392e7a34baefedbbf1f4287b9f63c1e
15,name_plate,diamond-pearl,,https://cdn.pokedb.org/534c4c707424926a6f15f28fe23e73bc4151d74d68f2558dfc1f4b2c3c41ec3b
15,name_plate,ruby-sapphire,,https://cdn.pokedb.org/d2ea9e83c17a20521350bd996de3e3f916f1bc66b50a7d4c3c98a66e121aad05
15,name_plate,xd,,https://cdn.pokedb.org/32a64c63af56e0c4407424c3fae96dca86f95dd60529e324efb7b8c0a5238669
16,icon,battrio,,https://cdn.pokedb.org/b3e259cc8d0999987b329389513db817eae33f0145fd8a6e1395727047f15e0f
16,icon,stadium-jp-website,,https://cdn.pokedb.org/34bd66427a337e38882d7960222e084af84734dad23bf4ff00a1c8ce6052da79
16,icon,sleep,,https://cdn.pokedb.org/e786644f92081807d1afebb3e81b9eeac807ff3e3a9ba9b183f83d314c356eba
16,icon,sword-shield,,https://cdn.pokedb.org/e4726b3df0260ad28cfe634e0b390ef8d642a60c391f921f102833340c9530de
16,icon,rumble-rush,,https://cdn.pokedb.org/0f1a7ab065a39101b1b033c4f415213f0f1c140e5cd8a90f564cc9905b3d52f5
16,icon,,TCG icon 1,https://cdn.pokedb.org/aac2a94bb1623576c305f3d9e92d97b04e1178c131cbfd857c83078ab6f454df
16,icon,go,,https://cdn.pokedb.org/31432e5e0c608029c4d719389aa36ead88729f3aa195e820c75f3610b1921a47
16,icon,,TCG icon 2,https://cdn.pokedb.org/e3518cded87ec67c84a2f2365ce51fa3bb46194f11af6ce83d5ffb65cc7a18b2
16,icon,,Tera Gem icon,https://cdn.pokedb.org/a2e52917d390399b7da47dccdfa6c5ec85bb698b35d9d8fd132db068610efd3e
16,icon,mezastar,,https://cdn.pokedb.org/bca09329af8c8890b2ebc55b955f669b8ec4791eebace58baead62cf4482ca04
16,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/03f734bf9198bb918d2d167b981f20334df50038db01cad5098f12835ceeea57
16,icon,rescue-team-dx,,https://cdn.pokedb.org/1bcc7e256070467b87ba42cdecb9f1c1ce72cbb1120c414444b25f0b1a591fe7
16,icon,home,,https://cdn.pokedb.org/1ee64244e0dfd6733c4f0dee818036ab44a15181b5afa949e4fa88694d9ca081
16,icon,tretta,,https://cdn.pokedb.org/9c4e133a4c11572006233888356c56498f3d6801aeb0d6576a5cb96f125173d7
16,icon,ranger,,https://cdn.pokedb.org/83c8c9528fe6ae8e66293711b779ae16ca9b2fe43e03b30b21a9a72796245653
16,icon,masters-ex,,https://cdn.pokedb.org/cb69c3bf65f60f9ee08ca22f3a5244f4b2d9f83f32b228eb67fcb176c5c04300
16,icon,quest,,https://cdn.pokedb.org/539b90ad540ac09a3c4147863f9e5daef8f2432a0e2bec7ee2cbdf3fff0e0f0b
16,name_plate,stadium,,https://cdn.pokedb.org/62da950032df2fb7e034c2631dfff17ec7c838916768290bcfea2c7075490ac5
16,name_plate,diamond-pearl,,https://cdn.pokedb.org/873efff0d5e8c33277e4fe5d157eaa0ae76b5b426ad3f1f347de41ef999216a4
16,name_plate,colosseum,,https://cdn.pokedb.org/280f893396817979957cc1763bd3c0dd31548aa18627ba7c6af04f3191e31c62
16,name_plate,platinum,,https://cdn.pokedb.org/570e55eeaff2693e9d7861320fe0dc804322f3a0b8588f2f3c9ef0649a59e29c
16,name_plate,xd,,https://cdn.pokedb.org/6eae17ad391014b01422859acfa77b49af4ded5c4f9a331075505acff342e654
16,name_plate,x-y,,https://cdn.pokedb.org/2003cc3fa2551b623b3211327b54791adf89247df7a0a1e3df5d0e73c13c16f9
16,name_plate,black-white,,https://cdn.pokedb.org/6d71a6429fccdffd5f9d717732eb45a84aa1d83f7ad55d74f222f9aa23b6edbc
16,name_plate,sun-moon,,https://cdn.pokedb.org/0124887bf42579114957b7a73c537932fe2ea3f2ce2ed71f11674571e6b7632a
16,name_plate,ruby-sapphire,,https://cdn.pokedb.org/62cac6c8b1c4b0e470359f96de1813c01d09c0b90d4e5135ac86c1df0c465d37
16,name_plate,stadium-2,,https://cdn.pokedb.org/fce28bb8227a884a332ba61224708fc398f822764b47fad8583e3938e3e0f9a0
16,name_plate,battle-revolution,,https://cdn.pokedb.org/a3dbeec21265bd079acf1aeb4390bafb22fdd75a0a2fc9b70fd6fbe3cf5adbd2
16,name_plate,firered-leafgreen,,https://cdn.pokedb.org/8b646904ab7fe96758dd6a77179ed85e7124ac4ac42ac2c59fac2c58fc31ea9b
17,icon,,TCG icon 2,https://cdn.pokedb.org/cb693d0f12f6a32fa03087088cf82fa7ce61d98e63c326aefdc3ca6e1be7c9c1
17,icon,home,,https://cdn.pokedb.org/ef0ca2ec69b3e10102fcee56573c2c02808270655c9ddfc6606bc58e6b6a6b7e
17,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/c1b16bc5d2d55bcfcbba31d4aff0275fcb0718e2021058a245364406398c7432
17,icon,go,,https://cdn.pokedb.org/fde3dcc75a020ca43ef020a645f68099506be0f6d3c1a6c17f011d47216b6629
17,icon,rescue-team-dx,,https://cdn.pokedb.org/359b3dad15a90f3b3298b421eca407df74038246604fa9cec0662bdc5927384c
17,icon,,TCG icon 1,https://cdn.pokedb.org/5a460b72fbcf8497976466be5351c39456fbccf308c5f5e51b56d9acac0a754a
17,icon,tretta,,https://cdn.pokedb.org/517fcd9bf00fcd26c9033689310a094abeea2abe00970f998c0786aa21cc143c
17,icon,rumble-rush,,https://cdn.pokedb.org/a3e5cfcc0da5f53f4df8232091010f3647f684ec15c665cd387ac5ff33416783
17,icon,ranger,,https://cdn.pokedb.org/972265f7f5b517f5625c477fac7a2bff59e8bc1d5d30c797b494886da7edf851
17,icon,sleep,,https://cdn.pokedb.org/f721f9f90ed238571391fb70eede845afa4c9058eb445831a8682b148a37de03
17,icon,masters-ex,,https://cdn.pokedb.org/b2b7d01ea2d55fa7641b4ba2c03761ac3e21e3f12694ddd369bb428366b2c8b1
17,icon,sword-shield,,https://cdn.pokedb.org/ab406f509a5cd22d6bc18b235809a7a330e7fa05fb527590801af05597ab57ac
17,icon,battrio,,https://cdn.pokedb.org/25b072cb39b1c41b66d546f492bea8b798a6a7f50baf0cde526cc7610033e87b
17,icon,quest,,https://cdn.pokedb.org/16b05707a3f50b45fb633363516a6d767a0c6862dd6e13939fae67c3377fad5f
17,icon,,TCG icon 3,https://cdn.pokedb.org/992ae51c4f2f3e33ea2f8d40f419b3289c1ca5469d65f3d08d51431992434910
17,icon,mezastar,,https://cdn.pokedb.org/13148b3203a9d5b2e673546bc37e3d674b4a183ce5212518ad14b78803bea8fa
17,icon,,Tera Gem icon,https://cdn.pokedb.org/3ee70e3797265690f83082bc1fbdfed496e296f6e84f1b40d3795bde73e47262
17,name_plate,battle-revolution,,https://cdn.pokedb.org/99fbf79918083f286d8bfd9a81e4e404be3bb0f04c82f09a479c49fc613ecf81
17,name_plate,sun-moon,,https://cdn.pokedb.org/a0d9bdce060e6169e0195b3801394dbd7da097ef9e628d4989c43620d9026dac
17,name_plate,stadium,,https://cdn.pokedb.org/6ca767adf83e2796ded69970f78f9fb69c74b87304d7b649100f77b7b001293f
17,name_plate,ruby-sapphire,,https://cdn.pokedb.org/d145d026545cf332e3f8da7ffa0f837478f47385e5a43993ce787b88791d773b
17,name_plate,xd,,https://cdn.pokedb.org/eca78ec248297b0d2d00c10856a8fb73975bbf2c82ae768f71eabf18b7ffd161
17,name_plate,firered-leafgreen,,https://cdn.pokedb.org/3b0f91b3bcbdcdbe9deea0f057de5a269269f6d95e2883d38ff646a6d98d199b
17,name_plate,colosseum,,https://cdn.pokedb.org/7817e610b298b3c2bb7082aebdde5355e61edd17da29f82f7422aa6585c1a513
17,name_plate,x-y,,https://cdn.pokedb.org/875aa6207ee211a371c0ea92a96b1753fcdef342c1bea566ee9d0a752f567476
17,name_plate,platinum,,https://cdn.pokedb.org/4411ae88a4bd2cf0fe90ca05715bc75c6aee583ee028f9d74421eb2e896e39eb
17,name_plate,black-white,,https://cdn.pokedb.org/eb3f893c8d13081713ae126c07c681f8cb469310be1f804c070e86447532d6e3
17,name_plate,diamond-pearl,,https://cdn.pokedb.org/b92d23c20d8f456ab4140ef98d0571fad38186c6586865ef0b37d552b7b7343a
18,icon,sword-shield,,https://cdn.pokedb.org/fa6bf2292fbe75992531057dffe20ec3b64c8c57db08952487e3e1ce3c1ed507
18,icon,tretta,,https://cdn.pokedb.org/e69130f327cb92d669547495e3b417aa5485e31b4f7ff93cdc55c87822bae714
18,icon,rescue-team-dx,,https://cdn.pokedb.org/195b8367d751193c3fe66c1c2517dd8937e7f19290199ed3933c9f448c089183
18,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/19b2b6613a2b0f24601a40c476c87ba3e01fee4c9c66676dd09623cfc24127da
18,icon,masters-ex,,https://cdn.pokedb.org/52b1aaf46abd72b762a3dd4695627bb0c8082544b05a4f8527928bc1f01d54e8
18,icon,quest,,https://cdn.pokedb.org/d93eff131836a75ecf5c048101df40f1d85f73d466805f2a3094a2af52e709c6
18,icon,sleep,,https://cdn.pokedb.org/5f9e278bb19c88c9c5e6490c59fa66dc9b7fdc6a2c173cbcba9d6e0aba71845a
18,icon,,TCG icon 1,https://cdn.pokedb.org/adfa391cf62ef8a23b9108edb7a116621515380703d58cca125a3dbd523472f2
18,icon,go,,https://cdn.pokedb.org/0ed4929f3aa897d3a4f7ed4cd470b5a797ad58d743856ef1c032379a65bc7d42
18,icon,rumble-rush,,https://cdn.pokedb.org/eac71a7cc207aaebfa842d3fce3f917fa9e18787cb64127ae3ac9c62ff00d027
18,icon,,TCG icon 2,https://cdn.pokedb.org/206eb800877abcf2d4c67739c85f285decc18ee024e043eb96d696d2b358120a
18,icon,home,,https://cdn.pokedb.org/db2321841e9c3e5abdb77d50590f92d9a1af212ebd6da86b0ecf98ad1977a8c6
18,icon,mezastar,,https://cdn.pokedb.org/8b806b7980cb83fd5ebf31bc95ab17c07075bc8759e90a26335a39e62801988d
18,icon,,Tera Gem icon,https://cdn.pokedb.org/c3a547954bcc986b41c21b69ed135128e919d67196b43c094a7450c42eb67f82
18,name_plate,sun-moon,,https://cdn.pokedb.org/2e13041dd2f458153a7ae181431f92f275e9188fd16e0b29bdba730a2111203a
18,name_plate,x-y,,https://cdn.pokedb.org/1460d142326bc69eda84d29be296c2117d298ef75e01cc33ba18ce5c002bc0ff
18,name_plate,platinum,,https://cdn.pokedb.org/04e4e984604798d1b34621cbf6358b5c6f6bcef96ed51838a4be313c72ad0f61
10001,name_plate,stadium-2,,https://cdn.pokedb.org/b06d66e4948a1c7304144a77fde62213317b97b620c354c62051ec2026e3ccc6
10001,name_plate,diamond-pearl,,https://cdn.pokedb.org/b7ab396f870833726a0e61963e07caeaf8c82e11a5722ff66f25f73a0884e2f7
10001,name_plate,xd,,https://cdn.pokedb.org/9c3fa863a35768639992c90a69f90351d67a2951eff252437dee48ea10b7bcae
10001,name_plate,ruby-sapphire,,https://cdn.pokedb.org/3fe5bff4cc7daf1309d7d6b0e06906711ae6b095a0414e59be9c9a7c520cc737
10001,name_plate,colosseum,,https://cdn.pokedb.org/7efc875cb484a39500c911954415fbe1f3c118f3f964220b2101a25eb97ccffb
10001,name_plate,battle-revolution,,https://cdn.pokedb.org/8894ea9a6f734779501beb35c23893d1a4af825a4e992e110ebb899dc98bfa32
10001,name_plate,firered-leafgreen,,https://cdn.pokedb.org/b2b9dc05e53ba2e0d453f6e27e2512dec978b5eacb71276d7f992ce2408f1573
10003,icon,scarlet-violet,,https://cdn.pokedb.org/53dc440ef457d48bf013f9a9b55e8b42886752a34743d3df6d10d100e8301ed0
10003,name_plate,scarlet-violet,,https://cdn.pokedb.org/7d4e073d172afae31adbdc039f8eb7f698bd8a0a48c8285eea8e87ccfec6cb1a
