item_identifier,image_path,image_path_small,version_identifier
pinap-berry,https://cdn.pokedb.org/21e1be8ab04b2e66aa8c2cc510d2b9455f1d8b3accd7c49da35cbf9b95bea704,https://cdn.pokedb.org/21e1be8ab04b2e66aa8c2cc510d2b9455f1d8b3accd7c49da35cbf9b95bea704w20h20,legends-arceus
pincurchin-spines,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
pineapple,https://cdn.pokedb.org/b16b992dd7681dc9889f2931eedc4db7f92bd29f49fe98b78eaa2ae7a4d26bd5,https://cdn.pokedb.org/b16b992dd7681dc9889f2931eedc4db7f92bd29f49fe98b78eaa2ae7a4d26bd5w20h20,scarlet-violet
pineco-husk,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
pink-apricorn,https://cdn.pokedb.org/c96f04ab409e74f9a6a93b70ddc990bc74b53ea8fe29f46b44fa2eab0c6fe379,https://cdn.pokedb.org/c96f04ab409e74f9a6a93b70ddc990bc74b53ea8fe29f46b44fa2eab0c6fe379w20h20,heartgold-soulsilver
pink-apricorn,https://cdn.pokedb.org/d1f05ae64525f8d0463ee392f30f5d2966fc754af08d02b5f232035789c5de6b,https://cdn.pokedb.org/d1f05ae64525f8d0463ee392f30f5d2966fc754af08d02b5f232035789c5de6bw20h20,scarlet-violet
pink-bottle,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
pink-cup,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
pink-nectar,https://cdn.pokedb.org/c8b05648cadbe7dfba5de3d28189275f9313be79b11382dd9876b127c7437cbe,https://cdn.pokedb.org/c8b05648cadbe7dfba5de3d28189275f9313be79b11382dd9876b127c7437cbew20h20,scarlet-violet
pink-nectar,https://cdn.pokedb.org/82935acbc9b94bd9520b028752bead6f5124c5413cf20bba73f4003953ba1743,https://cdn.pokedb.org/82935acbc9b94bd9520b028752bead6f5124c5413cf20bba73f4003953ba1743w20h20,sun-moon
pink-petal,https://cdn.pokedb.org/1c294f9f94fb06bcf9e4c94bbf25e378d7a76f73e4adb27d0618c5abe69c885f,https://cdn.pokedb.org/1c294f9f94fb06bcf9e4c94bbf25e378d7a76f73e4adb27d0618c5abe69c885fw20h20,ultra-sun-ultra-moon
pink-petal,https://cdn.pokedb.org/194373e480e4cd24234fe8e5c6d56e03a5129b279719f54d5bcc7bb2c51f7b55,https://cdn.pokedb.org/194373e480e4cd24234fe8e5c6d56e03a5129b279719f54d5bcc7bb2c51f7b55w20h20,ultra-sun-ultra-moon
pink-scarf,https://cdn.pokedb.org/3a43f8faa6eb5c0d2531bbf5149e74c1c32f38c241c459f1895ea0ce4cf14404,https://cdn.pokedb.org/3a43f8faa6eb5c0d2531bbf5149e74c1c32f38c241c459f1895ea0ce4cf14404w20h20,firered-leafgreen
pink-scarf,https://cdn.pokedb.org/df13287247ee8f4b01564dd955d309183aa3cdb3a2d2d755c6919c32638e820a,https://cdn.pokedb.org/df13287247ee8f4b01564dd955d309183aa3cdb3a2d2d755c6919c32638e820aw20h20,brilliant-diamond-shining-pearl
pink-tablecloth,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
pinsir-candy,https://cdn.pokedb.org/d69492d01e3477dc98771893065ac1e623f78e3b17eaf69177e82496a8ace92d,https://cdn.pokedb.org/d69492d01e3477dc98771893065ac1e623f78e3b17eaf69177e82496a8ace92dw20h20,go
pinsirite,https://cdn.pokedb.org/765c277f98d394d560fc4bc9032a7a89a8163269eaad616ae93523f6104f4d2b,https://cdn.pokedb.org/765c277f98d394d560fc4bc9032a7a89a8163269eaad616ae93523f6104f4d2bw20h20,x-y
pixie-plate,https://cdn.pokedb.org/3c9900aa100898fd8cceac7a9ac3665b792c7bebbcad2854d4d6af635871f91e,https://cdn.pokedb.org/3c9900aa100898fd8cceac7a9ac3665b792c7bebbcad2854d4d6af635871f91ew20h20,brilliant-diamond-shining-pearl
pixie-plate,https://cdn.pokedb.org/fb81ed0ec8eb461bb9fe29315f0a23009665e6c0e5ce67d6cb70622a3154cc9f,https://cdn.pokedb.org/fb81ed0ec8eb461bb9fe29315f0a23009665e6c0e5ce67d6cb70622a3154cc9fw20h20,x-y
pixie-plate,https://cdn.pokedb.org/dbe03a8ea1bb69e7b467647e1cae371300c872a7aedf6fcf0286e267da2c14cb,https://cdn.pokedb.org/dbe03a8ea1bb69e7b467647e1cae371300c872a7aedf6fcf0286e267da2c14cbw20h20,scarlet-violet
plaid-tablecloth-b,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
plaid-tablecloth-r,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
plaid-tablecloth-y,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
plasma-card,https://cdn.pokedb.org/aebb0a7a860b870f67400485c49f5e85318342849f81e2732b46bd7687dc73ff,https://cdn.pokedb.org/aebb0a7a860b870f67400485c49f5e85318342849f81e2732b46bd7687dc73ffw20h20,black-2-white-2
plasma-card,https://cdn.pokedb.org/97c2fa2619b6371f1af7f327efdf280261b8a8c7539b5f50a9867acda086c5e1,https://cdn.pokedb.org/97c2fa2619b6371f1af7f327efdf280261b8a8c7539b5f50a9867acda086c5e1w20h20,black-2-white-2
plume-fossil,https://cdn.pokedb.org/04ba0204de31928a9c6b1372b8b577f5f97f5cef14aabe43573f820424a08107,https://cdn.pokedb.org/04ba0204de31928a9c6b1372b8b577f5f97f5cef14aabe43573f820424a08107w20h20,black-white
poffin-case,https://cdn.pokedb.org/4f20ceafaf44ff615f61fe762ca46eb360e98c39c3104936265f90bd947c7deb,https://cdn.pokedb.org/4f20ceafaf44ff615f61fe762ca46eb360e98c39c3104936265f90bd947c7debw20h20,brilliant-diamond-shining-pearl
poffin-case,https://cdn.pokedb.org/b12b9bae9a7ed19bbc5df69bf3e69732196528da9a7c409ad39a5af2d388febf,https://cdn.pokedb.org/b12b9bae9a7ed19bbc5df69bf3e69732196528da9a7c409ad39a5af2d388febfw20h20,diamond-pearl
point-card,https://cdn.pokedb.org/56345e1899835e50b52c3b49858a4eff33030a4daf3ddd98a395341e68c9dd2e,https://cdn.pokedb.org/56345e1899835e50b52c3b49858a4eff33030a4daf3ddd98a395341e68c9dd2ew20h20,brilliant-diamond-shining-pearl
point-card,https://cdn.pokedb.org/cc974c3250a83efbc2fd0518495447e2a5627cf1d4fa207b41acbaec12d5ef17,https://cdn.pokedb.org/cc974c3250a83efbc2fd0518495447e2a5627cf1d4fa207b41acbaec12d5ef17w20h20,diamond-pearl
poison-barb,https://cdn.pokedb.org/83b274fb542ae754958feef999e8018f75e6f0d237d67def5806c72659ac3e0b,https://cdn.pokedb.org/83b274fb542ae754958feef999e8018f75e6f0d237d67def5806c72659ac3e0bw20h20,brilliant-diamond-shining-pearl
poison-barb,https://cdn.pokedb.org/a4f25ad912852d8c1c299f40829490e1804f16d97662efc24606001469c1f232,https://cdn.pokedb.org/a4f25ad912852d8c1c299f40829490e1804f16d97662efc24606001469c1f232w20h20,scarlet-violet
poison-barb,https://cdn.pokedb.org/a1f5d8597d54daa29e13889d890b84c3fa81f1eb2b38a1217d5f9512d1396209,https://cdn.pokedb.org/a1f5d8597d54daa29e13889d890b84c3fa81f1eb2b38a1217d5f9512d1396209w20h20,firered-leafgreen
poison-gem,https://cdn.pokedb.org/1097d152b04cfe6fc74b29501fcf1da60fbdd1473803b11ef3d03a66741f3789,https://cdn.pokedb.org/1097d152b04cfe6fc74b29501fcf1da60fbdd1473803b11ef3d03a66741f3789w20h20,black-white
poison-memory,https://cdn.pokedb.org/1e0374faba6f1c58a2578609f2dcd179f014d6ffdc44ef6e090aa7bfe837c6c6,https://cdn.pokedb.org/1e0374faba6f1c58a2578609f2dcd179f014d6ffdc44ef6e090aa7bfe837c6c6w20h20,sun-moon
poison-tera-shard,https://cdn.pokedb.org/d20b41e980b013b70300b4f3f78027b704f45e6a9485d8758c4cca7b8fd3975a,https://cdn.pokedb.org/d20b41e980b013b70300b4f3f78027b704f45e6a9485d8758c4cca7b8fd3975aw20h20,scarlet-violet
poisonium-z,https://cdn.pokedb.org/edbcef3851f9a9bc644d2a69df64b052a633f0012e8c78fd385cceaeff470e73,https://cdn.pokedb.org/edbcef3851f9a9bc644d2a69df64b052a633f0012e8c78fd385cceaeff470e73w20h20,sun-moon
poisonium-z,https://cdn.pokedb.org/692941324f89065e3a9693a98dd8c97a72e91ae2d3229a7693f070c81febae68,https://cdn.pokedb.org/692941324f89065e3a9693a98dd8c97a72e91ae2d3229a7693f070c81febae68w20h20,sun-moon
poke-ball,https://cdn.pokedb.org/8f6b8047e272ddcdc7bb567e7fbe976d8c6291d8a06561145b93a3103f50a431,https://cdn.pokedb.org/8f6b8047e272ddcdc7bb567e7fbe976d8c6291d8a06561145b93a3103f50a431w20h20,home-mobile
poke-ball,https://cdn.pokedb.org/acc57458a17f1c2a81ad6c51b01b81a358ca26be8ce657b5e57525f75836f638,https://cdn.pokedb.org/acc57458a17f1c2a81ad6c51b01b81a358ca26be8ce657b5e57525f75836f638w20h20,home
poke-ball,https://cdn.pokedb.org/03e67137960998e9c28b4bdef1c4b6dfa76e38f100a29878d84971950dcd181a,https://cdn.pokedb.org/03e67137960998e9c28b4bdef1c4b6dfa76e38f100a29878d84971950dcd181aw20h20,scarlet-violet
poke-ball,https://cdn.pokedb.org/253ef38650bd458c63a17232edcc33c66bcd9e5ba6d9e9ceb79a114eb08da9a3,https://cdn.pokedb.org/253ef38650bd458c63a17232edcc33c66bcd9e5ba6d9e9ceb79a114eb08da9a3w20h20,firered-leafgreen
poke-ball,https://cdn.pokedb.org/66abbb036477b34bc4f9626b0ec62a403a9a8b18919ec2d1901f54e4400e8d4c,https://cdn.pokedb.org/66abbb036477b34bc4f9626b0ec62a403a9a8b18919ec2d1901f54e4400e8d4cw20h20,brilliant-diamond-shining-pearl
poke-ball,https://cdn.pokedb.org/56eb7897fd0a4ddbe8d8b4c2038e8c4454909258da915043f6d0042f87805351,https://cdn.pokedb.org/56eb7897fd0a4ddbe8d8b4c2038e8c4454909258da915043f6d0042f87805351w20h20,legends-arceus
poke-ball,https://cdn.pokedb.org/8888a14e2e8c41d6d985725b16568dd8f75888cdaf222015d3e77acf0ebd6d6b,https://cdn.pokedb.org/8888a14e2e8c41d6d985725b16568dd8f75888cdaf222015d3e77acf0ebd6d6bw20h20,home-mobile
poke-doll,https://cdn.pokedb.org/72128cdef5898d0b571194b00cc3e863178c511e1dac0bdc23aa34720c7ee68b,https://cdn.pokedb.org/72128cdef5898d0b571194b00cc3e863178c511e1dac0bdc23aa34720c7ee68bw20h20,scarlet-violet
poke-doll,https://cdn.pokedb.org/8344b3f20317be2ad14f432e5b3e3befaec1a07bb1843e96185a04e48dc9ee4e,https://cdn.pokedb.org/8344b3f20317be2ad14f432e5b3e3befaec1a07bb1843e96185a04e48dc9ee4ew20h20,firered-leafgreen
poke-doll,https://cdn.pokedb.org/cac292a0df66df017d66d5aba4d068e7371f1093e480942a1f0db5376f23289e,https://cdn.pokedb.org/cac292a0df66df017d66d5aba4d068e7371f1093e480942a1f0db5376f23289ew20h20,brilliant-diamond-shining-pearl
poke-flute,https://cdn.pokedb.org/378076c687cef8906d223cadf62d02cd1c0457132598c503c157f82626ec79c6,https://cdn.pokedb.org/378076c687cef8906d223cadf62d02cd1c0457132598c503c157f82626ec79c6w20h20,x-y
poke-flute,https://cdn.pokedb.org/e11e13776316f77cfa184e05a2f32c5836d9b4df0087615fbbfc380545d1913b,https://cdn.pokedb.org/e11e13776316f77cfa184e05a2f32c5836d9b4df0087615fbbfc380545d1913bw20h20,firered-leafgreen
poke-radar,https://cdn.pokedb.org/6b1f98397cb362c34dd9dcb7cb8bb0112ae4c770fb3573328a2dfac7555960b1,https://cdn.pokedb.org/6b1f98397cb362c34dd9dcb7cb8bb0112ae4c770fb3573328a2dfac7555960b1w20h20,diamond-pearl
poke-radar,https://cdn.pokedb.org/de865a5611a0a63f9f8a4a89eb4ed05f2221d01282ee5c318878b0d98ba3669e,https://cdn.pokedb.org/de865a5611a0a63f9f8a4a89eb4ed05f2221d01282ee5c318878b0d98ba3669ew20h20,brilliant-diamond-shining-pearl
poke-toy,https://cdn.pokedb.org/e548a502287227afb5a86aaf456cca72381c94c1b00cb795ff75e5828958ce2e,https://cdn.pokedb.org/e548a502287227afb5a86aaf456cca72381c94c1b00cb795ff75e5828958ce2ew20h20,black-white
pokeblock-case,https://cdn.pokedb.org/bd8c872758d0929988afd18d89d0d0e7391fa5a94fe2b9b4f32d2374ead900e7,https://cdn.pokedb.org/bd8c872758d0929988afd18d89d0d0e7391fa5a94fe2b9b4f32d2374ead900e7w20h20,firered-leafgreen
pokeblock-kit,https://cdn.pokedb.org/59358d952ae15cfeee7a413f880e67e17ddbc61bd3e9a050b050a9688bbbb1d4,https://cdn.pokedb.org/59358d952ae15cfeee7a413f880e67e17ddbc61bd3e9a050b050a9688bbbb1d4w20h20,platinum
pokemon-box-link,https://cdn.pokedb.org/4d25009212af5704a69d7c794cdff773a25eba3807a32a2806f7dfdacef3d39c,https://cdn.pokedb.org/4d25009212af5704a69d7c794cdff773a25eba3807a32a2806f7dfdacef3d39cw20h20,sword-shield
pokemon-box-link,https://cdn.pokedb.org/113dee210e7eb612dee5f2310fe5a91c29cd956400c4e849453ae04bd8c14df5,https://cdn.pokedb.org/113dee210e7eb612dee5f2310fe5a91c29cd956400c4e849453ae04bd8c14df5w20h20,lets-go-pikachu-lets-go-eevee
polished-mud-ball,https://cdn.pokedb.org/711ab8ca0736ee8a618e4cee692344690fa118f947ea6d5dc0b652e4fb27966a,https://cdn.pokedb.org/711ab8ca0736ee8a618e4cee692344690fa118f947ea6d5dc0b652e4fb27966aw20h20,lets-go-pikachu-lets-go-eevee
poliwag-candy,https://cdn.pokedb.org/1a563c103449ffc929005e9ec112f35fb7632a4c3c0f1af15ffd9a337d2d8ce4,https://cdn.pokedb.org/1a563c103449ffc929005e9ec112f35fb7632a4c3c0f1af15ffd9a337d2d8ce4w20h20,go
poliwag-slime,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
polka-dot-bottle,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
polka-dot-cup,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
polka-dot-tablecloth,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,scarlet-violet
poltchageist-powder,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
pomeg-berry,https://cdn.pokedb.org/c23cb7c7a93cd62e374899b0389b9ba8913f9d430761fd6fb1705377d4fcb7a8,https://cdn.pokedb.org/c23cb7c7a93cd62e374899b0389b9ba8913f9d430761fd6fb1705377d4fcb7a8w20h20,ruby-sapphire
pomeg-berry,https://cdn.pokedb.org/5d2a4a15a5b2d6f6bb67733da42025e9663c63c195e70433a2fcf4cce8a51d22,https://cdn.pokedb.org/5d2a4a15a5b2d6f6bb67733da42025e9663c63c195e70433a2fcf4cce8a51d22w20h20,brilliant-diamond-shining-pearl
pomeg-berry,https://cdn.pokedb.org/8baecb837c20f6046d3580d1100515a544cb0f1caef1a547a538c72f776c2a46,https://cdn.pokedb.org/8baecb837c20f6046d3580d1100515a544cb0f1caef1a547a538c72f776c2a46w20h20,firered-leafgreen
pomeg-berry,https://cdn.pokedb.org/82f0155bebbe6ac8eb3429753765bcae2c0054b9e395a614bb575d2159cf440d,https://cdn.pokedb.org/82f0155bebbe6ac8eb3429753765bcae2c0054b9e395a614bb575d2159cf440dw20h20,scarlet-violet
ponyta-candy,https://cdn.pokedb.org/b9177cf24e31c31f8eda7104834f186e1040366c43902bddb2334b7778465136,https://cdn.pokedb.org/b9177cf24e31c31f8eda7104834f186e1040366c43902bddb2334b7778465136w20h20,go
poochyena-fang,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
porygon-candy,https://cdn.pokedb.org/fc46fc86c4827f0e82434c536c664fb3e99eac121d08402936f843a4e9fc430b,https://cdn.pokedb.org/fc46fc86c4827f0e82434c536c664fb3e99eac121d08402936f843a4e9fc430bw20h20,go
porygon-fragment,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,scarlet-violet
potato-salad,https://cdn.pokedb.org/5fb15765096e2dd5ef91ce54a6fdf3c10b41baa12fb542a85a55ac3ce2e22925,https://cdn.pokedb.org/5fb15765096e2dd5ef91ce54a6fdf3c10b41baa12fb542a85a55ac3ce2e22925w20h20,scarlet-violet
potato-tortilla,https://cdn.pokedb.org/ca0175a95a564815435e774f07757a436a0c5d7901693887e1b7ac2e8bb48274,https://cdn.pokedb.org/ca0175a95a564815435e774f07757a436a0c5d7901693887e1b7ac2e8bb48274w20h20,scarlet-violet
potion,https://cdn.pokedb.org/532497fd7afa596e78a9e61928c4dab6b5131060b614f5a71cf5e30a52e88e89,https://cdn.pokedb.org/532497fd7afa596e78a9e61928c4dab6b5131060b614f5a71cf5e30a52e88e89w20h20,scarlet-violet
potion,https://cdn.pokedb.org/fccb6ff22e4e8a3427977d2919d4c86644abdf60c82065ff4798d9f06ec67e6c,https://cdn.pokedb.org/fccb6ff22e4e8a3427977d2919d4c86644abdf60c82065ff4798d9f06ec67e6cw20h20,legends-arceus
potion,https://cdn.pokedb.org/52d44f8bf056772be8da94af7d76d79f724bcb0ad069f1e776fd8a1de3ac37ba,https://cdn.pokedb.org/52d44f8bf056772be8da94af7d76d79f724bcb0ad069f1e776fd8a1de3ac37baw20h20,firered-leafgreen
potion,https://cdn.pokedb.org/cea48bc43ccb7fbbd0cebd328d5295f76b18921e9c636a31f0cb19dd24280b3e,https://cdn.pokedb.org/cea48bc43ccb7fbbd0cebd328d5295f76b18921e9c636a31f0cb19dd24280b3ew20h20,brilliant-diamond-shining-pearl
potion,https://cdn.pokedb.org/971d88b5f653da86923f155b8fbc311a9b5323f7fa2c6810d4ca37659e801278,https://cdn.pokedb.org/971d88b5f653da86923f155b8fbc311a9b5323f7fa2c6810d4ca37659e801278w20h20,black-white
powder-jar,https://cdn.pokedb.org/1382d5a342f469825909cdc9304ead1b4bde0662c8b9abbb43920a1cffd68970,https://cdn.pokedb.org/1382d5a342f469825909cdc9304ead1b4bde0662c8b9abbb43920a1cffd68970w20h20,firered-leafgreen
power-anklet,https://cdn.pokedb.org/1bbe0a8992078e4b02c3fc384defa095b1e670ccb9df5f9aef612f8eea8d9eb2,https://cdn.pokedb.org/1bbe0a8992078e4b02c3fc384defa095b1e670ccb9df5f9aef612f8eea8d9eb2w20h20,scarlet-violet
power-anklet,https://cdn.pokedb.org/6e91bc9046882fe34e9c9e17c7c0e4e158a4017b219c2bb13f0d0ca41016ca1b,https://cdn.pokedb.org/6e91bc9046882fe34e9c9e17c7c0e4e158a4017b219c2bb13f0d0ca41016ca1bw20h20,diamond-pearl
power-anklet,https://cdn.pokedb.org/541a801fe3a610121e9b15827ecd325923efb7f5d9e4ea4ad909ec6f24a99b69,https://cdn.pokedb.org/541a801fe3a610121e9b15827ecd325923efb7f5d9e4ea4ad909ec6f24a99b69w20h20,brilliant-diamond-shining-pearl
power-band,https://cdn.pokedb.org/ec3c9a0189028464945ed467dc07aabe31f6bff3873e3fee4f4d1d1ef43ad411,https://cdn.pokedb.org/ec3c9a0189028464945ed467dc07aabe31f6bff3873e3fee4f4d1d1ef43ad411w20h20,scarlet-violet
power-band,https://cdn.pokedb.org/efeb85801993111ac06182e1c9f937547d9b095461cd1ef3d09d4e074f0ec6d1,https://cdn.pokedb.org/efeb85801993111ac06182e1c9f937547d9b095461cd1ef3d09d4e074f0ec6d1w20h20,diamond-pearl
power-band,https://cdn.pokedb.org/28c814166f65d4a5a8632888a4bf3bb462c1a130acb21f7367b51a9f49836da8,https://cdn.pokedb.org/28c814166f65d4a5a8632888a4bf3bb462c1a130acb21f7367b51a9f49836da8w20h20,brilliant-diamond-shining-pearl
power-belt,https://cdn.pokedb.org/be736fa0c56d1c7cca80e38ee35682094491b8e99a1e92308b4a3fadf7a7d3fc,https://cdn.pokedb.org/be736fa0c56d1c7cca80e38ee35682094491b8e99a1e92308b4a3fadf7a7d3fcw20h20,scarlet-violet
power-belt,https://cdn.pokedb.org/c91c83e1e19187aadf41f99208dfc13c03c67168dcd635df04780dcdfd270fb2,https://cdn.pokedb.org/c91c83e1e19187aadf41f99208dfc13c03c67168dcd635df04780dcdfd270fb2w20h20,diamond-pearl
power-belt,https://cdn.pokedb.org/3af3486fff1c615f520f4752c369ca4df3b6617e69fe602ea64ffb7fd70ffbf4,https://cdn.pokedb.org/3af3486fff1c615f520f4752c369ca4df3b6617e69fe602ea64ffb7fd70ffbf4w20h20,brilliant-diamond-shining-pearl
power-bracer,https://cdn.pokedb.org/109c76f2149aefe97ea791d5ef94a446b11663874c9162c78adc10de662f22f5,https://cdn.pokedb.org/109c76f2149aefe97ea791d5ef94a446b11663874c9162c78adc10de662f22f5w20h20,diamond-pearl
power-bracer,https://cdn.pokedb.org/5704b426b4b344362ef2030b7d825d216d8d480e97135858b043c9fe272d529c,https://cdn.pokedb.org/5704b426b4b344362ef2030b7d825d216d8d480e97135858b043c9fe272d529cw20h20,brilliant-diamond-shining-pearl
power-bracer,https://cdn.pokedb.org/7cb03716d5c26760859237b9e2d146cfaf9b56992126cf1f23be5ac43e9e4737,https://cdn.pokedb.org/7cb03716d5c26760859237b9e2d146cfaf9b56992126cf1f23be5ac43e9e4737w20h20,scarlet-violet
power-herb,https://cdn.pokedb.org/ab8342a61d9e100baddf8e0719ad50e683afeed32ab94b60f0ab7fedc849fe5d,https://cdn.pokedb.org/ab8342a61d9e100baddf8e0719ad50e683afeed32ab94b60f0ab7fedc849fe5dw20h20,brilliant-diamond-shining-pearl
power-herb,https://cdn.pokedb.org/6c57bd3f9de479a3612941b698291e04d33b5604daecacefb728f01c688613fd,https://cdn.pokedb.org/6c57bd3f9de479a3612941b698291e04d33b5604daecacefb728f01c688613fdw20h20,diamond-pearl
power-herb,https://cdn.pokedb.org/6e89b3afc170adeb592be48f49cb0a55f5c2789c82bca6327073fd1cbba74b12,https://cdn.pokedb.org/6e89b3afc170adeb592be48f49cb0a55f5c2789c82bca6327073fd1cbba74b12w20h20,scarlet-violet
power-lens,https://cdn.pokedb.org/7294a6597fa31b8845d6e95128bd3e11c5d3c75987edb26f1a594c1afe8d25bd,https://cdn.pokedb.org/7294a6597fa31b8845d6e95128bd3e11c5d3c75987edb26f1a594c1afe8d25bdw20h20,brilliant-diamond-shining-pearl
power-lens,https://cdn.pokedb.org/debbc688ebda819b689e653ff9df36cd9517797d403e05cce79676949ebb3251,https://cdn.pokedb.org/debbc688ebda819b689e653ff9df36cd9517797d403e05cce79676949ebb3251w20h20,scarlet-violet
power-lens,https://cdn.pokedb.org/9ccb873e7277f75f9ba65fdc2acbbb158ec7a8f29ee1171a52e9ce93a070c6d4,https://cdn.pokedb.org/9ccb873e7277f75f9ba65fdc2acbbb158ec7a8f29ee1171a52e9ce93a070c6d4w20h20,diamond-pearl
power-plant-pass,https://cdn.pokedb.org/586ce46b7649d2206f2c2f84bc7d0438eaa2702daa9274b54135baf2b78b3e07,https://cdn.pokedb.org/586ce46b7649d2206f2c2f84bc7d0438eaa2702daa9274b54135baf2b78b3e07w20h20,x-y
power-up-pocket,https://cdn.pokedb.org/38a7ed391369bd2452314cc4bd69daf8138bd8e007b5caab7afc71ad6947ed37,https://cdn.pokedb.org/38a7ed391369bd2452314cc4bd69daf8138bd8e007b5caab7afc71ad6947ed37w20h20,lets-go-pikachu-lets-go-eevee
power-weight,https://cdn.pokedb.org/4cd542655aedaa50cf1ca729e94f8f838b978e966eb146299cefe4b3811dde05,https://cdn.pokedb.org/4cd542655aedaa50cf1ca729e94f8f838b978e966eb146299cefe4b3811dde05w20h20,diamond-pearl
power-weight,https://cdn.pokedb.org/abddb41a5cdbb5115c3220395ddb101b8b131608276d4eda1ba3621b305078c3,https://cdn.pokedb.org/abddb41a5cdbb5115c3220395ddb101b8b131608276d4eda1ba3621b305078c3w20h20,scarlet-violet
power-weight,https://cdn.pokedb.org/4ac2098550b1671da01ee7a06f99ae6f88430dca6116a0539b1ce7e996e6d10e,https://cdn.pokedb.org/4ac2098550b1671da01ee7a06f99ae6f88430dca6116a0539b1ce7e996e6d10ew20h20,brilliant-diamond-shining-pearl
pp-max,https://cdn.pokedb.org/11acab505c0128d2d430c4e603376d03ec727d0a6c6d40daca2ac8b3242ed1d7,https://cdn.pokedb.org/11acab505c0128d2d430c4e603376d03ec727d0a6c6d40daca2ac8b3242ed1d7w20h20,brilliant-diamond-shining-pearl
pp-max,https://cdn.pokedb.org/07245dcfaa923f6ff65be69ded39de043ffd91e0cd352c815b68b016c2eb4e3b,https://cdn.pokedb.org/07245dcfaa923f6ff65be69ded39de043ffd91e0cd352c815b68b016c2eb4e3bw20h20,scarlet-violet
