move_id,version_identifier,flavor_text
315,ultra-sun-ultra-moon,The user attacks the target at full power. The attack’s recoil harshly lowers the user’s Sp. Atk stat.
315,x-y,The user attacks the target at full power. The attack’s recoil harshly lowers the user’s Sp. Atk stat.
316,black-2-white-2,Enables a Ghost-type target to be hit with Normal- and Fighting-type attacks. It also enables an evasive target to be hit.
316,black-white,Enables a Ghost-type target to be hit with Normal- and Fighting-type attacks. It also enables an evasive target to be hit.
316,diamond-pearl,Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.
316,emerald,Negates the foe’s efforts to heighten evasiveness.
316,firered-leafgreen,Completely negates the foe’s efforts to heighten its ability to evade.
316,heartgold-soulsilver,Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.
316,lets-go-pikachu-lets-go-eevee,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.
316,omega-ruby-alpha-sapphire,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.
316,platinum,Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.
316,ruby-sapphire,Negates the foe’s efforts to heighten evasiveness.
316,sun-moon,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.
316,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
316,ultra-sun-ultra-moon,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.
316,x-y,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.
317,black-2-white-2,Boulders are hurled at the target. It also lowers the target’s Speed by preventing its movement.
317,black-white,Boulders are hurled at the target. It also lowers the target’s Speed by preventing its movement.
317,diamond-pearl,Boulders are hurled at the foe. It also lowers the foe’s Speed by preventing its movement.
317,emerald,Stops the foe from moving with rocks and cuts SPEED.
317,firered-leafgreen,Boulders are hurled at the foe. It also lowers the foe’s SPEED if it hits.
317,heartgold-soulsilver,Boulders are hurled at the foe. It also lowers the foe’s Speed by preventing its movement.
317,lets-go-pikachu-lets-go-eevee,Boulders are hurled at the target. This also lowers the target’s Speed stat by preventing its movement.
317,omega-ruby-alpha-sapphire,Boulders are hurled at the target. This also lowers the target’s Speed stat by preventing its movement.
317,platinum,Boulders are hurled at the foe. It also lowers the foe’s Speed by preventing its movement.
317,ruby-sapphire,Stops the foe from moving with rocks and cuts SPEED.
317,sun-moon,Boulders are hurled at the target. This also lowers the target’s Speed stat by preventing its movement.
317,sword-shield,Boulders are hurled at the target. This also lowers the target’s Speed stat by preventing its movement.
317,ultra-sun-ultra-moon,Boulders are hurled at the target. This also lowers the target’s Speed stat by preventing its movement.
317,x-y,Boulders are hurled at the target. This also lowers the target’s Speed stat by preventing its movement.
318,black-2-white-2,The target is attacked with powdery scales blown by wind. It may also raise all the user’s stats.
318,black-white,The target is attacked with powdery scales blown by wind. It may also raise all the user’s stats.
318,diamond-pearl,The foe is attacked with powdery scales blown by wind. It may also raise all the user’s stats.
318,emerald,A powdery attack that may raise abilities.
318,firered-leafgreen,The foe is attacked with a silver dust. It may raise all the user’s stats.
318,heartgold-soulsilver,The foe is attacked with powdery scales blown by wind. It may also raise all the user’s stats.
318,lets-go-pikachu-lets-go-eevee,The target is attacked with powdery scales blown by the wind. This may also raise all the user’s stats.
318,omega-ruby-alpha-sapphire,The target is attacked with powdery scales blown by wind. This may also raise all the user’s stats.
318,platinum,The foe is attacked with powdery scales blown by wind. It may also raise all the user’s stats.
318,ruby-sapphire,A powdery attack that may raise abilities.
318,sun-moon,The target is attacked with powdery scales blown by the wind. This may also raise all the user’s stats.
318,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
318,ultra-sun-ultra-moon,The target is attacked with powdery scales blown by the wind. This may also raise all the user’s stats.
318,x-y,The target is attacked with powdery scales blown by wind. This may also raise all the user’s stats.
319,black-2-white-2,A horrible sound like scraping metal harshly reduces the target’s Sp. Def stat.
319,black-white,A horrible sound like scraping metal harshly reduces the target’s Sp. Def stat.
319,diamond-pearl,A horrible sound like scraping metal is emitted to sharply reduce the foe’s Sp. Def stat.
319,emerald,Emits a horrible screech that sharply lowers SP. DEF.
319,firered-leafgreen,A horrible metallic screech is used to sharply lower the foe’s SP. DEF.
319,heartgold-soulsilver,A horrible sound like scraping metal is emitted to sharply reduce the foe’s Sp. Def stat.
319,lets-go-pikachu-lets-go-eevee,A horrible sound like scraping metal harshly lowers the target’s Sp. Def stat.
319,omega-ruby-alpha-sapphire,A horrible sound like scraping metal harshly lowers the target’s Sp. Def stat.
319,platinum,A horrible sound like scraping metal is emitted to sharply reduce the foe’s Sp. Def stat.
319,ruby-sapphire,Emits a horrible screech that sharply lowers SP. DEF.
319,sun-moon,A horrible sound like scraping metal harshly lowers the target’s Sp. Def stat.
319,sword-shield,A horrible sound like scraping metal harshly lowers the target’s Sp. Def stat.
319,ultra-sun-ultra-moon,A horrible sound like scraping metal harshly lowers the target’s Sp. Def stat.
319,x-y,A horrible sound like scraping metal harshly lowers the target’s Sp. Def stat.
320,black-2-white-2,The user plays a pleasant melody that lulls the target into a deep sleep.
320,black-white,The user plays a pleasant melody that lulls the target into a deep sleep.
320,diamond-pearl,The user plays a pleasant melody that lulls the foe into a deep sleep.
320,emerald,Lulls the foe into sleep with a pleasant melody.
320,firered-leafgreen,A pleasant melody is played to lull the foe into a deep sleep.
320,heartgold-soulsilver,The user plays a pleasant melody that lulls the foe into a deep sleep.
320,lets-go-pikachu-lets-go-eevee,The user plays a pleasant melody that lulls the target into a deep sleep.
320,omega-ruby-alpha-sapphire,The user plays a pleasant melody that lulls the target into a deep sleep.
320,platinum,The user plays a pleasant melody that lulls the foe into a deep sleep.
320,ruby-sapphire,Lulls the foe into sleep with a pleasant melody.
320,sun-moon,The user plays a pleasant melody that lulls the target into a deep sleep.
320,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
320,ultra-sun-ultra-moon,The user plays a pleasant melody that lulls the target into a deep sleep.
320,x-y,The user plays a pleasant melody that lulls the target into a deep sleep.
321,black-2-white-2,"The user tickles the target into laughing, reducing its Attack and Defense stats."
321,black-white,"The user tickles the target into laughing, reducing its Attack and Defense stats."
321,diamond-pearl,"The user tickles the foe into laughing, reducing its Attack and Defense stats."
321,emerald,Makes the foe laugh to lower ATTACK and DEFENSE.
321,firered-leafgreen,"The foe is made to laugh, reducing its ATTACK and DEFENSE stats."
321,heartgold-soulsilver,"The user tickles the foe into laughing, reducing its Attack and Defense stats."
321,lets-go-pikachu-lets-go-eevee,"The user tickles the target into laughing, reducing its Attack and Defense stats."
321,omega-ruby-alpha-sapphire,"The user tickles the target into laughing, reducing its Attack and Defense stats."
321,platinum,"The user tickles the foe into laughing, reducing its Attack and Defense stats."
321,ruby-sapphire,Makes the foe laugh to lower ATTACK and DEFENSE.
321,sun-moon,"The user tickles the target into laughing, reducing its Attack and Defense stats."
321,sword-shield,"The user tickles the target into laughing, reducing its Attack and Defense stats."
321,ultra-sun-ultra-moon,"The user tickles the target into laughing, reducing its Attack and Defense stats."
321,x-y,"The user tickles the target into laughing, reducing its Attack and Defense stats."
322,black-2-white-2,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,black-white,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,diamond-pearl,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,emerald,Raises DEFENSE and SP. DEF with a mystic power.
322,firered-leafgreen,The user absorbs a mystic power to raise its DEFENSE and SP. DEF.
322,heartgold-soulsilver,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,lets-go-pikachu-lets-go-eevee,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,omega-ruby-alpha-sapphire,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,platinum,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,ruby-sapphire,Raises DEFENSE and SP. DEF with a mystic power.
322,sun-moon,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,sword-shield,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,ultra-sun-ultra-moon,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
322,x-y,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
323,black-2-white-2,"The user spouts water to damage the opposing team. The lower the user’s HP, the less powerful it becomes."
323,black-white,"The user spouts water to damage the opposing team. The lower the user’s HP, the less powerful it becomes."
323,diamond-pearl,"The user spouts water to damage the foe. The lower the user’s HP, the less powerful it becomes."
323,emerald,Inflicts more damage if the user’s HP is high.
323,firered-leafgreen,"The higher the user’s HP, the more powerful this attack becomes."
323,heartgold-soulsilver,"The user spouts water to damage the foe. The lower the user’s HP, the less powerful it becomes."
323,lets-go-pikachu-lets-go-eevee,"The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power."
323,omega-ruby-alpha-sapphire,"The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power."
323,platinum,"The user spouts water to damage the foe. The lower the user’s HP, the less powerful it becomes."
323,ruby-sapphire,Inflicts more damage if the user’s HP is high.
323,sun-moon,"The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power."
323,sword-shield,"The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power."
323,ultra-sun-ultra-moon,"The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power."
323,x-y,"The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power."
324,black-2-white-2,The user attacks with a sinister beam of light. It may also confuse the target.
324,black-white,The user attacks with a sinister beam of light. It may also confuse the target.
324,diamond-pearl,The user attacks with a sinister beam of light. It may also confuse the target.
324,emerald,A strange beam attack that may confuse the foe.
324,firered-leafgreen,The foe is hit with a flashing beam that may also cause confusion.
324,heartgold-soulsilver,The user attacks with a sinister beam of light. It may also confuse the target.
324,lets-go-pikachu-lets-go-eevee,The user attacks with a sinister beam of light. This may also confuse the target.
324,omega-ruby-alpha-sapphire,The user attacks with a sinister beam of light. This may also confuse the target.
324,platinum,The user attacks with a sinister beam of light. It may also confuse the target.
324,ruby-sapphire,A strange beam attack that may confuse the foe.
324,sun-moon,The user attacks with a sinister beam of light. This may also confuse the target.
324,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
324,ultra-sun-ultra-moon,The user attacks with a sinister beam of light. This may also confuse the target.
324,x-y,The user attacks with a sinister beam of light. This may also confuse the target.
325,black-2-white-2,The user throws a punch from the shadows. The punch lands without fail.
325,black-white,The user throws a punch from the shadows. The punch lands without fail.
325,diamond-pearl,The user throws a punch at the foe from the shadows. The punch lands without fail.
325,emerald,An unavoidable punch that is thrown from shadows.
325,firered-leafgreen,The user throws a punch from the shadows. It cannot be evaded.
325,heartgold-soulsilver,The user throws a punch at the foe from the shadows. The punch lands without fail.
325,lets-go-pikachu-lets-go-eevee,The user throws a punch from the shadows. This attack never misses.
325,omega-ruby-alpha-sapphire,The user throws a punch from the shadows. This attack never misses.
325,platinum,The user throws a punch at the foe from the shadows. The punch lands without fail.
325,ruby-sapphire,An unavoidable punch that is thrown from shadows.
325,sun-moon,The user throws a punch from the shadows. This attack never misses.
325,sword-shield,The user throws a punch from the shadows. This attack never misses.
325,ultra-sun-ultra-moon,The user throws a punch from the shadows. This attack never misses.
325,x-y,The user throws a punch from the shadows. This attack never misses.
326,black-2-white-2,"The user attacks with an odd, unseeable power. It may also make the target flinch."
326,black-white,"The user attacks with an odd, unseeable power. It may also make the target flinch."
326,diamond-pearl,"The user attacks with an odd, unseeable power. It may also make the foe flinch."
326,emerald,Attacks with a peculiar power. May cause flinching.
326,firered-leafgreen,The user attacks with an odd power that may make the foe flinch.
326,heartgold-soulsilver,"The user attacks with an odd, unseeable power. It may also make the foe flinch."
326,lets-go-pikachu-lets-go-eevee,"The user attacks with an odd, unseeable power. This may also make the target flinch."
326,omega-ruby-alpha-sapphire,"The user attacks with an odd, unseeable power. This may also make the target flinch."
326,platinum,"The user attacks with an odd, unseeable power. It may also make the foe flinch."
326,ruby-sapphire,Attacks with a peculiar power. May cause flinching.
326,sun-moon,"The user attacks with an odd, unseeable power. This may also make the target flinch."
326,sword-shield,"The user attacks with an odd, unseeable power. This may also make the target flinch."
326,ultra-sun-ultra-moon,"The user attacks with an odd, unseeable power. This may also make the target flinch."
326,x-y,"The user attacks with an odd, unseeable power. This may also make the target flinch."
327,black-2-white-2,The user attacks the target with an uppercut thrown skyward with force.
327,black-white,The user attacks the target with an uppercut thrown skyward with force.
327,diamond-pearl,The user attacks the foe with an uppercut thrown skyward with force.
327,emerald,An uppercut thrown as if leaping into the sky.
327,firered-leafgreen,The user attacks with an uppercut thrown skywards with force.
327,heartgold-soulsilver,The user attacks the foe with an uppercut thrown skyward with force.
327,lets-go-pikachu-lets-go-eevee,The user attacks the target with an uppercut thrown skyward with force.
327,omega-ruby-alpha-sapphire,The user attacks the target with an uppercut thrown skyward with force.
327,platinum,The user attacks the foe with an uppercut thrown skyward with force.
327,ruby-sapphire,An uppercut thrown as if leaping into the sky.
327,sun-moon,The user attacks the target with an uppercut thrown skyward with force.
327,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
327,ultra-sun-ultra-moon,The user attacks the target with an uppercut thrown skyward with force.
327,x-y,The user attacks the target with an uppercut thrown skyward with force.
328,black-2-white-2,The user traps the target inside a harshly raging sandstorm for four to five turns.
328,black-white,The user traps the target inside a harshly raging sandstorm for four to five turns.
328,diamond-pearl,The user traps the foe inside a harshly raging sandstorm for two to five turns.
328,emerald,Traps and hurts the foe in quicksand for 2 to 5 turns.
328,firered-leafgreen,The foe is trapped inside a painful sandstorm for two to five turns.
328,heartgold-soulsilver,The user traps the foe inside a harshly raging sandstorm for two to five turns.
328,lets-go-pikachu-lets-go-eevee,The user traps the target inside a harshly raging sandstorm for four to five turns.
328,omega-ruby-alpha-sapphire,The user traps the target inside a harshly raging sandstorm for four to five turns.
328,platinum,The user traps the foe inside a harshly raging sandstorm for two to five turns.
328,ruby-sapphire,Traps and hurts the foe in quicksand for 2 to 5 turns.
328,sun-moon,The user traps the target inside a harshly raging sandstorm for four to five turns.
328,sword-shield,The user traps the target inside a harshly raging sandstorm for four to five turns.
328,ultra-sun-ultra-moon,The user traps the target inside a harshly raging sandstorm for four to five turns.
328,x-y,The user traps the target inside a harshly raging sandstorm for four to five turns.
329,black-2-white-2,The target is attacked with a blast of absolute-zero cold. The target instantly faints if it hits.
329,black-white,The target is attacked with a blast of absolute-zero cold. The target instantly faints if it hits.
329,diamond-pearl,The foe is attacked with a blast of absolute-zero cold. The foe instantly faints if it hits.
329,emerald,A chilling attack that causes fainting if it hits.
329,firered-leafgreen,The foe is attacked with ultimate cold that causes fainting if it hits.
329,heartgold-soulsilver,The foe is attacked with a blast of absolute-zero cold. The foe instantly faints if it hits.
329,lets-go-pikachu-lets-go-eevee,The target faints instantly. It’s less likely to hit the target if it’s used by Pokémon other than Ice types.
329,omega-ruby-alpha-sapphire,The target is attacked with a blast of absolute-zero cold. The target faints instantly if this attack hits.
329,platinum,The foe is attacked with a blast of absolute-zero cold. The foe instantly faints if it hits.
329,ruby-sapphire,A chilling attack that causes fainting if it hits.
329,sun-moon,The target faints instantly. It’s less likely to hit the target if it’s used by Pokémon other than Ice types.
329,sword-shield,The target faints instantly. It’s less likely to hit the target if it’s used by Pokémon other than Ice types.
329,ultra-sun-ultra-moon,The target faints instantly. It’s less likely to hit the target if it’s used by Pokémon other than Ice types.
329,x-y,The target is attacked with a blast of absolute-zero cold. The target faints instantly if this attack hits.
330,black-2-white-2,The user attacks by shooting muddy water at the opposing team. It may also lower the targets’ accuracy.
330,black-white,The user attacks by shooting muddy water at the opposing team. It may also lower the targets’ accuracy.
330,diamond-pearl,The user attacks by shooting out muddy water. It may also lower the foe’s accuracy.
330,emerald,Attacks with muddy water. May lower accuracy.
330,firered-leafgreen,The user attacks with muddy water. It may also lower the foe’s accuracy.
330,heartgold-soulsilver,The user attacks by shooting out muddy water. It may also lower the foe’s accuracy.
330,lets-go-pikachu-lets-go-eevee,The user attacks by shooting muddy water at the opposing Pokémon. This may also lower their accuracy.
330,omega-ruby-alpha-sapphire,The user attacks by shooting muddy water at the opposing Pokémon. This may also lower their accuracy.
330,platinum,The user attacks by shooting out muddy water. It may also lower the foe’s accuracy.
330,ruby-sapphire,Attacks with muddy water. May lower accuracy.
330,sun-moon,The user attacks by shooting muddy water at the opposing Pokémon. This may also lower their accuracy.
330,sword-shield,The user attacks by shooting muddy water at opposing Pokémon. This may also lower their accuracy.
330,ultra-sun-ultra-moon,The user attacks by shooting muddy water at the opposing Pokémon. This may also lower their accuracy.
330,x-y,The user attacks by shooting muddy water at the opposing Pokémon. This may also lower their accuracy.
331,black-2-white-2,The user forcefully shoots seeds at the target. Two to five seeds are shot in rapid succession.
331,black-white,The user forcefully shoots seeds at the target. Two to five seeds are shot in rapid succession.
331,diamond-pearl,The user forcefully shoots seeds at the foe. Two to five seeds are shot in rapid succession.
331,emerald,Shoots 2 to 5 seeds in a row to strike the foe.
331,firered-leafgreen,The user shoots seeds at the foe. Two to five seeds are shot at once.
331,heartgold-soulsilver,The user forcefully shoots seeds at the foe. Two to five seeds are shot in rapid succession.
331,lets-go-pikachu-lets-go-eevee,The user forcefully shoots seeds at the target two to five times in a row.
331,omega-ruby-alpha-sapphire,The user forcefully shoots seeds at the target two to five times in a row.
331,platinum,The user forcefully shoots seeds at the foe. Two to five seeds are shot in rapid succession.
331,ruby-sapphire,Shoots 2 to 5 seeds in a row to strike the foe.
331,sun-moon,The user forcefully shoots seeds at the target two to five times in a row.
331,sword-shield,The user forcefully shoots seeds at the target two to five times in a row.
331,ultra-sun-ultra-moon,The user forcefully shoots seeds at the target two to five times in a row.
331,x-y,The user forcefully shoots seeds at the target two to five times in a row.
332,black-2-white-2,"The user confounds the target with speed, then slashes. The attack lands without fail."
332,black-white,"The user confounds the target with speed, then slashes. The attack lands without fail."
332,diamond-pearl,"The user confounds the foe with speed, then slashes. The attack lands without fail."
332,emerald,An extremely speedy and unavoidable attack.
332,firered-leafgreen,An extremely fast attack against one target. It can’t be evaded.
332,heartgold-soulsilver,"The user confounds the foe with speed, then slashes. The attack lands without fail."
332,lets-go-pikachu-lets-go-eevee,"The user confounds the target with speed, then slashes. This attack never misses."
332,omega-ruby-alpha-sapphire,"The user confounds the target with speed, then slashes. This attack never misses."
332,platinum,"The user confounds the foe with speed, then slashes. The attack lands without fail."
332,ruby-sapphire,An extremely speedy and unavoidable attack.
332,sun-moon,"The user confounds the target with speed, then slashes. This attack never misses."
332,sword-shield,"The user confounds the target with speed, then slashes. This attack never misses."
332,ultra-sun-ultra-moon,"The user confounds the target with speed, then slashes. This attack never misses."
332,x-y,"The user confounds the target with speed, then slashes. This attack never misses."
333,black-2-white-2,The user launches sharp icicles at the target. It strikes two to five times in a row.
333,black-white,The user launches sharp icicles at the target. It strikes two to five times in a row.
333,diamond-pearl,The user launches sharp icicles at the foe. It strikes two to five times in a row.
333,emerald,Attacks the foe by firing 2 to 5 icicles in a row.
333,firered-leafgreen,Sharp icicles are fired at the foe. It strikes two to five times.
333,heartgold-soulsilver,The user launches sharp icicles at the foe. It strikes two to five times in a row.
333,lets-go-pikachu-lets-go-eevee,The user launches sharp icicles at the target two to five times in a row.
333,omega-ruby-alpha-sapphire,The user launches sharp icicles at the target two to five times in a row.
333,platinum,The user launches sharp icicles at the foe. It strikes two to five times in a row.
333,ruby-sapphire,Attacks the foe by firing 2 to 5 icicles in a row.
333,sun-moon,The user launches sharp icicles at the target two to five times in a row.
333,sword-shield,The user launches sharp icicles at the target two to five times in a row.
333,ultra-sun-ultra-moon,The user launches sharp icicles at the target two to five times in a row.
333,x-y,The user launches sharp icicles at the target two to five times in a row.
334,black-2-white-2,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,black-white,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,diamond-pearl,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,emerald,Hardens the body’s surface to sharply raise DEFENSE.
334,firered-leafgreen,The user hardens its body’s surface to sharply raise its DEFENSE stat.
334,heartgold-soulsilver,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,lets-go-pikachu-lets-go-eevee,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,omega-ruby-alpha-sapphire,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,platinum,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,ruby-sapphire,Hardens the body’s surface to sharply raise DEFENSE.
334,sun-moon,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,sword-shield,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,ultra-sun-ultra-moon,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
334,x-y,"The user hardens its body’s surface like iron, sharply raising its Defense stat."
335,black-2-white-2,The user blocks the target’s way with arms spread wide to prevent escape.
335,black-white,The user blocks the target’s way with arms spread wide to prevent escape.
335,diamond-pearl,The user blocks the foe’s way with arms spread wide to prevent escape.
335,emerald,Blocks the foe’s way to prevent escape.
335,firered-leafgreen,The user blocks the foe’s way with arms spread wide to prevent escape.
335,heartgold-soulsilver,The user blocks the foe’s way with arms spread wide to prevent escape.
335,lets-go-pikachu-lets-go-eevee,The user blocks the target’s way with arms spread wide to prevent escape.
335,omega-ruby-alpha-sapphire,The user blocks the target’s way with arms spread wide to prevent escape.
335,platinum,The user blocks the foe’s way with arms spread wide to prevent escape.
335,ruby-sapphire,Blocks the foe’s way to prevent escape.
335,sun-moon,The user blocks the target’s way with arms spread wide to prevent escape.
335,sword-shield,The user blocks the target’s way with arms spread wide to prevent escape.
335,ultra-sun-ultra-moon,The user blocks the target’s way with arms spread wide to prevent escape.
335,x-y,The user blocks the target’s way with arms spread wide to prevent escape.
336,black-2-white-2,"The user howls loudly to raise its spirit, boosting its Attack stat."
336,black-white,"The user howls loudly to raise its spirit, boosting its Attack stat."
336,diamond-pearl,"The user howls loudly to raise its spirit, boosting its Attack stat."
336,emerald,Howls to raise the spirit and boosts ATTACK.
336,firered-leafgreen,The user howls to raise its spirit and boost its ATTACK stat.
336,heartgold-soulsilver,"The user howls loudly to raise its spirit, boosting its Attack stat."
336,lets-go-pikachu-lets-go-eevee,"The user howls loudly to raise its spirit, which raises its Attack stat."
336,omega-ruby-alpha-sapphire,"The user howls loudly to raise its spirit, which raises its Attack stat."
336,platinum,"The user howls loudly to raise its spirit, boosting its Attack stat."
336,ruby-sapphire,Howls to raise the spirit and boosts ATTACK.
336,sun-moon,"The user howls loudly to raise its spirit, which raises its Attack stat."
336,sword-shield,The user howls loudly to raise the spirit of itself and allies. This raises their Attack stats.
336,ultra-sun-ultra-moon,"The user howls loudly to raise its spirit, which raises its Attack stat."
336,x-y,"The user howls loudly to raise its spirit, which raises its Attack stat."
337,black-2-white-2,"The user slashes the target with huge, sharp claws."
337,black-white,"The user slashes the target with huge, sharp claws."
337,diamond-pearl,"The user slashes the foe with huge, sharp claws."
337,emerald,Slashes the foe with sharp claws.
337,firered-leafgreen,"Sharp, huge claws hook and slash the foe quickly and with great power."
337,heartgold-soulsilver,"The user slashes the foe with huge, sharp claws."
337,lets-go-pikachu-lets-go-eevee,The user slashes the target with huge sharp claws.
337,omega-ruby-alpha-sapphire,"The user slashes the target with huge, sharp claws."
337,platinum,"The user slashes the foe with huge, sharp claws."
337,ruby-sapphire,Slashes the foe with sharp claws.
337,sun-moon,The user slashes the target with huge sharp claws.
337,sword-shield,The user slashes the target with huge sharp claws.
337,ultra-sun-ultra-moon,The user slashes the target with huge sharp claws.
337,x-y,"The user slashes the target with huge, sharp claws."
338,black-2-white-2,The user slams the target with an enormous tree. The user can’t move on the next turn.
338,black-white,The user slams the target with an enormous tree. The user can’t move on the next turn.
338,diamond-pearl,The foe is slammed with an enormous tree. The user can’t move on the next turn.
338,emerald,"Powerful, but leaves the user immobile the next turn."
338,firered-leafgreen,The foe is hit with an enormous branch. The user can’t move on the next turn.
338,heartgold-soulsilver,The foe is slammed with an enormous tree. The user can’t move on the next turn.
338,lets-go-pikachu-lets-go-eevee,The user slams the target with an enormous tree. The user can’t move on the next turn.
338,omega-ruby-alpha-sapphire,The user slams the target with an enormous tree. The user can’t move on the next turn.
338,platinum,The foe is slammed with an enormous tree. The user can’t move on the next turn.
338,ruby-sapphire,"Powerful, but leaves the user immobile the next turn."
338,sun-moon,The user slams the target with an enormous tree. The user can’t move on the next turn.
338,sword-shield,The user slams the target with the roots of an enormous tree. The user can’t move on the next turn.
338,ultra-sun-ultra-moon,The user slams the target with an enormous tree. The user can’t move on the next turn.
338,x-y,The user slams the target with an enormous tree. The user can’t move on the next turn.
339,black-2-white-2,"The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats."
339,black-white,"The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats."
339,diamond-pearl,"The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats."
339,emerald,Bulks up the body to boost both ATTACK and DEFENSE.
339,firered-leafgreen,The user bulks up its body to boost both its ATTACK and DEFENSE stats.
339,heartgold-soulsilver,"The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats."
339,lets-go-pikachu-lets-go-eevee,"The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
339,omega-ruby-alpha-sapphire,"The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
339,platinum,"The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats."
339,ruby-sapphire,Bulks up the body to boost both ATTACK and DEFENSE.
339,sun-moon,"The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
339,sword-shield,"The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
339,ultra-sun-ultra-moon,"The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
339,x-y,"The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
340,black-2-white-2,"The user bounces up high, then drops on the target on the second turn. It may also leave the target with paralysis."
340,black-white,"The user bounces up high, then drops on the target on the second turn. It may also leave the target with paralysis."
340,diamond-pearl,"The user bounces up high, then drops on the foe on the second turn. It may also paralyze the foe."
340,emerald,"Bounces up, then down the next turn. May paralyze."
340,firered-leafgreen,The user bounces on the foe on the 2nd turn. It may paralyze the foe.
340,heartgold-soulsilver,"The user bounces up high, then drops on the foe on the second turn. It may also paralyze the foe."
340,lets-go-pikachu-lets-go-eevee,"The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
340,omega-ruby-alpha-sapphire,"The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
340,platinum,"The user bounces up high, then drops on the foe on the second turn. It may also paralyze the foe."
340,ruby-sapphire,"Bounces up, then down the next turn. May paralyze."
340,sun-moon,"The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
340,sword-shield,"The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
340,ultra-sun-ultra-moon,"The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
340,x-y,"The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
341,black-2-white-2,The user attacks by hurling a blob of mud at the target. It also reduces the target’s Speed.
341,black-white,The user attacks by hurling a blob of mud at the target. It also reduces the target’s Speed.
341,diamond-pearl,The user attacks by hurling a blob of mud at the foe. It also reduces the target’s Speed.
341,emerald,Hurls mud at the foe and reduces SPEED.
341,firered-leafgreen,The user attacks by hurling mud. It also reduces the foe’s SPEED.
