ndex_id,form_name,version_identifier,audio_path
402,Normal Form,x-y,https://cdn.pokedb.org/be44809acde260ba12371a3d094fada68cd79a66250ed3aad0e67f744028b1b0
403,Normal Form,diamond-pearl,https://cdn.pokedb.org/fd0f3ca2aed4837c326781fadf6f8707f7d73e6131935974da8e7163176bf22e
403,Normal Form,x-y,https://cdn.pokedb.org/376d9364b6e3228c70650b3ba22f8f77d1c2a12a39b8def818de8b2f5c054a4c
404,Normal Form,diamond-pearl,https://cdn.pokedb.org/9d7aac719cd06d31846cd5011b03b835e284d96c2675adccad37eecdd485b160
404,Normal Form,x-y,https://cdn.pokedb.org/0564a33932a212a1ae33b6e82575c08460a096f0cd6e046add25fe41ffb657ba
405,Normal Form,diamond-pearl,https://cdn.pokedb.org/8de21faac39b0d7f8b258d335ed6cbe2596a03600305c2c8ea612c3afcc5df49
405,Normal Form,x-y,https://cdn.pokedb.org/164751c5a1f6581bd72948fff6de7fef1b7f71c2155452ad1eaab480dc939c44
406,Normal Form,diamond-pearl,https://cdn.pokedb.org/2539033298b2740bc088de44fdc52399390e83ad94e1fb914c00b3505f55d1d5
406,Normal Form,x-y,https://cdn.pokedb.org/54fa6aed858875f5cf626a2711d5f3f8616b4fd2f3f975d82ce86ec2b469712a
407,Normal Form,diamond-pearl,https://cdn.pokedb.org/b8cf5f2e794f9a2ad1417b2de37862acf8ac4d4e2e64a21515178b64cc033903
407,Normal Form,x-y,https://cdn.pokedb.org/da11ff49b0ab141a98fbbbe66975a393cb97329b1bd54070c872002f76c1a34a
408,Normal Form,diamond-pearl,https://cdn.pokedb.org/2fe4e0615a6f0544b196460ced48b88af09e92637d8b852d9e407a001f5e0f19
408,Normal Form,x-y,https://cdn.pokedb.org/2440a063c3e6cbd359220bc24ba77ac791a816000feac7e22a986b6bba31b1ce
409,Normal Form,diamond-pearl,https://cdn.pokedb.org/eade24328014701d266080bceb757da5d063613c7c8a06c40516983716df2b07
409,Normal Form,x-y,https://cdn.pokedb.org/faae3787dc2b3e2feea56a969d8fa873b486f37ccebff9a4cd4f12532c62c6dd
410,Normal Form,diamond-pearl,https://cdn.pokedb.org/f0b4988d56bc14d7c79ab49a3662f33bafba4a17c5832ce9647ef1ccb7ef3be6
410,Normal Form,x-y,https://cdn.pokedb.org/051b197f070f5963817e854c34cb965d9f76642c3a1808123c3d6ba6b89efa20
411,Normal Form,diamond-pearl,https://cdn.pokedb.org/56502eda5be92a1986e50fc08de7cc3ceb2f794c702fb7e78fd2d9684463a185
411,Normal Form,x-y,https://cdn.pokedb.org/b73c486d56f16f07abdf1966ec6f2da04385403d15f50a72433506fa43577d16
412,Normal Form,diamond-pearl,https://cdn.pokedb.org/adc85b80e5ee3aa5c4d38d11417f1da0de969aa557be66291c37266e3085c8ff
412,Normal Form,x-y,https://cdn.pokedb.org/d54594e22b0e4dfc10a627a40e3b6de39585c37cfb637d17d56f95f981f1889e
413,Normal Form,diamond-pearl,https://cdn.pokedb.org/20d7e66ccdbf82a5f3a227f6857c2584e5ee1df243d82829741c41a39743cfe8
413,Normal Form,x-y,https://cdn.pokedb.org/fe06a4148ff88aad0098a984507b4617dc848d04cfabe5020cef64765a7c03d0
414,Normal Form,diamond-pearl,https://cdn.pokedb.org/199d61ee1c9e04a08a68ad2b79f9983f3b0b8cdf2b8e386a4a342b31a0e537d0
414,Normal Form,x-y,https://cdn.pokedb.org/2260bb361f1f449577493308aa6fd2a95159b1fc2a7e60913534609258530332
415,Normal Form,diamond-pearl,https://cdn.pokedb.org/6c60408e41364c0c111145dbcfc3b831e961240083060b982456e0d46e591273
415,Normal Form,x-y,https://cdn.pokedb.org/e8f1933488bd93e9042d0a45be6d3d825182fec798a11f988dbf2b8c030b917b
416,Normal Form,diamond-pearl,https://cdn.pokedb.org/035711bfeb280ca0b13305ea3e4f0c4449b3f30df914a792cd65391ee6da6edf
416,Normal Form,x-y,https://cdn.pokedb.org/5a28418aa983979f3214c181542ce513e4f954d7d9d82e4cfaf1d3c6589d8036
417,Normal Form,diamond-pearl,https://cdn.pokedb.org/53b65f9ce63da48a8714c4edf57fe939683fcde5053e4559e1ed5f58646cb0aa
417,Normal Form,x-y,https://cdn.pokedb.org/ffd781dc6e580cc47e18afb6b24042ae02f65111b2a3e94267b33602e906fe07
418,Normal Form,diamond-pearl,https://cdn.pokedb.org/20d5da596e4b28b07a011d67c6dc43bed61904beb4745b46790ab63a86baa483
418,Normal Form,x-y,https://cdn.pokedb.org/03c4165f44d5b8a716a9cf13edb89c59d4653e1db5c637d40f4d5e48352c119a
419,Normal Form,diamond-pearl,https://cdn.pokedb.org/ff256b42c0be5da5717421de71bd0a273a327cb88cb1e8b26348d3675cb492a4
419,Normal Form,x-y,https://cdn.pokedb.org/0c4c7af2d309bc0acf415413212b84c92f29481337753cc2ef6d6c1dbd81d127
420,Normal Form,diamond-pearl,https://cdn.pokedb.org/1d8a551fe587c2943f831aa1c0468b9c5930ceb55b24bcb981f782630ff5cc0a
420,Normal Form,x-y,https://cdn.pokedb.org/66bd286a740aee59d8ece9572ef6c0e8d00a6dbfc56e2ec01601cb3775997ed7
421,Normal Form,diamond-pearl,https://cdn.pokedb.org/47497387295f4136f0cd83f361b3c5c51a6778c1be1d9f91a968d60e60bd79fe
421,Normal Form,x-y,https://cdn.pokedb.org/d42f2dc8e74d6a07c437518323d47406dc05cfd7e69f4e1a6d7522e98c986c30
422,Normal Form,diamond-pearl,https://cdn.pokedb.org/32dbaf8053c1146465628beed7cea90d27f8b4a3792521c5407e2accae80bbc8
422,Normal Form,x-y,https://cdn.pokedb.org/e16b3aa1e60982300426704b8b9b287179f5859c9bf31c7dbc5661a5ce792291
423,Normal Form,diamond-pearl,https://cdn.pokedb.org/a765050c93f36487da397aea5dcf5a5e7b634dc4f7317789297b71a3b933d05d
423,Normal Form,x-y,https://cdn.pokedb.org/016bd0cc66cb481a6636ddc61494b7c640acf085029d7731ddbd2d0102ae9b6b
424,Normal Form,diamond-pearl,https://cdn.pokedb.org/01294f809a62b81dc967b8af9e6dd27231fc32305ce86dafde09f706cc0836df
424,Normal Form,x-y,https://cdn.pokedb.org/1349e46f4b8ae46ff90f4e1cb5ffdf18f5ee7b6fc59e9656c2631584a26a8e9f
425,Normal Form,diamond-pearl,https://cdn.pokedb.org/88d182875cc30da942de0591d9f4338618b077f9a37ba419953e0aa267506084
425,Normal Form,x-y,https://cdn.pokedb.org/0f84748235cfc8d22c636a6b472e8e20670bba3fefba4f744efd24a0eb640962
426,Normal Form,diamond-pearl,https://cdn.pokedb.org/70aa76715204fcc38e9b0de137d6eca589520922cbfe6cd0336f9c18a38cc45d
426,Normal Form,x-y,https://cdn.pokedb.org/63b4dfac7444030838991adaa5ad239aea943b1ce465e013d847dec34a03fd16
427,Normal Form,diamond-pearl,https://cdn.pokedb.org/7651741ee4cf84c855ff19d22405789b8f4a5480fb6de0b14b4c7e1d85871d2c
427,Normal Form,x-y,https://cdn.pokedb.org/94c831fd1f5e4e7e914cba668b1adc0a76b729e8e5a692c4c24ef2604415f308
428,Mega Evolution,omega-ruby-alpha-sapphire,https://cdn.pokedb.org/e98495fff41479f4784459eb54e688db9eb5ef56dd0b9a6c34d2bcab19130af1
428,Normal Form,diamond-pearl,https://cdn.pokedb.org/9f95c8227af72659494b2d0bfb9571a95da429c9996d6ebdbeab11672b59d360
428,Normal Form,x-y,https://cdn.pokedb.org/d22cbd94fe209898bb90bf6f41f79621a527279fcb71c1d0c1b1dc140f13c2d9
429,Normal Form,diamond-pearl,https://cdn.pokedb.org/ffe594441b32dccc79274030d51119f2aa5ea383f38673960ac6fe5ed6340b21
429,Normal Form,x-y,https://cdn.pokedb.org/956fbb8ff6076f1d7364f004febd3d10f61ef8d55eb723edb14e6bbfb981aa74
430,Normal Form,diamond-pearl,https://cdn.pokedb.org/ff6c78a1105bbb29d3546551c359290d256f1e553623df4b44f17a49524bd943
430,Normal Form,x-y,https://cdn.pokedb.org/92b6b6e8137732175d748b0c21c4d67e1ce97e6a4c45237064c5973e46e3aea2
431,Normal Form,diamond-pearl,https://cdn.pokedb.org/ff387c22f7d4f64fcf1aa202ee47f25716fa777f77a4a0e0408df2e0af39ed55
431,Normal Form,x-y,https://cdn.pokedb.org/a63f2f33638fade98def74bb511deadb2f98038edf22cc67f08cfb87f822def8
432,Normal Form,diamond-pearl,https://cdn.pokedb.org/c699ee3540cf383e09da6d2605bd65059ee3579c78d3512a8d64c5784b971390
432,Normal Form,x-y,https://cdn.pokedb.org/1db89b27c4ca3266d20e6c032ead2e72b88f05fc20e9e89bbdc05b4e0262eb2f
433,Normal Form,diamond-pearl,https://cdn.pokedb.org/d8ac3cdd1613dff9188ef5695a649fcbdddb6fd6a20e457c65956901cc7ae5f0
433,Normal Form,x-y,https://cdn.pokedb.org/286efd1cfadfa22e17af34c5518a84a64b763051a2710a0e7a088335e91a7491
434,Normal Form,diamond-pearl,https://cdn.pokedb.org/300a38837554b62485dc12f80d34fd72f692a4d07fddf00971030e3f7dd534ea
434,Normal Form,x-y,https://cdn.pokedb.org/64c430c8f1312555f23370d2aa7a18f89545fc22d6a9f2865f2e9ed666dbba06
435,Normal Form,diamond-pearl,https://cdn.pokedb.org/719cb742e6cfcb301998e1391700d29677d87b82501766dc4528edadd19ed59f
435,Normal Form,x-y,https://cdn.pokedb.org/ae967e44435c8eca6a8ab1b65cfa9bc5d395c3da7cfe2694e6a4f8c6a6a90be4
436,Normal Form,diamond-pearl,https://cdn.pokedb.org/870b1176f1dff1651b9cb65972f1ba3424d13610c02a4d216d1cdfb9b2cac364
436,Normal Form,x-y,https://cdn.pokedb.org/efb268a40ac52b9b870304a3db2b295500cf6790321772c7bbdf5218c2db76ed
437,Normal Form,diamond-pearl,https://cdn.pokedb.org/e63f0e606fb90971c6bedb68ff343e7d407af391cabf8f20b58b82d62acc4d4e
437,Normal Form,x-y,https://cdn.pokedb.org/c3705d7a4559ae691246ac7e90ff5d97816326049e17be9d7deb49e55c17e890
438,Normal Form,xd,https://cdn.pokedb.org/466ce3dfb129401ab76ce4437da4425b8d471df47e377c7efcd76d995e825472
438,Normal Form,x-y,https://cdn.pokedb.org/33fd88446e45b8c48ad5813f1346f715192829e3f52b1e324b9e796d78d5795b
439,Normal Form,diamond-pearl,https://cdn.pokedb.org/4af358d5374a65841f56f767cd45860d6c42154831f99d46a487125db074138f
439,Normal Form,x-y,https://cdn.pokedb.org/83d1ca19891c2062a3932be90f5614f7bc1f90785a269cea031f99586840401e
440,Normal Form,diamond-pearl,https://cdn.pokedb.org/24840ce46c61ea68374c901f637a48069b99c7f8d233675d961ecf56e389901e
440,Normal Form,x-y,https://cdn.pokedb.org/69bf72f3942cef881d85d34dee8f3ed3907dbfe12bd134435f72c24a407430a0
441,Normal Form,diamond-pearl,https://cdn.pokedb.org/c3994b8ba5a74a1c525d46eb868c23060e0452e748bd60e5ce8a7a68a4042c26
441,Normal Form,x-y,https://cdn.pokedb.org/3dc5bf2ae4d14f5e1fe665be93bc9eafa971fcf20f7423336b9589f51f6aed7a
442,Normal Form,diamond-pearl,https://cdn.pokedb.org/9b27883ab8532c1f23314b2df3af96189f79f2b72500866f7158e4526aebd5b8
442,Normal Form,x-y,https://cdn.pokedb.org/a48e621e5c6021b3679e3271c35bef61978480b1f88557391d5fa5b2ce6d6cfa
443,Normal Form,diamond-pearl,https://cdn.pokedb.org/e43db87543f5b2c52fea892223b3e70179ce66cbc2c8a0980e003fae146a6a54
443,Normal Form,x-y,https://cdn.pokedb.org/1dd641566a1be65dfd4483f1918e911d58bc6a4036296dbd374bf5d14fc94aa6
444,Normal Form,diamond-pearl,https://cdn.pokedb.org/2517be6dc4e310cb1fdfaf00654f3ef14bb263584f1ae6453cb7258aa73270d0
444,Normal Form,x-y,https://cdn.pokedb.org/8cbbd25a82fe46820dd101fa9f9a8e80f4416085a9f9ab0def839d5680bf8ae7
445,Mega Evolution,x-y,https://cdn.pokedb.org/354f463b208b3e1ff25b2ad06d24f1ba9093441bc83c8fcc57ea201e027ecaf2
445,Normal Form,diamond-pearl,https://cdn.pokedb.org/87913506fca1984ed463f4610861a7d591cc712d248cc6d71dd5a8ec874771c4
445,Normal Form,x-y,https://cdn.pokedb.org/3544358e5ea41b96ddd9463f17ca13fdae150dfe23876c8d705667ef94b9f5e5
446,Normal Form,xd,https://cdn.pokedb.org/60d781327a8442dc620af1d7b97712566246d7fc90f9a33ecf232ace24525d99
446,Normal Form,x-y,https://cdn.pokedb.org/81fb7409d673d3a63bceb45614bdc06b1eb11e6062fb5450d4db8eb86f785759
447,Normal Form,diamond-pearl,https://cdn.pokedb.org/15d2ad1d4bcd9bd024331e013045fb04d46bc018fb93a4f23d6ecea4567002fa
447,Normal Form,x-y,https://cdn.pokedb.org/7f41d3647bf07914cceeb0488b1c512cd333192a5dcb610ef43ea5617d7b9ca2
448,Mega Evolution,x-y,https://cdn.pokedb.org/932081be1396d8d78e471efeaf283b5c44ef9ea9db6bb582d3435f5c910b0805
448,Normal Form,diamond-pearl,https://cdn.pokedb.org/21eab78e0ba49b42ae649e8ee1b8dc6696fbd5634b868b03160dde34902dcec2
448,Normal Form,x-y,https://cdn.pokedb.org/547d6efb248f828c8b237bd3efd4ef28429e751b7b215e797ec7358739ee3e57
449,Normal Form,diamond-pearl,https://cdn.pokedb.org/16f1729a3e1a0384698b1390de9d80a600ee11402c4d8376bae713983725350f
449,Normal Form,x-y,https://cdn.pokedb.org/7789d7c217cd0f6711bd70800f706eea6f75e1fd1f4fdeb89f137c166eb44830
450,Normal Form,diamond-pearl,https://cdn.pokedb.org/368d5968611f10496319a7c6fbd865128fd2ae06a20c65612e403cd6555f1c7e
450,Normal Form,x-y,https://cdn.pokedb.org/dd8153764d1c68cd59536258629e498b462a4ef494c09687bc8c42eb89a58409
451,Normal Form,diamond-pearl,https://cdn.pokedb.org/8a711f03ad019cc1c8b46ba5580b5dde6aaf9ad2478dd2527f508f4c216f87ea
451,Normal Form,x-y,https://cdn.pokedb.org/0a73562615145e0db990e168510b0e858f25baedf9fb690bb32c961f115ae734
452,Normal Form,diamond-pearl,https://cdn.pokedb.org/655ac1797a96feccbf768987434ecd5013ad0582659652780b2152acb5b4300d
452,Normal Form,x-y,https://cdn.pokedb.org/d1dd62bbf18924fc99224f5f4bcfd3a22a11245b2c3e612417552a959210efe9
453,Normal Form,diamond-pearl,https://cdn.pokedb.org/043e60cb1d4b239c2ca0eb9a5eae140ec707b6eb2021e9d7f61a3072d40aba38
453,Normal Form,x-y,https://cdn.pokedb.org/47fe9505ecd9917479b5311260460cab3aa616717610598fae8e872929b5b915
454,Normal Form,diamond-pearl,https://cdn.pokedb.org/7302dc64d1fb07ed386c404404f3ec5b60edb782fc56176c716dd698ea6a5a20
454,Normal Form,x-y,https://cdn.pokedb.org/1a9b79954704dbec7ea1c6c6daf52741fe3f3f3d698b3ef2ee7bc8fbcc8e5e0a
455,Normal Form,diamond-pearl,https://cdn.pokedb.org/1af548a42f870a3626745a0b2958d7cdba358ae56e8896fb90efe7f813b6d114
455,Normal Form,x-y,https://cdn.pokedb.org/bb2545d23ecf657b820ccc03cad2a933ac7b5fefbfb56eb9b7c0475eccfe1b37
456,Normal Form,diamond-pearl,https://cdn.pokedb.org/933c5304f3d3f0023ea23d468dd1297d8c3ba282a900e21f37c4fc1467ac15b3
456,Normal Form,x-y,https://cdn.pokedb.org/a771510203a8c7ad54f1c1053425a030fc23adc74a69f3c6676ef0cfeed7e6c3
457,Normal Form,diamond-pearl,https://cdn.pokedb.org/ce8b6ee3e42662b7e9ba20fd95c894ddd468863f2c7e4c36ef50ace75e1334fe
457,Normal Form,x-y,https://cdn.pokedb.org/bece932f2fa09f378fd893ce3c1068458ca232865faff56a8e4ebe6e80171765
458,Normal Form,diamond-pearl,https://cdn.pokedb.org/c50c5d565780f8f0bafed1045c67f75c7d92140c4b4f1f545876475910761f38
458,Normal Form,x-y,https://cdn.pokedb.org/ff673ae1de565f8a646ec2c24620d732da253375ca9b84bd396b5b47d3bfd151
459,Normal Form,diamond-pearl,https://cdn.pokedb.org/01896d889ae9639db9eac66ea0e9a26a4b4d902e7bed72f1644d833d54511bdc
459,Normal Form,x-y,https://cdn.pokedb.org/0cd585ba445e7e63f351b9ccf6ae712ac1766915d61b407240a2f272a2d5f518
460,Mega Evolution,x-y,https://cdn.pokedb.org/cf95fedafdf7c7ef913fa827bfc7cf857a7e5e06dbf5a7f1d84a07d2098d586d
460,Normal Form,diamond-pearl,https://cdn.pokedb.org/ce3c048bd2e9b880c45dd6ec527805b03dd6e2457036ec6f88e7a6e5f38f26df
460,Normal Form,x-y,https://cdn.pokedb.org/7ca730030f2eb6069643f44dedabd1e4cde3198473951325547f87bfa0f71ce8
461,Normal Form,diamond-pearl,https://cdn.pokedb.org/3451887a5a9aa1744f297159371246bb782f5eb0889c3bee8797c76fdc6b65bc
461,Normal Form,x-y,https://cdn.pokedb.org/506bc9d15ffd22e800b0985d0833025d6ab4f6bf7f6e63f43938874af95b7de4
462,Normal Form,diamond-pearl,https://cdn.pokedb.org/d9923d1dde01e8eb274110923072590f677f207ca9cacfac3dcf326419b897bb
462,Normal Form,x-y,https://cdn.pokedb.org/dc943131f43448cc7213b47fd91f1ad58e03e79d43633266b9540f6d7dbdf403
463,Normal Form,diamond-pearl,https://cdn.pokedb.org/eac07142c05f1144752c674e97f37ac10fb57fa2540b5ae43e58d9a021a2dc99
463,Normal Form,x-y,https://cdn.pokedb.org/b6c515dc18e764955492efb6b8adcec49d5b8359cd5c3fadc4fc04bcee91e2a4
464,Normal Form,diamond-pearl,https://cdn.pokedb.org/b06804dcc946487b941191e2e09eb5c27cbe9fbb51434c95cfbb9052c8195457
464,Normal Form,x-y,https://cdn.pokedb.org/5249a6192d021d106536fb6f0d679bd544d223346650787ded5a49970eaa482b
465,Normal Form,diamond-pearl,https://cdn.pokedb.org/d5ebc2ece9d241ab09a3cd5d621c205c5d9912104cfcba99b6774209dbcf5011
465,Normal Form,x-y,https://cdn.pokedb.org/fa5908c8d8e1b8beffa56db8b9bb536e33b389dc94a21d56617845affa4a3443
466,Normal Form,diamond-pearl,https://cdn.pokedb.org/24ce504021948d8c6b46e9c25372a1ad95970788731591ea837d4d36d72e2f2b
466,Normal Form,x-y,https://cdn.pokedb.org/cd29d42c826b69df2d532d09999fd64fb3acbff0d4bc965491e5c8de417958e1
467,Normal Form,diamond-pearl,https://cdn.pokedb.org/14256012246e4a2dd1b1f18a2a4c93b96e9cc352ec440aeab5ec5d9348f21a9b
467,Normal Form,x-y,https://cdn.pokedb.org/da73794ee90e06fc328f5cb1332f57af937756cddf93a24adf174c17cc5df27d
468,Normal Form,diamond-pearl,https://cdn.pokedb.org/33c7c466db6e644a4d14e39444862c53968547823f23ddf81f8a0a3d2c8cdbe7
468,Normal Form,x-y,https://cdn.pokedb.org/6be3e22c2dd4dc6ff980cc5b89c1c830aff55821251b0993eb2af19db58c0fca
469,Normal Form,diamond-pearl,https://cdn.pokedb.org/8a8bc33ff0712fde467fe77deb83738446a692280b23bd04e437f0209a4bc6be
469,Normal Form,x-y,https://cdn.pokedb.org/5416b82feb1843f22f0dde16face0f8c6ae4a6f9b7eb1cb3be31f78543805f22
470,Normal Form,diamond-pearl,https://cdn.pokedb.org/4377d6585b7365a55c4c080af7537e241c3690059079f72bc496ab483f481f84
470,Normal Form,x-y,https://cdn.pokedb.org/07f012b73a20fbf64278b63b4dc572f8f33104e96551d9ffd27e8a5aebf3ec6e
471,Normal Form,diamond-pearl,https://cdn.pokedb.org/6b44a5532c29ac1a9e3d276bf7e79fd90d3d75e69508d5285d720b77f1a69166
471,Normal Form,x-y,https://cdn.pokedb.org/3386e878143dd73f7c73f36cb2b1fabd1397cd174049243371396e77d08abf3f
472,Normal Form,diamond-pearl,https://cdn.pokedb.org/a59abfeda4105ab82973aa87580fac43ab10679fb5f0affab56a4baf9921e63b
472,Normal Form,x-y,https://cdn.pokedb.org/dfdca1d0ec0cc6cc9e0fe9f12707ab42407461a8241e137eb0956fe928888a6a
473,Normal Form,diamond-pearl,https://cdn.pokedb.org/0dbdba32dea278b85565ee46243166ca97e7b57a2df79882e3eb535272e4cfd7
473,Normal Form,x-y,https://cdn.pokedb.org/48222b432805b130ae560f8aaf5265b731ff0ab804a71b63cb2255ed493e9a36
474,Normal Form,diamond-pearl,https://cdn.pokedb.org/550c68b9062ee954d504bc3ef81bad4923b1ace7c363c0850303cf98b821ce34
474,Normal Form,x-y,https://cdn.pokedb.org/79b28ff870697d9394e5054c5a2cd8cd772afceca0ffd3bacdd1c84bbe32c68a
475,Mega Evolution,omega-ruby-alpha-sapphire,https://cdn.pokedb.org/ceeaa48d65881835272f26a72a2e5c0f18f32305233a3c2af662d450e092e64a
475,Normal Form,diamond-pearl,https://cdn.pokedb.org/4667dd806841c53cb0849ee9858b0e35ffced04eecc5421b9dca3b76c0cbf4ff
475,Normal Form,x-y,https://cdn.pokedb.org/020b51f8916b2e58afced2294b364dd3be51d3c910b609f5cc750d3a6e3473d2
476,Normal Form,diamond-pearl,https://cdn.pokedb.org/acaf73c5b38dfe375f17c8fa49e081902645b95efa908176ba49e0fd31b51633
476,Normal Form,x-y,https://cdn.pokedb.org/071599ac35c2e930a86eea52f280bc66760658be8672371eab3e36d739570444
477,Normal Form,diamond-pearl,https://cdn.pokedb.org/1538b8ad425b98843cfec333c1a895cfaeac1b96990196d8e69a62d72cf60a67
477,Normal Form,x-y,https://cdn.pokedb.org/8b8c22b73626525b2cf6302a3d48b4275d2190527d84a6bf838b8d5ffeeab819
478,Normal Form,diamond-pearl,https://cdn.pokedb.org/af42e373a9afc76a92c22d89251e97712be0522b5c0cd04d6a1340b734022bdc
478,Normal Form,x-y,https://cdn.pokedb.org/8c7b4a5a8972eae1dae211ece747b068a35404a4c8a3cedb3c25b7e8f657cdb6
479,Normal Form,diamond-pearl,https://cdn.pokedb.org/ff3f10cb11ef8a662b45b285a39b7432eabff6df2bb75d0023e827b106792376
479,Normal Form,x-y,https://cdn.pokedb.org/8db197a124d892b0afbfe60446fddb02cafe233675701265e2e1befc1b9e520a
480,Normal Form,diamond-pearl,https://cdn.pokedb.org/6344c322a1ae4fb1304d8b9d26dbfb1bb5d7765af4b77bcba4b3a552fd947eb0
480,Normal Form,x-y,https://cdn.pokedb.org/709a886257e06002bd21765792dec36b732727551b9cb6645aec68593348d718
481,Normal Form,diamond-pearl,https://cdn.pokedb.org/c777725e3bbc421f493825aa5aae891101a97017fbb4c8fcac733d6c68b1d753
481,Normal Form,x-y,https://cdn.pokedb.org/d6dba7478a3d82bd392a0f118feb6b50e1e34d552357c63c461207d9031cca35
482,Normal Form,diamond-pearl,https://cdn.pokedb.org/942834ecd4c35a2c6fc6a1cce6dfe2b26a62cab53d774f384260edd5241bb171
482,Normal Form,x-y,https://cdn.pokedb.org/69998b7a0bf095e9b2704794803731e519ba12e2689a8a0967f0fed2320f489c
483,Normal Form,diamond-pearl,https://cdn.pokedb.org/051a19733cb8ecd8a5f85e11e897c8949d2d6117be1cfa8d5645b09a8a888a6e
483,Normal Form,x-y,https://cdn.pokedb.org/41cb67df87ac021a93e2d97fd0800e234d331a3da54bd0cf5776036139b5f630
484,Normal Form,diamond-pearl,https://cdn.pokedb.org/4cb35081da39bfcc481d613c8a1bfb5b75e319af530ddcbc603f92e7623e29e0
484,Normal Form,x-y,https://cdn.pokedb.org/e7f6f7ef3ccf95fd7c85efc08784481da7670b4f072c605f7748b7fb16803880
485,Normal Form,diamond-pearl,https://cdn.pokedb.org/a5fa083bb1e3345f78fb1b1c39155a05e30d8ae6f83c6cae674c2d407121db03
485,Normal Form,x-y,https://cdn.pokedb.org/98b07b6b33a13bcaecfb66976f7a177fc39ead46faa7d7283c76be31494ef125
486,Normal Form,diamond-pearl,https://cdn.pokedb.org/361d112be92deff75016b25ac7ef178c3b609fabb04ebb4dc6f537b623b90cec
486,Normal Form,x-y,https://cdn.pokedb.org/b894da12dff5975983519c9cb13b5582da92a86de16576e2493f644293931757
487,Normal Form,diamond-pearl,https://cdn.pokedb.org/44310d24806d6dc8c945c3c9800f36a16ad8a509d23781b31a48518ecf0a1da1
487,Normal Form,x-y,https://cdn.pokedb.org/b48a4fdbb2409dcb4cd57a4e0b69675f2f25f10457238eec25c678d58cc1eb25
488,Normal Form,diamond-pearl,https://cdn.pokedb.org/0c1dcf99871a8cee76de5f09204f70b14db9b9cb1b774db3a1439abaca04a980
488,Normal Form,x-y,https://cdn.pokedb.org/8a41c888b9b82df6b7f3d76ecc86f685dd38415b19eb2e36aa49cef7c3af3d13
489,Normal Form,diamond-pearl,https://cdn.pokedb.org/41b696eb7a54cafad1774d266f06c092799a0cb1793d3253a3422016d99b8627
489,Normal Form,x-y,https://cdn.pokedb.org/cc12b2739db00babc268a7eb01dcaca2d02514d2dac6ef87a4abaaf6c5a6cf73
490,Normal Form,diamond-pearl,https://cdn.pokedb.org/8929be5256eccc0ccc83eae2b4e28e399281613b62704ed70414192b341e1f52
490,Normal Form,x-y,https://cdn.pokedb.org/8b3c3c60af59180de6aa07d247029f519037d32d59f439434f02fb027a698962
491,Normal Form,diamond-pearl,https://cdn.pokedb.org/4857d628fdb3436c353bc3fcf643b8a6c82ff1de2478b1757c57693125ae0f27
491,Normal Form,x-y,https://cdn.pokedb.org/f6a602f84d802a2194c17970020ed9f28a2c17fad4136c46aa8269bd6856ef43
492,Normal Form,x-y,https://cdn.pokedb.org/aab86e5db47a848edfd9a6f636d90c8ab7eca938518cc3dc6d9ffc9f796331ae
492,Normal Form,diamond-pearl,https://cdn.pokedb.org/e1ce76bdb3d7897b0fd9454355f696d66595d4edaaa561c9dba3390194f9b3cd
492,Sky Form,platinum,https://cdn.pokedb.org/cc12ee4d6f467ae773ad7ccc24f7a6859b704a742b691220fe99b9ae28ff2c8f
492,Sky Form,x-y,https://cdn.pokedb.org/440925c6496fbbc68863c5eaddd79f88d803156a5d5eae99055b784e7e9b2dc7
493,Normal Form,diamond-pearl,https://cdn.pokedb.org/18b9bebda7baa6157c3b3efcfac5a92f84dd5990d8b95b39242bdcf5bec753b3
493,Normal Form,x-y,https://cdn.pokedb.org/244ca2e7e432b40b4e894443f5c1baf41e8410681d54aee8209087a10d36fd4d
494,Normal Form,black-white,https://cdn.pokedb.org/95454b2bc8b06c359edfa38cdd32770eb4859adde14e5bdbdc9900d96e781b0c
494,Normal Form,x-y,https://cdn.pokedb.org/ddebc5c2bd6b79ff28b04f4c15e8aefbb7b62bb2a349f1d3b75f2388b297d493
495,Normal Form,black-white,https://cdn.pokedb.org/129c0ede6b30f2e5986f1c2d58c3a97d89aeafaa39294f69341f6509326c2c9b
495,Normal Form,x-y,https://cdn.pokedb.org/0efdf5fbe37a8082d5266d1f40fe011afe036616aaab09130af78f3be5716d2f
496,Normal Form,black-white,https://cdn.pokedb.org/b0b9fa3585c90123d500186b3b3713429e2fe8e833d59bda03b9faf417b3b6ea
496,Normal Form,x-y,https://cdn.pokedb.org/ca6a8b9fe23b6fdac0a8f9d51ea1e89dab4ea79324e334939c75f143391f30db
497,Normal Form,black-white,https://cdn.pokedb.org/a1c8e73aaece0e8fda553f3542116b2e0f6b93575f8e69ca289e5a188c27e6f0
497,Normal Form,x-y,https://cdn.pokedb.org/16522bce41f4ccf40012f6101e0a260dd202de2538bf8401a1982535d332b270
498,Normal Form,black-white,https://cdn.pokedb.org/8dfd5dabc3a43956ffc4a1c2ce253b0676a320af51ed4e0eaeb30c2346f4ed36
498,Normal Form,x-y,https://cdn.pokedb.org/68a7cb9cf10dc13ce888e91e3f08e63bf8c6dd1e6d2abd2048e311db187eafc4
